SA1_7DIGITCODE_2016,M_15_19_Ud_wk_L_5_hrs,M_15_19_Ud_wk_5_14_hrs,M_15_19_Ud_wk_15_29_hrs,M_15_19_Ud_wk_30h_more,M_15_19_no_Ud_wk,M_15_19_Ud_wk_ns,M_15_19_OS_v,M_15_19_yr_Tot,M_20_24_Ud_wk_L_5_hrs,M_20_24_Ud_wk_5_14_hrs,M_20_24_Ud_wk_15_29_hrs,M_20_24_Ud_wk_30h_more,M_20_24_no_Ud_wk,M_20_24_Ud_wk_ns,M_20_24_OS_v,M_20_24_yr_Tot,M_25_34_Ud_wk_L_5_hrs,M_25_34_Ud_wk_5_14_hrs,M_25_34_Ud_wk_15_29_hrs,M_25_34_Ud_wk_30h_more,M_25_34_no_Ud_wk,M_25_34_Ud_wk_ns,M_25_34_OS_v,M_25_34_yr_Tot,M_35_44_Ud_wk_L_5_hrs,M_35_44_Ud_wk_5_14_hrs,M_35_44_Ud_wk_15_29_hrs,M_35_44_Ud_wk_30h_more,M_35_44_no_Ud_wk,M_35_44_Ud_wk_ns,M_35_44_OS_v,M_35_44_yr_Tot,M_45_54_Ud_wk_L_5_hrs,M_45_54_Ud_wk_5_14_hrs,M_45_54_Ud_wk_15_29_hrs,M_45_54_Ud_wk_30h_more,M_45_54_no_Ud_wk,M_45_54_Ud_wk_ns,M_45_54_OS_v,M_45_54_yr_Tot,M_55_64_Ud_wk_L_5_hrs,M_55_64_Ud_wk_5_14_hrs,M_55_64_Ud_wk_15_29_hrs,M_55_64_Ud_wk_30h_more,M_55_64_no_Ud_wk,M_55_64_Ud_wk_ns,M_55_64_OS_v,M_55_64_yr_Tot,M_65_74_Ud_wk_L_5_hrs,M_65_74_Ud_wk_5_14_hrs,M_65_74_Ud_wk_15_29_hrs,M_65_74_Ud_wk_30h_more,M_65_74_no_Ud_wk,M_65_74_Ud_wk_ns,M_65_74_OS_v,M_65_74_yr_Tot,M_75_84_Ud_wk_L_5_hrs,M_75_84_Ud_wk_5_14_hrs,M_75_84_Ud_wk_15_29_hrs,M_75_84_Ud_wk_30h_more,M_75_84_no_Ud_wk,M_75_84_Ud_wk_ns,M_75_84_OS_v,M_75_84_yr_Tot,M_85ov_Ud_wk_L_5_h,M_85ov_Ud_wk_5_14_h,M_85ov_Ud_wk_15_29_h,M_85ov_Ud_wk_30h_more,M_85ov_no_Ud_wk,M_85ov_Ud_wk_ns,M_85ov_OS_v,M_85_yr_over_Tot,M_Tot_Ud_wk_L_5_hrs,M_Tot_Ud_wk_5_14_hrs,M_Tot_Ud_wk_15_29_hrs,M_Tot_Ud_wk_30h_more,M_Tot_no_Ud_wk,M_Tot_Ud_wk_ns,M_Total_OS_v,M_Tot_Tot,F_15_19_Ud_wk_L_5_hrs,F_15_19_Ud_wk_5_14_hrs,F_15_19_Ud_wk_15_29_hrs,F_15_19_Ud_wk_30h_more,F_15_19_no_Ud_wk,F_15_19_Ud_wk_ns,F_15_19_OS_v,F_15_19_yr_Tot,F_20_24_Ud_wk_L_5_hrs,F_20_24_Ud_wk_5_14_hrs,F_20_24_Ud_wk_15_29_hrs,F_20_24_Ud_wk_30h_more,F_20_24_no_Ud_wk,F_20_24_Ud_wk_ns,F_20_24_OS_v,F_20_24_yr_Tot,F_25_34_Ud_wk_L_5_hrs,F_25_34_Ud_wk_5_14_hrs,F_25_34_Ud_wk_15_29_hrs,F_25_34_Ud_wk_30h_more,F_25_34_no_Ud_wk,F_25_34_Ud_wk_ns,F_25_34_OS_v,F_25_34_yr_Tot,F_35_44_Ud_wk_L_5_hrs,F_35_44_Ud_wk_5_14_hrs,F_35_44_Ud_wk_15_29_hrs,F_35_44_Ud_wk_30h_more,F_35_44_no_Ud_wk,F_35_44_Ud_wk_ns,F_35_44_OS_v,F_35_44_yr_Tot,F_45_54_Ud_wk_L_5_hrs,F_45_54_Ud_wk_5_14_hrs,F_45_54_Ud_wk_15_29_hrs,F_45_54_Ud_wk_30h_more,F_45_54_no_Ud_wk,F_45_54_Ud_wk_ns,F_45_54_OS_v,F_45_54_yr_Tot,F_55_64_Ud_wk_L_5_hrs,F_55_64_Ud_wk_5_14_hrs,F_55_64_Ud_wk_15_29_hrs,F_55_64_Ud_wk_30h_more,F_55_64_no_Ud_wk,F_55_64_Ud_wk_ns,F_55_64_OS_v,F_55_64_yr_Tot,F_65_74_Ud_wk_L_5_hrs,F_65_74_Ud_wk_5_14_hrs,F_65_74_Ud_wk_15_29_hrs,F_65_74_Ud_wk_30h_more,F_65_74_no_Ud_wk,F_65_74_Ud_wk_ns,F_65_74_OS_v,F_65_74_yr_Tot,F_75_84_Ud_wk_L_5_hrs,F_75_84_Ud_wk_5_14_hrs,F_75_84_Ud_wk_15_29_hrs,F_75_84_Ud_wk_30h_more,F_75_84_no_Ud_wk,F_75_84_Ud_wk_ns,F_75_84_OS_v,F_75_84_yr_Tot,F_85ov_Ud_wk_L_5_h,F_85ov_Ud_wk_5_14_h,F_85ov_Ud_wk_15_29_h,F_85ov_Ud_wk_30h_more,F_85ov_no_Ud_wk,F_85ov_Ud_wk_ns,F_85ov_OS_v,F_85_yr_over_Tot,F_Tot_Ud_wk_L_5_hrs,F_Tot_Ud_wk_5_14_hrs,F_Tot_Ud_wk_15_29_hrs,F_Tot_Ud_wk_30h_more,F_Tot_no_Ud_wk,F_Tot_Ud_wk_ns,F_Total_OS_v,F_Tot_Tot,P_15_19_Ud_wk_L_5_hrs,P_15_19_Ud_wk_5_14_hrs,P_15_19_Ud_wk_15_29_hrs,P_15_19_Ud_wk_30h_more,P_15_19_no_Ud_wk,P_15_19_Ud_wk_ns,P_15_19_OS_v,P_15_19_yr_Tot,P_20_24_Ud_wk_L_5_hrs,P_20_24_Ud_wk_5_14_hrs,P_20_24_Ud_wk_15_29_hrs,P_20_24_Ud_wk_30h_more,P_20_24_no_Ud_wk,P_20_24_Ud_wk_ns,P_20_24_OS_v,P_20_24_yr_Tot,P_25_34_Ud_wk_L_5_hrs,P_25_34_Ud_wk_5_14_hrs,P_25_34_Ud_wk_15_29_hrs,P_25_34_Ud_wk_30h_more,P_25_34_no_Ud_wk,P_25_34_Ud_wk_ns,P_25_34_OS_v,P_25_34_yr_Tot,P_35_44_Ud_wk_L_5_hrs,P_35_44_Ud_wk_5_14_hrs,P_35_44_Ud_wk_15_29_hrs,P_35_44_Ud_wk_30h_more,P_35_44_no_Ud_wk,P_35_44_Ud_wk_ns,P_35_44_OS_v,P_35_44_yr_Tot,P_45_54_Ud_wk_L_5_hrs,P_45_54_Ud_wk_5_14_hrs,P_45_54_Ud_wk_15_29_hrs,P_45_54_Ud_wk_30h_more,P_45_54_no_Ud_wk,P_45_54_Ud_wk_ns,P_45_54_OS_v,P_45_54_yr_Tot
5112836,7,0,0,0,0,0,0,6,6,0,0,0,8,0,0,8,11,3,0,0,5,0,0,23,4,12,3,0,0,0,0,17,7,9,0,0,4,0,0,19,9,3,0,0,3,3,0,21,0,5,3,3,3,0,0,16,0,4,3,0,0,0,0,8,0,0,0,0,0,0,0,0,46,32,9,8,24,4,0,120,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,6,7,7,0,0,0,0,0,18,3,6,3,8,0,0,0,22,3,7,5,0,0,0,0,21,0,3,3,3,4,3,0,20,3,7,8,0,0,0,0,20,0,0,0,3,0,0,0,3,0,0,0,0,4,0,0,4,19,30,19,16,14,8,0,111,6,0,0,0,3,0,0,6,10,0,0,0,9,0,0,13,17,9,3,0,8,0,0,35,5,17,3,8,0,0,0,39,6,15,4,0,4,0,0,35
5112837,3,0,0,0,9,0,0,12,0,3,0,0,3,0,0,12,22,3,0,0,6,0,0,35,7,3,0,0,3,0,0,18,4,3,3,0,4,3,0,17,3,3,0,0,4,0,0,17,4,5,3,3,6,4,0,22,0,0,3,0,6,3,0,18,3,0,3,0,15,5,0,27,50,28,10,4,59,13,0,175,0,0,0,0,3,0,0,3,6,3,0,0,3,0,0,15,9,11,4,3,5,0,0,30,5,7,4,3,0,3,0,25,3,13,4,3,3,3,0,30,6,10,4,0,6,0,0,23,0,7,3,6,5,4,0,18,3,0,5,3,25,3,0,46,0,0,0,0,65,4,0,73,28,46,24,23,118,12,3,261,5,0,0,0,13,0,0,20,9,4,0,0,4,0,0,25,32,18,4,3,15,3,0,67,8,9,5,5,3,3,0,39,12,19,4,4,7,6,0,44
5112901,9,0,0,0,10,0,0,15,7,3,0,0,5,0,0,18,4,8,0,0,8,0,4,30,14,8,3,0,8,0,0,34,5,15,5,0,7,0,0,36,4,8,0,0,7,0,0,17,8,7,3,0,12,0,0,33,0,6,0,0,0,0,0,14,0,0,0,0,0,0,0,3,54,51,19,8,53,3,5,191,5,0,0,0,10,0,0,17,4,3,0,0,0,0,0,7,3,7,3,7,6,0,0,29,3,11,14,7,3,0,0,36,0,10,8,6,0,0,0,31,3,7,5,0,4,0,0,22,3,12,6,3,3,0,0,29,0,9,4,0,5,0,0,20,0,0,0,0,0,0,0,0,29,54,41,30,40,9,3,204,16,0,0,0,14,0,0,32,14,6,0,0,7,0,0,25,11,12,5,7,19,0,5,61,13,13,17,14,12,0,0,71,7,26,15,6,11,3,0,72
5112902,16,0,0,0,3,3,0,20,8,3,0,0,4,0,0,14,3,3,3,0,5,0,0,12,6,4,0,0,0,3,0,19,6,10,3,0,5,3,0,24,7,7,3,0,4,0,0,15,6,6,3,6,5,0,0,26,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,44,33,13,7,27,4,3,132,4,0,0,0,3,0,0,10,8,6,0,0,6,0,0,19,4,4,0,7,0,0,0,10,0,7,6,4,0,0,0,17,0,8,8,6,3,3,0,26,0,5,4,11,0,0,0,24,3,4,3,0,3,0,0,15,0,3,3,3,0,0,0,8,0,0,0,0,0,0,0,0,16,37,24,26,17,7,0,134,22,3,0,0,5,4,0,33,12,11,0,0,10,0,0,28,6,8,3,7,6,0,0,25,7,9,6,3,0,3,0,32,9,20,9,6,7,6,0,51
5112903,5,0,0,0,9,0,0,14,8,3,0,0,5,0,0,14,9,0,0,0,6,0,0,19,5,12,3,0,0,0,0,17,17,9,3,0,4,3,0,32,9,3,0,0,0,0,0,18,0,3,3,0,4,0,0,15,0,0,0,0,4,0,0,5,0,0,0,0,0,0,0,0,58,29,11,3,33,4,0,143,12,3,0,0,0,0,0,14,7,0,0,0,3,0,0,9,3,3,3,4,3,0,0,16,0,13,8,10,3,3,0,35,3,12,6,8,3,0,0,31,3,7,8,4,0,0,0,24,3,6,4,3,6,0,0,21,0,0,0,0,4,4,0,12,0,0,0,0,0,0,0,0,28,38,25,25,17,9,6,159,14,3,0,0,12,0,0,27,16,3,0,0,5,0,0,29,11,3,3,4,12,0,0,39,5,20,12,6,6,5,3,53,16,18,9,8,10,0,3,63
5112904,9,0,0,0,0,0,0,17,5,3,0,0,0,3,0,16,4,3,0,0,6,0,0,11,0,7,4,0,0,0,0,19,11,6,0,0,7,0,0,28,8,15,0,3,3,4,0,33,0,12,0,0,0,0,0,15,0,3,0,0,3,0,0,4,0,0,0,0,4,0,0,4,43,50,3,6,24,9,0,145,9,0,0,0,6,0,0,22,5,3,0,0,0,0,0,9,3,4,0,3,4,0,0,15,0,4,5,10,0,0,0,16,0,17,9,3,0,3,0,35,0,5,6,0,6,0,0,21,0,5,4,6,0,4,0,21,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,24,39,33,22,22,13,0,143,23,0,0,0,12,0,0,30,12,7,0,3,5,3,0,21,9,8,4,3,6,0,0,26,0,15,7,5,3,0,0,33,10,25,9,3,8,4,0,63
5112905,3,0,0,0,3,0,0,9,4,0,0,0,7,0,0,12,8,3,0,0,0,0,0,10,6,4,0,0,0,0,0,12,10,10,0,0,7,0,0,30,5,5,0,0,0,0,0,19,4,12,0,0,0,0,0,19,0,5,0,0,0,0,0,8,0,0,0,0,0,0,0,0,49,33,6,3,17,0,0,112,8,0,0,0,4,0,0,15,7,0,0,0,6,0,0,14,0,3,0,0,0,0,0,5,0,8,5,6,0,0,0,19,3,3,3,6,0,0,0,27,3,7,9,3,0,0,0,27,0,3,10,3,0,0,0,14,0,0,3,3,0,0,0,8,0,0,0,0,0,0,0,0,30,23,28,29,15,3,3,125,16,0,0,0,7,0,0,27,12,0,0,0,9,0,0,26,6,4,0,0,0,0,0,18,7,14,4,6,0,0,0,24,16,13,7,6,6,0,0,51
5112906,14,0,0,0,3,5,0,19,12,0,0,0,5,0,0,19,8,0,0,0,7,0,0,14,8,10,9,0,6,0,0,32,15,17,3,0,5,0,0,40,9,17,4,0,4,0,0,42,3,5,5,3,6,0,0,29,0,0,3,3,5,3,0,13,0,4,0,0,3,0,0,9,69,65,25,11,46,11,0,227,16,0,0,0,6,0,3,28,4,3,0,0,4,0,0,11,9,9,4,3,0,0,0,25,0,11,9,6,4,0,0,33,8,14,12,11,3,0,0,48,0,11,19,3,8,0,0,44,0,6,6,15,0,0,0,28,0,0,6,7,3,0,0,20,0,3,3,0,6,3,0,16,32,63,52,43,38,9,3,243,28,3,0,0,11,5,3,43,18,0,0,0,10,0,0,32,13,7,4,6,9,0,0,38,5,23,13,6,6,0,0,61,20,32,22,11,8,4,0,89
5112907,4,0,0,0,8,0,0,10,3,0,0,0,7,3,0,14,0,3,0,0,3,0,0,6,4,5,0,0,0,0,0,7,3,9,0,0,4,3,0,25,4,5,4,0,9,0,0,23,0,7,0,0,3,0,0,11,0,6,3,0,3,0,0,16,0,4,0,0,3,0,0,8,28,34,10,3,38,14,0,122,7,0,0,0,6,0,0,13,5,3,0,0,0,0,0,11,0,0,0,0,7,0,0,9,0,5,5,4,3,0,0,20,0,9,12,3,0,0,0,23,3,8,3,8,0,0,0,20,0,4,4,9,0,0,0,14,0,5,3,4,4,5,0,21,3,0,0,0,0,3,0,7,19,34,25,32,19,9,0,133,12,0,0,0,16,0,0,28,7,3,0,0,7,4,0,23,4,3,0,0,4,0,0,16,3,5,5,5,4,0,0,27,3,19,9,5,4,3,0,48
5112908,3,3,0,0,3,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,4,0,0,0,0,12,4,0,3,0,3,0,0,10,0,0,0,0,8,0,0,9,0,4,0,0,10,0,0,16,0,0,0,0,10,5,0,18,0,0,0,0,16,9,0,26,12,17,10,0,45,13,0,108,3,3,0,0,0,0,0,7,0,3,0,0,0,0,0,6,3,0,0,0,0,0,0,8,0,3,0,4,0,0,0,8,0,6,3,5,0,0,0,12,3,0,3,0,3,0,0,12,0,9,3,0,5,0,0,19,3,3,0,5,37,8,0,56,7,12,0,0,36,27,0,81,22,29,15,13,85,38,3,211,8,3,0,0,3,0,0,19,0,3,0,0,0,0,0,5,4,0,0,0,0,0,0,8,0,7,3,4,0,0,0,17,3,9,7,5,3,0,0,28
5112909,13,0,0,0,12,0,0,23,8,0,0,0,5,0,0,12,12,5,0,0,3,0,0,16,11,8,3,0,3,0,0,35,9,8,4,0,3,0,0,32,3,8,4,3,0,0,0,23,6,5,4,0,0,0,0,15,0,3,3,3,3,0,0,9,0,0,0,0,3,0,0,3,53,43,16,8,27,6,4,164,13,0,0,0,4,0,0,23,7,3,0,0,0,0,0,16,7,5,0,0,0,0,0,17,3,12,7,9,3,0,0,35,3,11,14,4,3,0,0,39,0,10,6,10,0,0,0,26,0,7,5,6,7,0,0,31,0,0,0,4,3,0,0,14,4,0,0,0,0,3,0,6,40,51,42,37,31,3,0,200,22,8,0,0,18,0,0,45,14,3,0,0,6,3,0,27,19,7,0,0,3,0,0,29,19,18,9,8,9,0,3,70,10,22,20,4,7,0,0,67
5112910,0,0,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,11,3,4,0,0,0,0,0,17,0,8,0,0,0,0,0,14,8,0,0,0,3,0,0,15,0,0,0,0,0,0,0,6,0,0,0,0,5,0,0,4,0,0,0,0,0,0,0,0,14,22,4,0,17,7,0,68,6,0,0,0,0,3,0,13,0,0,0,0,0,0,0,0,3,3,0,4,0,0,0,11,0,4,7,0,0,0,0,10,0,3,3,3,0,3,0,16,3,3,0,4,0,0,0,13,0,0,0,3,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,16,16,8,10,6,0,75,3,0,0,0,12,5,0,22,0,0,0,0,0,0,0,0,5,5,0,4,3,0,0,18,3,9,9,5,0,0,0,23,4,11,3,3,3,5,0,24
5112911,17,4,0,0,10,0,0,32,9,7,0,0,9,0,0,21,10,5,3,0,7,3,0,33,6,9,3,0,14,0,0,31,10,18,6,0,8,0,0,42,6,6,0,0,8,4,0,24,0,5,3,0,3,0,0,13,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,59,47,18,11,54,5,4,192,8,6,0,0,4,0,0,20,3,3,0,0,6,0,0,19,7,13,0,5,6,3,0,33,3,13,14,5,0,0,0,36,0,10,7,9,4,0,0,39,3,4,3,0,7,0,0,15,0,3,3,3,0,0,0,11,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,27,50,25,29,25,6,3,169,19,7,0,0,19,0,0,53,16,8,0,0,15,3,0,35,20,14,3,7,14,5,0,64,14,14,13,6,12,0,0,62,7,30,17,14,13,0,0,81
5112912,13,0,0,0,16,0,0,28,6,3,0,0,6,3,0,14,6,3,0,0,4,0,0,18,11,11,3,0,8,3,0,38,12,12,7,0,8,0,0,35,8,11,4,3,13,0,0,29,5,6,0,3,5,0,0,27,3,4,0,0,3,0,0,13,0,0,0,0,0,0,0,5,63,50,11,8,62,12,0,210,9,8,0,0,10,0,0,22,3,0,0,0,4,0,0,15,9,9,0,6,6,3,0,27,3,13,9,13,6,0,4,44,6,15,5,10,0,0,0,37,3,13,4,3,3,0,0,33,3,0,11,8,6,0,0,31,5,3,3,0,4,0,0,21,0,0,0,0,3,0,0,6,38,60,31,39,43,7,6,220,18,7,0,0,19,0,0,42,12,0,0,0,9,0,0,32,14,5,0,6,10,3,0,47,17,22,7,13,17,7,4,85,19,28,14,10,10,0,0,69
5112913,11,4,0,0,10,0,0,30,9,0,0,0,15,0,0,23,15,15,0,0,6,4,0,33,8,10,0,5,0,0,0,29,16,16,3,0,11,0,0,54,7,14,0,3,3,0,0,34,3,5,7,3,7,4,0,26,3,5,0,0,6,0,0,21,0,0,0,0,0,0,0,3,79,71,12,7,65,13,6,255,21,8,0,0,6,3,0,39,9,3,0,0,7,0,0,19,9,14,4,5,3,0,0,31,3,10,12,6,3,3,0,37,7,19,4,15,5,3,0,56,7,10,6,10,3,3,0,36,7,5,8,5,8,3,0,27,0,9,0,8,5,6,0,26,3,0,0,0,0,3,0,7,67,78,32,47,41,14,4,287,27,9,0,0,21,3,0,66,21,6,0,0,21,0,0,43,19,24,4,5,9,6,0,69,17,26,10,11,3,3,3,72,23,37,9,20,17,3,0,115
5112914,12,5,0,0,8,0,0,27,8,3,0,0,8,0,0,15,4,10,0,0,9,0,3,29,4,13,0,4,8,0,0,40,5,8,0,0,3,0,0,21,0,4,0,0,4,0,0,17,0,9,0,0,0,0,0,12,0,3,0,0,3,3,0,8,0,0,4,0,0,0,0,3,42,53,6,8,47,8,10,163,10,3,0,0,7,0,0,15,9,4,0,0,0,0,0,16,3,6,3,7,7,0,0,24,6,6,8,13,4,4,0,44,3,8,9,8,4,0,0,28,3,0,0,0,3,0,0,9,0,4,9,5,5,3,0,26,0,0,3,0,0,0,0,8,0,0,0,0,3,0,0,3,30,32,34,39,28,8,4,169,16,6,0,0,16,0,0,40,16,8,0,0,10,0,0,27,5,15,7,6,18,0,4,52,15,18,8,22,14,0,0,79,5,22,9,8,3,0,0,45
5112915,10,0,0,0,7,0,0,16,9,0,0,0,0,0,0,11,9,0,0,0,6,0,0,18,5,3,0,3,0,0,0,13,8,11,3,0,3,0,0,29,3,10,0,0,3,0,0,23,3,6,3,3,0,0,0,15,0,3,0,3,3,0,0,15,0,3,0,0,0,0,0,3,47,38,11,11,31,0,0,139,7,0,0,0,4,0,0,16,3,0,0,0,5,0,0,10,7,4,0,0,3,0,0,12,0,0,3,3,0,0,0,10,4,12,14,6,0,0,0,34,3,6,7,5,0,0,0,22,0,3,3,4,0,0,0,11,0,5,3,5,4,0,0,21,0,0,0,0,0,0,0,3,24,29,32,29,25,0,0,141,21,3,0,0,13,0,0,37,13,0,0,0,4,0,0,20,17,3,0,0,12,0,0,32,5,5,3,4,0,0,0,20,11,18,19,6,3,0,0,62
5112916,6,0,0,0,5,3,0,13,7,0,0,0,6,0,0,6,3,3,0,0,3,0,0,8,7,13,4,0,0,0,0,23,9,5,0,3,0,0,0,17,3,3,3,0,3,0,0,13,0,5,0,0,0,0,0,9,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,32,28,8,5,18,5,3,102,5,0,0,0,0,0,0,9,3,0,0,0,0,0,0,5,0,3,5,0,3,0,0,10,0,7,8,11,3,0,0,29,0,6,3,7,3,0,0,15,0,3,3,0,0,0,0,12,0,9,3,4,0,0,0,13,0,3,5,0,0,0,0,10,0,0,0,0,0,0,0,0,18,33,22,19,9,3,3,109,13,0,0,0,4,3,0,18,12,0,0,0,4,0,0,16,5,3,5,0,6,0,0,20,5,17,13,11,4,0,0,53,9,11,8,8,4,0,0,34
5112917,14,0,0,0,8,0,0,29,7,0,0,0,5,0,0,13,5,0,0,0,3,0,0,8,4,6,0,0,0,0,0,18,18,11,4,0,5,0,3,45,12,11,3,0,3,0,0,29,0,3,3,0,4,0,0,10,3,6,3,0,10,3,0,34,3,3,0,0,11,0,0,14,64,51,16,6,50,4,5,199,16,0,0,0,5,0,0,25,7,0,0,0,0,0,0,11,4,3,3,3,0,0,0,13,0,4,6,5,0,0,0,18,5,16,16,11,0,0,0,48,0,3,9,3,6,0,0,25,0,4,0,5,6,0,0,17,3,7,6,5,21,5,0,52,0,4,8,0,39,5,0,57,43,46,43,34,78,14,4,268,38,0,0,0,16,0,0,57,19,0,0,0,3,0,0,21,7,5,3,3,3,0,0,18,6,18,7,5,3,3,0,38,21,27,17,11,5,0,3,87
5112918,5,0,0,0,8,0,0,8,5,0,0,0,0,0,0,10,3,0,0,0,6,0,0,16,0,5,0,0,0,0,0,11,4,13,0,3,3,0,0,24,9,8,0,0,0,0,0,21,5,6,3,0,3,0,0,18,0,3,0,3,0,0,0,4,0,0,0,0,3,0,0,3,33,36,3,6,27,4,0,110,7,0,0,0,5,0,0,17,3,0,0,0,3,0,0,6,0,6,3,0,3,0,3,13,0,7,0,3,0,0,0,12,0,4,6,3,0,0,0,23,0,21,5,0,0,0,0,27,3,6,3,7,4,0,0,21,0,0,3,8,0,0,0,10,0,0,0,0,0,0,0,0,21,40,23,19,21,0,4,129,12,0,0,0,14,0,0,23,7,0,0,0,4,0,0,20,5,5,3,0,12,0,3,27,0,13,0,3,3,0,0,24,9,17,6,5,4,0,0,46
5112919,4,0,0,0,4,0,0,6,3,0,0,0,0,0,0,5,6,5,0,0,5,0,0,11,0,12,0,0,0,0,0,15,6,0,0,0,0,0,0,7,0,9,0,0,3,0,0,14,3,3,4,0,0,0,0,13,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,28,23,8,0,15,3,0,72,3,0,0,0,0,0,0,6,3,4,0,0,0,0,0,6,0,0,0,0,3,0,0,4,0,7,5,4,3,0,0,20,0,5,4,3,0,0,0,11,0,3,3,5,0,0,0,11,0,3,0,0,0,0,0,8,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,10,19,12,15,10,0,0,82,10,0,0,0,3,0,0,13,5,3,0,0,0,0,0,7,5,3,0,0,8,0,0,16,3,14,4,4,3,3,0,34,9,4,4,4,0,0,0,24
5112920,16,0,0,0,11,0,0,22,3,3,0,0,3,0,0,12,3,0,0,0,0,0,0,10,10,9,3,0,7,0,0,25,8,17,3,0,9,0,0,29,12,10,7,0,6,0,0,39,0,10,4,0,3,0,0,23,0,3,0,0,3,0,0,6,0,0,0,0,3,0,0,3,46,55,19,7,37,0,0,165,11,7,0,0,8,0,0,28,15,5,0,0,4,0,0,20,6,0,0,0,3,0,0,12,3,7,4,9,0,5,0,29,7,19,10,10,5,0,0,45,0,18,8,6,3,0,0,43,0,4,6,9,3,0,0,22,0,3,3,0,3,0,0,11,0,0,0,0,0,0,0,0,43,57,30,31,31,5,3,200,24,7,0,0,15,0,0,44,18,3,0,0,10,0,0,32,7,0,0,0,3,0,0,14,9,25,8,9,6,5,0,57,9,33,10,10,8,0,0,74
5112921,15,0,0,0,8,0,0,23,11,0,0,0,9,0,0,20,9,4,3,0,3,0,0,18,7,5,0,3,0,0,0,22,15,7,3,0,4,0,0,37,9,11,4,0,4,0,0,28,7,4,4,0,4,0,0,21,3,7,0,0,0,3,0,13,0,0,0,0,0,0,0,4,76,39,21,3,38,3,0,175,7,4,0,0,3,0,0,16,3,0,0,0,0,0,0,7,4,3,0,3,0,0,0,13,4,5,9,11,3,0,0,30,6,5,13,4,4,0,0,34,0,13,8,5,5,0,0,29,0,0,5,8,3,3,0,23,0,3,0,4,0,3,0,18,0,0,0,0,0,0,0,0,29,38,31,35,21,3,4,173,24,7,0,0,6,0,0,38,13,3,0,0,11,0,0,30,13,9,3,3,10,0,0,31,11,10,9,10,7,0,0,51,19,14,13,4,10,0,0,72
5112922,3,0,0,0,3,0,0,11,3,0,0,0,11,0,0,16,7,5,0,0,17,0,0,31,10,8,3,0,5,0,0,27,4,12,3,0,9,0,0,22,5,8,3,0,0,0,0,23,4,9,0,3,5,0,0,22,0,0,0,0,3,0,0,8,0,0,0,0,0,0,0,0,46,42,12,8,46,3,0,155,3,0,0,0,0,0,0,11,4,3,0,0,0,0,0,5,3,5,5,3,0,0,0,18,3,6,7,9,4,0,0,35,3,11,8,3,4,0,0,27,3,7,4,3,4,0,3,31,0,9,4,6,6,3,0,25,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,3,26,44,32,27,30,3,3,163,11,5,0,0,5,0,0,24,12,3,0,0,6,0,0,23,13,6,3,3,15,0,0,47,10,21,7,12,16,0,0,57,6,18,10,3,13,0,0,50
5112923,13,0,0,0,13,0,0,31,6,0,0,0,9,0,0,15,9,10,0,0,9,0,0,25,14,13,0,0,13,0,0,40,22,12,0,0,9,0,0,45,8,7,8,0,3,0,0,24,3,5,3,0,0,0,0,18,3,0,6,0,0,0,0,13,0,0,0,0,0,0,0,4,75,47,16,4,61,6,5,220,13,0,0,0,10,0,0,28,8,4,0,0,7,0,0,11,3,11,5,4,9,4,0,35,3,14,8,18,3,3,3,48,8,17,10,7,4,0,0,57,4,11,3,4,5,0,0,29,3,0,11,4,3,0,0,29,0,3,4,3,3,3,0,18,3,0,0,0,0,0,0,3,40,60,41,45,43,14,12,254,27,0,0,0,26,3,0,57,14,4,0,0,14,0,0,32,13,13,5,4,14,4,0,60,18,24,11,19,13,4,4,89,31,36,14,7,9,0,0,97
5112924,6,0,0,0,12,0,0,20,4,3,0,0,5,0,0,17,10,4,0,0,3,0,0,18,10,10,0,0,7,0,3,31,9,3,0,0,8,0,0,21,4,4,0,0,4,0,0,17,8,4,3,0,3,0,3,20,0,3,0,0,4,0,0,9,0,0,0,0,0,0,0,3,55,31,5,0,52,7,8,157,6,3,0,0,4,0,0,9,3,4,0,0,3,0,0,10,4,4,3,0,7,0,0,23,4,7,3,9,10,0,0,33,4,8,3,0,4,0,3,26,5,6,6,6,0,0,3,30,0,5,4,3,8,0,0,17,0,5,5,0,0,3,0,9,0,0,0,0,3,6,0,10,33,39,26,21,42,7,5,172,11,3,0,0,15,0,0,27,11,7,0,0,9,0,0,32,12,4,5,0,13,0,0,37,18,19,8,9,17,0,3,72,10,9,3,4,11,0,3,45
