SA1_7DIGITCODE_2016,Buddhism_M,Buddhism_F,Buddhism_P,Christianity_Anglican_M,Christianity_Anglican_F,Christianity_Anglican_P,Christian_Assyrian_Apostol_M,Christian_Assyrian_Apostol_F,Christian_Assyrian_Apostol_P,Christianity_Baptist_M,Christianity_Baptist_F,Christianity_Baptist_P,Christianity_Brethren_M,Christianity_Brethren_F,Christianity_Brethren_P,Christianity_Catholic_M,Christianity_Catholic_F,Christianity_Catholic_P,Christian_Churches_Christ_M,Christian_Churches_Christ_F,Christian_Churches_Christ_P,Christian_Eastern_Orthodox_M,Christian_Eastern_Orthodox_F,Christian_Eastern_Orthodox_P,Christian_Jehovah_Witnesses_M,Christian_Jehovah_Witnesses_F,Christian_Jehovah_Witnesses_P,Christian_Latter_Day_Saints_M,Christian_Latter_Day_Saints_F,Christian_Latter_Day_Saints_P,Christianity_Lutheran_M,Christianity_Lutheran_F,Christianity_Lutheran_P,Christian_Oriental_Orthodox_M,Christian_Oriental_Orthodox_F,Christian_Oriental_Orthodox_P,Christian_Other_Protestant_M,Christian_Other_Protestant_F,Christian_Other_Protestant_P,Christianity_Pentecostal_M,Christianity_Pentecostal_F,Christianity_Pentecostal_P,Christian_Presbyt_Reformed_M,Christian_Presbyt_Reformed_F,Christian_Presbyt_Reformed_P,Christianity_Salvation_Army_M,Christianity_Salvation_Army_F,Christianity_Salvation_Army_P,Christian_Sevnth_day_Advent_M,Christian_Sevnth_day_Advent_F,Christian_Sevnth_day_Advent_P,Christianity_Uniting_Church_M,Christianity_Uniting_Church_F,Christianity_Uniting_Church_P,Christianity_Christian_nfd_M,Christianity_Christian_nfd_F,Christianity_Christian_nfd_P,Christianity_Othr_Christian_M,Christianity_Othr_Christian_F,Christianity_Othr_Christian_P,Christianity_Tot_M,Christianity_Tot_F,Christianity_Tot_P,Hinduism_M,Hinduism_F,Hinduism_P,Islam_M,Islam_F,Islam_P,Judaism_M,Judaism_F,Judaism_P,Oth_Rel_Aus_Abor_Trad_Rel_M,Oth_Rel_Aus_Abor_Trad_Rel_F,Oth_Rel_Aus_Abor_Trad_Rel_P,Othr_Rel_Sikhism_M,Othr_Rel_Sikhism_F,Othr_Rel_Sikhism_P,Oth_Relig_Oth_Rel_Groups_M,Oth_Relig_Oth_Rel_Groups_F,Oth_Relig_Oth_Rel_Groups_P,Other_Religions_Tot_M,Other_Religions_Tot_F,Other_Religions_Tot_P,SB_OSB_NRA_No_Religion_M,SB_OSB_NRA_No_Religion_F,SB_OSB_NRA_No_Religion_P,SB_OSB_NRA_Sec_Beliefs_M,SB_OSB_NRA_Sec_Beliefs_F,SB_OSB_NRA_Sec_Beliefs_P,SB_OSB_NRA_Oth_Sp_Beliefs_M,SB_OSB_NRA_Oth_Sp_Beliefs_F,SB_OSB_NRA_Oth_Sp_Beliefs_P,SB_OSB_NRA_Tot_M,SB_OSB_NRA_Tot_F,SB_OSB_NRA_Tot_P,Religious_affiliation_ns_M,Religious_affiliation_ns_F,Religious_affiliation_ns_P,OS_visitors_M,OS_visitors_F,OS_visitors_P,Tot_M,Tot_F,Tot_P
5100914,0,5,6,27,27,50,0,0,0,3,3,10,0,0,0,39,30,66,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,6,7,12,0,3,10,0,0,0,77,79,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,36,98,0,0,0,0,0,0,54,36,98,11,15,21,0,0,3,148,132,281
5100915,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6
5100916,0,0,0,47,54,97,0,0,0,3,3,6,0,0,0,35,49,83,0,3,4,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,3,3,0,6,3,0,3,0,0,0,0,0,0,7,14,19,7,10,16,0,0,0,110,139,248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,4,4,99,91,192,0,0,0,0,0,0,99,91,192,54,55,114,0,3,3,268,297,560
5100917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5100918,0,0,0,32,31,60,0,0,0,0,3,0,0,0,0,14,22,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,6,9,3,0,3,0,0,0,54,66,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,39,83,0,0,0,0,0,0,52,39,83,6,6,8,0,0,0,109,108,216
5100920,3,0,5,35,44,77,0,0,0,4,3,11,0,0,0,65,50,111,0,3,7,0,0,0,0,0,0,4,3,6,0,0,3,0,0,0,0,0,0,0,0,0,3,0,3,0,3,3,0,0,0,3,6,8,12,8,22,0,0,0,125,120,244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,83,179,0,0,0,0,0,0,97,83,179,24,19,42,0,0,0,249,231,477
5100921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,3,4,5
5100922,0,0,0,18,17,32,0,0,0,0,0,0,0,0,0,21,21,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,7,0,0,0,3,5,6,3,3,8,0,0,0,44,48,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,34,73,0,0,0,0,4,4,36,39,73,9,8,16,3,6,6,89,100,190
5100923,0,3,3,34,36,75,0,0,0,4,0,9,0,0,0,38,38,75,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,3,8,7,20,0,0,3,0,0,0,95,101,193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,56,118,0,0,0,0,0,0,61,56,118,10,10,20,0,0,0,167,172,334
5100924,0,0,0,17,24,33,0,0,0,0,0,0,0,0,0,15,25,43,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,35,52,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,36,72,0,0,0,3,0,6,42,36,76,5,10,21,0,0,0,87,97,183
5100925,0,0,0,21,27,48,0,0,0,4,3,6,0,0,0,24,24,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,16,5,3,6,0,0,0,62,75,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,61,128,0,0,0,0,0,0,67,61,128,21,21,40,0,3,0,151,157,313
5100926,0,0,0,20,31,51,0,0,0,3,3,7,0,0,0,35,25,53,3,9,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,4,3,4,4,5,9,0,0,0,65,80,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,50,113,0,0,0,0,0,0,56,50,113,14,16,33,0,0,0,144,152,293
5100927,3,3,5,32,33,67,0,0,0,3,4,7,0,0,0,37,54,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,4,7,0,3,4,0,0,0,4,3,11,3,0,3,0,0,0,87,108,191,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,3,3,9,3,3,9,73,76,147,0,0,5,0,0,0,74,78,155,22,21,47,0,0,0,186,221,406
5100928,0,0,3,42,56,104,0,0,0,3,0,5,0,0,0,65,61,126,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3,0,0,0,7,4,9,11,12,19,0,0,0,125,141,267,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,75,152,0,0,0,0,0,0,82,75,154,25,16,43,0,0,0,228,238,474
5100929,0,0,0,30,26,52,0,0,0,4,5,11,0,0,0,33,37,72,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,0,0,3,0,0,0,10,12,26,0,4,4,0,0,0,87,89,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,39,100,0,0,0,0,0,0,64,39,100,24,14,39,0,3,3,175,143,317
5100930,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5100931,0,0,0,43,62,103,0,0,0,6,3,11,0,0,0,71,72,139,0,3,4,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,4,3,7,0,4,4,0,0,0,7,10,20,5,8,13,0,0,0,139,162,301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,61,146,0,0,0,0,0,0,87,65,150,23,23,49,0,0,0,252,249,497
5101001,0,0,0,40,39,82,0,0,0,0,0,0,0,0,0,32,32,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,4,3,0,0,0,0,0,3,10,5,13,3,7,7,0,0,0,88,91,181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,3,41,36,81,0,0,0,0,0,0,41,36,81,11,13,22,0,3,3,148,142,287
5101002,0,3,3,40,65,104,0,0,0,3,3,3,0,0,0,72,65,133,0,0,0,0,0,3,0,0,0,3,0,3,0,3,3,0,0,0,0,0,0,6,0,10,10,14,21,0,0,0,0,3,3,9,11,23,3,3,10,0,0,0,148,167,311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,82,170,0,0,0,0,0,0,92,82,170,35,27,58,0,0,0,269,281,548
5101003,0,0,0,38,45,85,0,0,0,8,10,15,0,0,0,55,55,105,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,4,6,13,9,7,15,0,3,6,122,131,247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,34,82,0,0,0,0,0,0,39,34,82,19,18,34,0,0,0,176,183,360
5101004,0,0,0,32,41,74,0,0,0,0,0,0,0,0,0,73,68,149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,0,0,0,0,3,3,0,0,0,0,3,3,5,3,12,8,6,13,0,0,0,127,133,261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,32,79,0,0,0,0,0,0,43,36,80,13,18,33,0,0,0,186,192,371
5101005,0,0,3,64,72,136,0,0,0,3,3,9,0,0,0,58,62,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,7,3,11,9,4,16,0,0,5,0,0,3,0,9,5,20,12,33,0,8,4,164,168,333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,4,4,95,101,193,0,0,0,0,0,0,91,97,194,20,23,44,0,0,0,278,302,582
5101006,3,0,3,51,73,128,0,0,0,0,0,0,0,0,0,59,64,126,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,8,6,16,0,0,0,0,0,0,11,8,23,16,14,30,0,0,0,155,170,323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,31,93,0,0,0,0,0,0,64,34,99,23,17,46,0,0,0,246,222,472
5101007,0,0,0,31,42,72,0,0,0,0,0,0,0,0,0,67,64,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,7,5,3,3,9,0,0,0,0,3,4,12,11,23,3,8,10,0,0,0,125,138,261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,85,171,0,0,0,0,0,0,85,85,171,14,6,18,0,0,0,227,229,452
5101101,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,13
5101201,0,6,6,38,56,96,0,0,0,11,16,19,0,0,0,50,51,102,0,0,0,3,0,3,0,7,10,0,0,0,3,4,3,0,0,0,0,0,0,0,0,4,0,3,4,0,0,0,0,0,0,4,10,18,5,4,11,0,0,3,121,160,279,0,0,0,8,9,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,74,171,0,0,0,0,0,0,88,74,171,29,25,49,0,3,3,245,279,524
5101202,0,0,0,48,51,93,0,0,0,11,9,18,0,0,0,22,33,56,3,3,4,0,0,0,3,0,3,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,3,7,9,0,0,0,3,3,6,9,7,16,4,11,18,0,3,3,106,122,231,0,3,4,0,0,3,0,0,0,0,0,0,0,0,0,3,4,3,3,4,3,93,72,163,3,0,3,0,0,0,95,77,165,19,23,45,0,5,5,221,234,454
5101203,3,3,4,28,47,75,0,0,0,0,0,0,0,0,0,31,31,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,0,0,0,0,0,0,0,0,0,3,4,6,7,6,17,10,5,14,0,0,0,81,98,181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,58,112,0,0,0,0,0,0,57,58,115,24,19,39,0,0,0,159,184,349
5101204,9,4,14,33,29,63,0,0,0,0,3,5,0,0,0,27,31,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,5,9,23,3,4,15,0,0,0,81,85,168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,50,117,0,0,0,0,0,0,68,50,117,4,6,5,3,0,3,156,148,306
5101205,0,3,3,19,22,42,0,0,0,5,10,16,0,0,0,20,33,53,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,4,13,0,0,0,53,79,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,70,134,0,0,0,0,0,0,60,70,134,10,6,11,3,3,4,130,155,284
5101206,0,0,0,30,43,71,0,0,0,0,3,3,0,0,0,31,18,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,4,4,0,0,0,3,3,6,3,3,6,0,0,0,77,79,151,0,0,0,0,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,54,121,0,0,0,0,0,0,67,54,121,9,13,26,0,0,4,158,150,308
5101207,0,3,4,35,59,94,0,0,0,4,3,8,0,0,0,27,27,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,3,0,0,0,0,0,0,12,10,19,7,13,20,0,0,0,90,115,206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,65,72,141,0,0,0,0,0,0,69,77,139,9,7,14,0,0,0,175,196,366
5101208,0,3,9,22,29,53,0,0,0,6,3,10,0,0,0,16,23,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,0,0,0,3,3,8,7,4,9,0,0,0,60,57,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,40,84,0,0,3,0,0,0,41,43,85,8,3,12,0,0,0,113,114,221
5101209,7,0,6,70,75,140,0,0,0,12,8,22,0,0,0,84,80,162,0,0,0,0,0,0,3,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,14,0,0,0,0,3,7,6,14,24,11,4,19,0,0,0,190,206,400,7,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,68,135,0,0,0,0,0,0,69,68,135,32,25,50,0,0,3,302,305,598
5101210,0,0,0,27,32,59,0,0,0,0,0,3,0,0,0,40,35,74,0,0,0,0,0,0,0,0,0,4,4,15,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,0,0,0,0,0,0,6,9,12,0,0,0,0,0,0,85,87,177,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,29,77,0,0,0,0,0,0,41,29,77,5,0,11,5,8,10,138,130,272
5101213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5101214,0,3,3,31,41,73,0,0,0,4,3,6,0,0,0,31,49,80,0,0,0,0,0,0,0,0,0,0,0,0,4,4,10,0,0,0,3,0,7,3,5,11,0,3,3,0,0,0,0,0,5,3,3,7,5,8,11,0,0,0,92,116,211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,80,170,0,0,0,0,0,0,88,84,171,15,28,45,0,0,0,204,235,437
5101215,4,3,3,45,41,82,0,0,0,8,6,8,0,0,0,69,47,116,0,0,0,0,0,0,0,0,3,4,4,9,0,0,4,0,0,0,0,3,3,5,3,11,4,4,3,0,0,0,0,0,0,6,9,18,11,5,13,0,0,0,145,129,270,3,5,11,4,3,11,0,0,0,0,0,0,0,0,5,0,0,0,0,4,4,110,106,218,0,0,0,0,0,0,109,106,216,27,17,45,0,3,3,293,273,568
5101216,0,0,0,39,60,100,0,0,0,6,8,16,0,0,0,49,66,118,0,3,3,0,0,0,4,3,3,0,3,3,0,0,0,0,0,0,0,0,0,3,3,4,6,6,12,0,0,0,0,0,0,4,4,11,7,10,19,0,0,0,125,164,286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,122,101,225,0,0,4,0,0,0,128,103,229,15,16,36,0,0,0,270,287,552
5101217,0,0,0,28,21,51,0,0,0,5,3,6,0,0,0,31,33,65,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,6,0,0,0,0,0,3,0,0,0,0,0,0,3,9,12,9,7,17,0,0,0,83,76,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,3,46,53,98,3,0,5,0,3,3,47,57,102,20,16,33,0,0,0,146,149,291
5101218,4,3,5,39,41,86,0,0,0,3,3,9,0,0,0,47,56,98,0,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,4,8,0,0,0,0,0,0,0,0,0,3,3,9,12,14,21,0,0,0,115,123,243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,93,181,0,3,3,0,0,0,92,93,189,21,21,46,0,3,3,243,245,483
5101219,0,3,5,47,47,94,0,0,0,8,5,12,0,0,0,24,36,60,3,7,4,0,0,0,3,8,10,4,0,11,0,0,0,0,0,0,0,3,5,0,3,4,3,0,9,0,0,0,0,0,0,8,7,23,0,3,6,0,0,0,115,123,233,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,81,69,155,0,0,0,0,0,0,81,69,155,39,26,67,0,4,6,245,233,472
5101220,4,0,3,40,48,89,0,0,0,0,0,3,0,0,0,52,46,102,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,3,3,5,0,0,0,0,4,8,14,13,32,0,0,0,118,120,243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,5,5,85,89,174,0,0,0,0,0,0,85,89,174,19,23,44,0,0,0,232,237,469
5101221,3,6,6,26,28,54,0,0,0,6,3,7,0,0,0,27,40,66,0,4,5,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,0,0,0,0,0,0,8,3,7,4,5,13,0,0,0,79,98,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,58,123,0,0,0,3,4,3,69,61,131,19,25,44,0,0,0,168,187,350
5101222,0,0,0,41,52,97,0,0,0,4,10,14,0,0,0,47,62,114,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,7,4,9,0,0,0,0,0,0,8,8,11,13,16,26,0,0,0,132,151,287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,72,176,0,0,0,0,0,3,103,77,179,13,11,26,0,0,0,253,239,495
5101223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5101224,0,0,0,36,39,68,0,0,0,3,0,3,0,0,0,44,42,80,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,4,4,4,3,9,0,0,0,0,0,3,7,12,16,12,13,24,0,0,0,102,106,210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,98,201,0,0,0,0,0,0,102,98,202,16,5,20,0,3,3,214,222,437
5101225,0,0,0,47,63,110,0,0,0,3,0,6,0,0,0,65,91,157,0,0,4,0,0,0,0,0,0,9,5,12,0,0,0,0,0,0,0,0,0,5,6,8,3,3,4,0,0,0,0,0,0,5,4,12,20,10,30,0,0,0,151,196,343,3,0,3,5,9,8,0,0,0,0,0,0,0,0,0,0,5,6,0,5,6,157,147,302,0,3,4,0,0,0,157,147,303,22,21,41,0,3,3,335,374,715
5101226,0,0,0,64,95,160,0,0,0,6,6,14,0,0,0,22,44,72,0,4,3,0,0,3,0,3,3,0,0,0,0,0,0,0,0,0,0,4,4,4,3,4,0,7,8,0,3,3,0,3,3,8,12,19,0,0,0,0,0,0,111,184,290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,11,29,0,0,0,0,0,0,17,11,29,9,33,40,0,0,0,143,223,366
5101227,7,7,12,43,54,94,0,0,0,10,13,23,0,0,0,40,47,88,0,0,3,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,4,3,3,8,0,0,0,0,0,0,3,5,13,12,11,23,0,0,0,118,140,261,6,3,11,7,7,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,118,234,0,0,0,0,0,0,109,118,236,21,17,40,0,0,0,265,294,564
5101228,0,0,0,6,7,21,0,0,0,0,5,4,0,0,0,29,34,61,0,0,0,0,0,0,3,3,3,4,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,6,9,15,0,0,0,59,67,125,0,0,3,0,5,9,0,0,0,0,0,0,0,0,0,0,3,3,0,3,3,74,68,140,3,3,3,0,0,0,73,69,144,4,11,17,0,0,0,145,155,298
5101229,0,0,6,32,29,58,0,0,0,6,9,10,0,0,0,48,58,101,0,0,3,0,3,6,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3,15,18,0,3,4,0,0,0,0,0,0,7,6,11,8,3,13,0,0,0,104,122,228,0,0,0,0,0,0,0,0,0,0,0,0,6,12,12,0,0,0,6,12,12,79,71,150,0,0,0,0,0,0,79,71,150,20,19,41,3,0,3,209,224,435
5101230,3,0,6,14,30,44,0,0,0,3,12,12,0,0,0,33,49,89,0,0,0,3,0,4,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,0,4,3,0,0,3,0,0,0,3,0,3,3,3,8,0,0,0,75,112,185,0,3,3,4,4,4,0,0,0,0,0,0,3,0,3,0,0,0,3,0,3,95,80,175,0,0,0,0,0,0,95,80,175,18,13,35,0,4,5,203,221,419
5101231,0,0,0,24,30,55,0,0,0,0,7,8,0,0,0,22,23,41,0,0,0,0,0,0,5,5,9,0,0,0,0,0,0,0,0,0,3,3,4,0,0,0,3,4,10,0,0,0,0,0,0,3,16,13,11,10,18,0,0,3,69,94,165,0,0,0,3,5,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,51,107,0,0,0,0,0,0,56,51,107,19,28,46,0,0,0,151,176,324
5101401,0,0,0,34,38,73,0,0,0,3,4,7,0,0,0,53,46,103,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,4,8,8,0,0,0,0,0,0,0,3,9,6,3,9,0,0,0,109,106,211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,37,110,0,0,0,0,3,3,68,45,111,13,14,24,0,0,3,186,162,348
5101402,0,0,0,59,50,103,0,0,0,0,0,3,0,0,0,59,60,120,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,4,0,8,16,8,25,0,0,0,136,120,260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,38,95,0,0,0,0,0,0,52,38,95,9,8,21,0,0,0,200,169,374
5101404,0,0,0,29,27,56,0,0,0,3,9,14,0,0,0,86,89,171,0,3,3,0,0,0,7,4,10,4,3,9,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,3,3,3,6,8,13,16,0,0,0,138,155,300,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,30,67,0,0,0,0,0,0,43,29,69,23,15,33,7,7,13,213,206,420
5101405,0,3,0,24,38,62,0,0,0,4,0,9,0,0,0,91,95,184,0,3,3,0,0,0,0,0,0,3,3,9,0,0,0,0,0,0,0,0,0,0,0,0,5,3,10,0,0,0,0,4,4,3,6,5,4,5,12,0,0,0,137,158,293,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,46,95,0,0,6,0,0,0,55,45,99,17,16,34,0,3,5,209,226,439
