SA1_7DIGITCODE_2016,M_Yr_12_eq_15_19_yr,M_Yr_12_eq_20_24_yr,M_Yr_12_eq_25_34_yr,M_Yr_12_eq_35_44_yr,M_Yr_12_eq_45_54_yr,M_Yr_12_eq_55_64_yr,M_Yr_12_eq_65_74_yr,M_Yr_12_eq_75_84_yr,M_Yr_12_eq_85_yr,M_Yr_12_eq_Tot,M_Yr_11_eq_15_19_yr,M_Yr_11_eq_20_24_yr,M_Yr_11_eq_25_34_yr,M_Yr_11_eq_35_44_yr,M_Yr_11_eq_45_54_yr,M_Yr_11_eq_55_64_yr,M_Yr_11_eq_65_74_yr,M_Yr_11_eq_75_84_yr,M_Yr_11_eq_85_yr,M_Yr_11_eq_Tot,M_Yr_10_eq_15_19_yr,M_Yr_10_eq_20_24_yr,M_Yr_10_eq_25_34_yr,M_Yr_10_eq_35_44_yr,M_Yr_10_eq_45_54_yr,M_Yr_10_eq_55_64_yr,M_Yr_10_eq_65_74_yr,M_Yr_10_eq_75_84_yr,M_Yr_10_eq_85_yr,M_Yr_10_eq_Tot,M_Yr_9_eq_15_19_yr,M_Yr_9_eq_20_24_yr,M_Yr_9_eq_25_34_yr,M_Yr_9_eq_35_44_yr,M_Yr_9_eq_45_54_yr,M_Yr_9_eq_55_64_yr,M_Yr_9_eq_65_74_yr,M_Yr_9_eq_75_84_yr,M_Yr_9_eq_85_yr,M_Yr_9_eq_Tot,M_Yr_8_bel_15_19_yr,M_Yr_8_bel_20_24_yr,M_Yr_8_bel_25_34_yr,M_Yr_8_bel_35_44_yr,M_Yr_8_bel_45_54_yr,M_Yr_8_bel_55_64_yr,M_Yr_8_bel_65_74_yr,M_Yr_8_bel_75_84_yr,M_Yr_8_bel_85_yr,M_Yr_8_bel_Tot,M_Did_not_go_to_school_15_19,M_Did_not_go_to_school_20_24,M_Did_not_go_to_school_25_34,M_Did_not_go_to_school_35_44,M_Did_not_go_to_school_45_54,M_Did_not_go_to_school_55_64,M_Did_not_go_to_school_65_74,M_Did_not_go_to_school_75_84,M_Did_not_go_to_school_85,M_Did_not_go_to_school_Tot,M_High_yr_sch_ns_15_19_yr,M_High_yr_sch_ns_20_24_yr,M_High_yr_sch_ns_25_34_yr,M_High_yr_sch_ns_35_44_yr,M_High_yr_sch_ns_45_54_yr,M_High_yr_sch_ns_55_64_yr,M_High_yr_sch_ns_65_74_yr,M_High_yr_sch_ns_75_84_yr,M_High_yr_sch_ns_85_yr,M_High_yr_sch_ns_Tot,M_Tot_15_19_yr,M_Tot_20_24_yr,M_Tot_25_34_yr,M_Tot_35_44_yr,M_Tot_45_54_yr,M_Tot_55_64_yr,M_Tot_65_74_yr,M_Tot_75_84_yr,M_Tot_85_yr_over,M_Tot_Tot,F_Yr_12_eq_15_19_yr,F_Yr_12_eq_20_24_yr,F_Yr_12_eq_25_34_yr,F_Yr_12_eq_35_44_yr,F_Yr_12_eq_45_54_yr,F_Yr_12_eq_55_64_yr,F_Yr_12_eq_65_74_yr,F_Yr_12_eq_75_84_yr,F_Yr_12_eq_85_yr,F_Yr_12_eq_Tot,F_Yr_11_eq_15_19_yr,F_Yr_11_eq_20_24_yr,F_Yr_11_eq_25_34_yr,F_Yr_11_eq_35_44_yr,F_Yr_11_eq_45_54_yr,F_Yr_11_eq_55_64_yr,F_Yr_11_eq_65_74_yr,F_Yr_11_eq_75_84_yr,F_Yr_11_eq_85_yr,F_Yr_11_eq_Tot,F_Yr_10_eq_15_19_yr,F_Yr_10_eq_20_24_yr,F_Yr_10_eq_25_34_yr,F_Yr_10_eq_35_44_yr,F_Yr_10_eq_45_54_yr,F_Yr_10_eq_55_64_yr,F_Yr_10_eq_65_74_yr,F_Yr_10_eq_75_84_yr,F_Yr_10_eq_85_yr,F_Yr_10_eq_Tot,F_Yr_9_eq_15_19_yr,F_Yr_9_eq_20_24_yr,F_Yr_9_eq_25_34_yr,F_Yr_9_eq_35_44_yr,F_Yr_9_eq_45_54_yr,F_Yr_9_eq_55_64_yr,F_Yr_9_eq_65_74_yr,F_Yr_9_eq_75_84_yr,F_Yr_9_eq_85_yr,F_Yr_9_eq_Tot,F_Yr_8_bel_15_19_yr,F_Yr_8_bel_20_24_yr,F_Yr_8_bel_25_34_yr,F_Yr_8_bel_35_44_yr,F_Yr_8_bel_45_54_yr,F_Yr_8_bel_55_64_yr,F_Yr_8_bel_65_74_yr,F_Yr_8_bel_75_84_yr,F_Yr_8_bel_85_yr,F_Yr_8_bel_Tot,F_Did_not_go_to_school_15_19,F_Did_not_go_to_school_20_24,F_Did_not_go_to_school_25_34,F_Did_not_go_to_school_35_44,F_Did_not_go_to_school_45_54,F_Did_not_go_to_school_55_64,F_Did_not_go_to_school_65_74,F_Did_not_go_to_school_75_84,F_Did_not_go_to_school_85,F_Did_not_go_to_school_Tot,F_High_yr_sch_ns_15_19_yr,F_High_yr_sch_ns_20_24_yr,F_High_yr_sch_ns_25_34_yr,F_High_yr_sch_ns_35_44_yr,F_High_yr_sch_ns_45_54_yr,F_High_yr_sch_ns_55_64_yr,F_High_yr_sch_ns_65_74_yr,F_High_yr_sch_ns_75_84_yr,F_High_yr_sch_ns_85_yr,F_High_yr_sch_ns_Tot,F_Tot_15_19_yr,F_Tot_20_24_yr,F_Tot_25_34_yr,F_Tot_35_44_yr,F_Tot_45_54_yr,F_Tot_55_64_yr,F_Tot_65_74_yr,F_Tot_75_84_yr,F_Tot_85_yr_over,F_Tot_Tot,P_Yr_12_eq_15_19_yr,P_Yr_12_eq_20_24_yr,P_Yr_12_eq_25_34_yr,P_Yr_12_eq_35_44_yr,P_Yr_12_eq_45_54_yr,P_Yr_12_eq_55_64_yr,P_Yr_12_eq_65_74_yr,P_Yr_12_eq_75_84_yr,P_Yr_12_eq_85_yr,P_Yr_12_eq_Tot,P_Yr_11_eq_15_19_yr,P_Yr_11_eq_20_24_yr,P_Yr_11_eq_25_34_yr,P_Yr_11_eq_35_44_yr,P_Yr_11_eq_45_54_yr,P_Yr_11_eq_55_64_yr,P_Yr_11_eq_65_74_yr,P_Yr_11_eq_75_84_yr,P_Yr_11_eq_85_yr,P_Yr_11_eq_Tot,P_Yr_10_eq_15_19_yr,P_Yr_10_eq_20_24_yr,P_Yr_10_eq_25_34_yr,P_Yr_10_eq_35_44_yr,P_Yr_10_eq_45_54_yr,P_Yr_10_eq_55_64_yr,P_Yr_10_eq_65_74_yr,P_Yr_10_eq_75_84_yr,P_Yr_10_eq_85_yr,P_Yr_10_eq_Tot,P_Yr_9_eq_15_19_yr,P_Yr_9_eq_20_24_yr,P_Yr_9_eq_25_34_yr,P_Yr_9_eq_35_44_yr,P_Yr_9_eq_45_54_yr,P_Yr_9_eq_55_64_yr,P_Yr_9_eq_65_74_yr,P_Yr_9_eq_75_84_yr,P_Yr_9_eq_85_yr,P_Yr_9_eq_Tot
5114212,4,9,9,3,3,5,4,3,0,33,0,0,0,0,0,0,0,0,0,11,0,3,0,5,5,9,4,0,0,26,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,13,7,8,9,18,7,3,3,75,4,8,0,6,12,4,3,0,0,34,0,0,3,0,4,0,0,0,0,9,3,0,0,3,4,7,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,8,5,6,16,16,11,0,0,65,4,10,9,12,8,7,9,3,0,69,0,0,0,3,6,0,0,0,0,16,3,3,0,7,12,16,6,0,0,46,0,0,0,0,0,3,0,0,0,5
5114213,3,3,16,10,9,7,9,3,0,63,0,0,3,4,4,0,3,0,0,17,0,0,0,4,14,9,9,0,0,37,0,0,0,0,0,4,4,0,0,12,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,4,3,26,14,28,24,22,3,3,135,3,14,21,18,14,5,3,0,0,79,0,0,7,0,8,7,3,0,0,23,0,0,3,0,13,19,3,0,0,40,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,15,28,20,32,34,24,4,0,162,7,16,39,25,23,12,16,3,0,146,0,3,9,7,7,6,10,0,0,35,0,0,7,3,21,27,10,0,0,81,0,0,0,0,3,5,4,0,0,19
5114214,3,17,69,32,7,7,3,0,0,146,0,0,9,3,0,0,3,0,0,14,3,3,20,13,6,6,5,0,0,55,0,0,0,0,0,0,0,0,0,3,0,0,4,0,4,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,22,102,50,24,20,8,0,0,229,4,20,98,39,3,7,4,4,0,173,0,7,11,3,4,3,5,0,0,35,0,6,10,8,0,14,0,0,0,35,0,0,0,0,0,4,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,30,122,49,9,28,12,4,0,259,8,32,163,70,12,16,4,3,0,315,0,8,16,9,4,7,4,0,0,51,3,10,35,15,9,20,6,0,0,93,0,0,0,0,3,3,0,0,0,9
5114215,4,0,21,12,6,4,0,0,0,54,0,3,0,6,4,0,0,0,0,15,4,3,9,12,8,0,3,0,0,39,0,0,3,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,7,8,11,43,32,17,10,8,0,0,126,3,9,32,22,9,7,0,3,0,83,0,3,0,7,3,0,0,0,0,13,3,5,3,8,0,6,0,0,0,30,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,15,8,15,45,45,16,16,3,0,0,149,8,11,60,40,18,12,0,3,0,143,0,7,4,14,5,0,0,0,0,31,3,3,17,22,7,7,3,0,0,67,3,0,5,0,4,0,3,0,0,12
5114216,4,10,67,26,13,4,0,0,0,133,3,0,20,6,7,6,0,0,0,43,3,3,28,10,13,7,0,0,0,61,0,0,5,3,0,0,0,0,0,10,0,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,12,12,21,130,55,29,18,4,4,0,262,4,33,81,27,6,0,3,0,0,153,0,6,13,5,6,0,0,0,0,34,0,3,19,13,6,4,0,0,0,52,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,11,3,0,0,0,0,0,12,3,42,123,53,25,5,7,0,0,255,4,42,149,58,19,3,5,0,0,285,3,9,31,15,11,6,3,0,0,72,3,5,49,17,24,10,0,0,0,108,0,3,5,3,3,0,0,0,0,15
5114217,3,4,13,11,7,6,0,0,0,54,0,0,6,0,0,4,0,0,0,11,0,4,7,3,3,6,3,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,7,29,21,14,12,9,3,0,104,3,16,22,14,10,7,0,0,0,74,0,0,0,7,0,0,0,0,0,13,0,3,0,3,5,9,0,0,0,18,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,16,29,20,19,21,0,0,0,112,3,16,40,26,14,17,0,0,0,125,0,0,5,4,4,10,0,0,0,23,0,3,9,5,11,11,4,0,0,51,0,0,0,0,0,0,0,0,0,8
5114218,7,22,51,44,14,6,5,0,0,137,0,5,24,3,4,0,0,0,0,37,0,3,27,12,11,5,0,0,0,67,0,0,3,3,0,0,3,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,11,10,3,0,0,0,0,20,8,34,105,69,26,10,10,3,0,271,9,34,69,35,10,3,6,0,0,166,3,4,17,8,3,4,0,0,0,44,0,14,17,14,8,3,6,0,0,65,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,7,10,3,0,0,0,0,18,9,54,118,66,21,12,17,0,0,302,14,52,116,77,21,7,9,3,0,300,3,13,39,13,3,4,0,0,0,82,4,15,48,33,19,7,5,0,0,133,0,7,4,4,3,0,3,0,0,16
5114219,3,3,12,17,3,6,0,3,0,46,0,0,6,0,3,3,0,0,0,11,0,3,13,6,14,4,5,3,0,43,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,35,27,24,20,5,3,0,114,3,4,18,11,7,7,0,3,0,56,0,0,7,3,6,3,0,0,0,26,0,0,7,5,14,4,5,3,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,3,11,35,28,29,15,5,7,0,129,4,8,28,27,15,8,0,3,0,99,0,0,10,10,6,5,0,0,0,40,0,4,22,12,19,14,6,4,0,83,0,0,3,0,0,0,0,0,0,8
5114220,8,4,27,19,6,7,8,0,0,78,3,3,7,10,5,3,0,0,0,34,8,6,20,19,10,5,4,0,0,71,0,0,3,0,4,0,0,0,0,10,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,0,11,16,14,66,43,34,17,16,0,0,206,0,10,45,22,8,12,6,3,0,110,0,3,10,8,8,0,0,0,0,29,3,6,18,6,10,7,4,3,0,63,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,3,4,0,0,20,10,20,86,43,36,28,17,7,0,236,7,21,80,40,20,14,11,4,0,187,5,3,22,17,9,3,4,0,0,65,8,14,44,23,20,19,8,4,0,135,0,0,3,3,3,0,0,0,0,15
5114221,0,7,16,7,16,6,7,0,0,57,0,0,5,5,0,3,3,0,0,16,3,0,8,10,12,4,5,0,0,49,0,0,0,0,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,15,27,25,29,17,16,0,0,132,6,14,10,22,9,10,4,0,0,66,0,0,6,3,0,4,0,0,0,13,0,0,0,7,15,6,5,0,0,46,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,14,18,30,30,22,9,0,0,140,6,20,27,26,26,10,8,0,0,125,0,3,5,8,0,10,3,0,0,32,4,4,16,19,33,9,7,0,0,92,0,0,0,0,0,3,0,3,0,9
5114222,3,3,33,23,13,4,8,0,0,96,0,0,8,10,3,7,0,0,0,28,0,7,6,11,5,5,3,0,0,41,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,11,8,9,56,47,27,21,11,0,0,185,8,11,44,37,6,9,4,0,0,119,0,0,5,9,4,3,0,0,0,20,4,5,6,19,9,13,3,0,0,50,0,0,4,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,0,3,4,0,0,0,0,0,9,14,12,68,72,18,27,8,0,0,214,16,12,77,61,27,13,11,0,0,217,0,0,18,17,7,10,3,0,0,47,3,11,18,29,12,18,4,0,0,94,0,0,4,4,0,0,0,0,0,17
5114223,0,9,32,27,17,8,3,0,0,96,0,3,14,9,3,6,0,0,0,33,4,0,21,12,11,6,0,3,0,58,0,0,3,0,5,3,0,0,0,9,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,3,0,5,0,16,3,7,78,52,35,18,6,8,3,220,5,5,53,26,16,7,3,0,0,129,0,4,9,12,8,6,0,0,0,33,0,3,19,11,11,20,0,3,0,68,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,6,3,0,0,0,0,22,17,17,86,54,37,30,4,11,0,259,10,13,86,59,31,15,6,0,0,219,0,8,20,24,10,11,0,0,0,68,7,3,36,22,25,23,3,4,0,124,0,0,3,0,3,3,0,0,0,8
5114224,3,3,4,5,8,0,0,4,0,28,0,0,0,4,0,0,0,0,0,3,0,0,0,3,4,5,0,3,7,28,0,0,0,0,0,0,0,5,0,9,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,7,12,8,12,9,8,7,10,74,0,6,4,4,9,0,3,3,10,36,0,0,3,0,0,0,0,3,0,8,0,0,0,3,0,3,9,3,8,35,0,0,0,0,0,0,0,6,9,15,0,0,0,0,0,0,0,9,8,18,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,10,7,15,12,3,11,24,31,115,6,11,10,6,14,0,3,5,10,58,0,0,3,3,0,0,0,3,0,12,0,3,3,3,5,11,5,4,10,55,0,0,0,0,0,0,0,8,9,24
5114225,3,4,3,11,5,3,3,0,0,38,0,3,0,9,0,0,0,0,0,12,3,0,0,9,16,11,0,0,0,41,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,11,6,6,6,36,23,11,9,0,0,101,0,4,11,24,3,0,0,0,0,45,0,0,0,3,3,3,0,0,0,11,0,0,3,9,7,11,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,3,3,10,33,14,14,5,3,0,91,3,5,10,35,10,6,3,3,0,82,0,3,3,11,3,3,0,0,0,28,3,0,5,19,26,20,5,0,0,69,0,0,0,0,3,0,3,0,0,4
5114226,3,19,49,22,9,5,0,0,0,113,3,4,16,6,3,4,0,0,0,38,7,5,18,9,9,0,0,0,0,49,0,3,3,5,3,0,0,0,0,12,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,3,3,4,0,0,0,0,16,13,34,90,48,21,5,6,0,0,226,9,22,58,23,15,7,3,0,0,134,0,6,14,12,7,0,3,0,0,38,3,7,10,13,8,3,5,0,0,50,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,9,0,0,0,3,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,14,13,37,87,53,28,16,10,0,0,248,11,41,108,50,19,7,6,0,0,244,6,9,27,18,7,4,4,0,0,73,10,15,30,24,12,3,7,0,0,102,0,3,3,6,3,0,3,0,0,17
5114227,8,16,60,27,4,7,0,0,0,117,0,4,9,3,3,0,0,0,0,21,0,6,10,7,0,3,0,0,0,36,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,25,84,37,15,7,4,0,0,187,0,17,61,21,10,6,0,0,0,119,0,3,15,5,4,0,0,0,0,31,0,8,14,5,4,4,3,0,0,36,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,6,3,29,92,34,18,10,4,0,0,193,5,32,122,52,10,7,3,0,0,231,0,6,21,5,5,3,0,0,0,50,0,9,24,10,11,6,4,0,0,69,0,4,0,0,0,0,3,0,0,7
5114228,0,3,26,22,8,3,0,0,0,71,3,4,10,8,3,0,3,0,0,32,3,3,21,15,13,9,9,0,0,65,0,0,4,3,3,0,4,0,0,10,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,3,15,11,16,64,48,29,15,17,7,3,196,5,9,49,24,13,4,3,0,0,104,0,3,7,3,4,5,4,0,0,27,0,8,12,12,16,3,7,0,0,60,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,3,10,0,0,0,4,0,0,17,5,23,73,41,30,14,24,4,0,213,4,9,80,44,25,12,3,3,0,178,3,6,15,10,6,5,6,0,0,58,3,7,33,19,24,10,15,3,0,127,0,0,4,4,3,0,4,0,0,14
5114229,6,24,82,45,19,7,5,0,0,189,3,11,20,11,3,0,0,0,0,49,4,12,28,16,18,5,4,0,0,91,0,0,7,0,0,0,0,0,0,15,0,0,0,4,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,6,5,17,5,5,0,0,0,0,31,20,51,156,86,41,13,8,0,0,377,10,34,123,28,12,3,3,3,0,216,3,12,22,10,5,3,0,0,0,60,0,9,24,17,11,5,4,0,0,70,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,9,13,5,6,4,0,0,0,39,13,64,181,64,42,20,9,3,0,391,12,61,203,79,28,10,9,3,0,405,6,21,45,25,13,3,0,0,0,110,4,20,50,32,26,12,4,0,0,160,0,0,7,0,3,0,0,3,0,16
5114230,3,15,44,27,9,7,0,0,0,108,0,8,13,3,0,3,0,0,0,27,0,8,14,10,6,11,0,0,0,48,3,0,3,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,4,0,0,3,3,0,0,0,0,0,5,0,0,3,0,6,0,0,0,0,11,5,24,84,42,29,16,5,0,0,210,4,26,67,18,7,7,4,0,0,135,0,3,18,4,3,0,0,0,0,32,0,5,13,16,8,8,0,0,0,48,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,3,0,3,0,5,0,0,0,0,0,0,0,0,0,3,0,0,4,3,0,0,0,0,0,11,4,36,101,37,23,21,4,3,0,240,8,42,112,46,18,12,4,4,0,248,0,8,27,10,3,5,3,0,0,52,3,10,31,19,21,12,0,0,0,101,3,0,3,0,5,0,0,0,0,16
5114231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5114232,5,3,0,4,9,7,7,0,0,46,4,0,3,0,7,0,3,0,0,20,4,3,4,10,17,14,9,3,0,65,0,0,3,0,3,6,4,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,3,0,0,0,0,19,17,9,12,21,43,29,22,10,0,162,7,5,5,16,15,3,6,3,0,59,0,3,3,6,8,4,0,0,0,28,0,0,5,10,14,17,4,0,0,49,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,10,3,0,0,0,15,5,14,17,28,44,31,15,5,0,157,9,14,9,20,26,14,13,6,0,106,4,5,4,6,15,6,4,0,0,41,7,4,11,16,30,28,20,4,0,113,0,0,3,0,5,8,3,4,0,23
5114233,0,8,24,8,11,4,0,0,0,58,0,0,4,3,3,0,0,0,0,10,0,0,14,3,0,3,3,0,0,32,0,3,0,3,0,0,0,0,0,6,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,3,15,43,21,14,8,3,3,0,108,4,4,41,16,7,3,0,0,0,76,3,3,9,0,4,0,0,0,0,14,3,0,3,3,0,0,4,0,0,20,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,8,54,26,17,5,4,0,0,120,3,11,65,29,19,11,0,3,0,130,3,3,13,6,5,3,0,0,0,27,4,0,14,9,3,4,6,0,0,51,0,3,0,7,0,0,0,0,0,8
5114234,0,16,66,35,17,9,4,3,0,151,0,3,9,7,3,0,0,0,0,27,7,5,9,15,12,7,3,0,0,66,0,3,0,7,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,7,32,90,67,34,24,5,5,0,262,3,17,86,51,19,9,3,0,0,191,3,7,11,11,0,3,0,0,0,41,0,4,10,17,10,12,4,0,0,59,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,28,113,78,34,20,10,3,0,303,3,36,149,89,38,18,4,4,0,335,8,13,24,13,6,6,0,0,0,69,7,10,21,29,20,16,5,0,0,121,0,3,3,8,0,0,0,0,0,13
5114235,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,10,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0
5114301,0,3,9,8,5,8,3,0,0,35,0,0,0,0,3,0,0,3,0,15,0,0,3,12,11,7,7,3,0,38,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,3,0,6,3,0,3,3,0,0,13,7,8,17,18,19,9,20,4,0,111,4,6,9,11,12,0,3,0,0,49,0,0,3,0,3,4,0,0,0,13,0,3,0,4,9,0,6,0,0,28,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,3,0,0,0,12,4,9,20,24,27,11,13,3,0,103,4,6,20,16,17,7,6,0,0,85,0,0,4,4,7,4,3,4,0,26,0,0,5,17,20,9,7,3,0,66,0,0,3,0,0,0,0,3,0,7
5114302,3,3,10,3,10,8,8,0,0,41,0,0,0,0,3,0,3,0,0,10,0,3,7,7,4,4,9,0,0,36,0,0,0,0,4,3,6,0,0,21,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,5,0,11,8,11,16,14,22,22,28,6,0,126,3,12,11,10,15,7,3,0,0,58,0,3,0,5,5,4,5,0,0,18,0,4,3,4,11,5,3,0,0,39,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,4,3,0,18,3,14,20,16,27,25,16,5,3,141,3,14,21,11,17,19,12,0,0,99,3,3,0,3,8,3,7,0,0,28,3,8,6,9,15,11,10,3,0,75,0,0,0,0,4,4,6,0,3,23
