SA1_7DIGITCODE_2016,P_Oth_svc_15_19_yr,P_Oth_svc_20_24_yr,P_Oth_svc_25_34_yr,P_Oth_svc_35_44_yr,P_Oth_svc_45_54_yr,P_Oth_svc_55_64_yr,P_Oth_svc_65_74_yr,P_Oth_svc_75_84_yr,P_Oth_svc_85_yr_over,P_Oth_svc_Tot,P_Inad_desc_Ns_15_19,P_Inad_desc_Ns_20_24,P_Inad_desc_Ns_25_34,P_Inad_desc_Ns_35_44,P_Inad_desc_Ns_45_54,P_Inad_desc_Ns_55_64,P_Inad_desc_Ns_65_74,P_Inad_desc_Ns_75_84,P_Inad_desc_Ns_85,P_Inad_desc_Ns_Tot,P_Tot_15_19_yr,P_Tot_20_24_yr,P_Tot_25_34_yr,P_Tot_35_44_yr,P_Tot_45_54_yr,P_Tot_55_64_yr,P_Tot_65_74_yr,P_Tot_75_84_yr,P_Tot_85_yr_over,P_Tot_Tot
5104422,0,0,5,7,0,0,0,0,0,11,0,0,3,0,0,3,0,0,0,10,12,12,62,68,59,51,9,0,0,267
5104423,0,0,3,6,3,3,3,0,0,15,0,3,0,5,3,0,3,0,0,18,9,25,50,76,86,53,26,0,0,327
5104424,0,0,0,0,3,0,0,0,0,8,0,0,3,3,0,0,0,0,0,3,5,16,43,40,33,17,7,0,0,153
5104425,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,10,11,5,42,37,50,29,12,0,0,190
5104426,0,0,3,4,0,0,0,0,0,9,0,3,3,0,3,3,0,0,0,13,12,19,62,49,36,37,6,0,0,216
5104427,0,0,3,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,9,9,3,54,46,22,12,5,0,0,146
5104428,0,0,0,0,0,0,0,0,0,3,4,0,0,3,3,0,0,0,0,8,10,15,46,44,37,26,14,0,0,201
5104429,0,0,3,3,0,0,0,0,0,7,0,0,0,0,3,0,0,0,0,10,14,23,46,70,73,53,15,0,0,287
5104430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,9,7,9,45,42,31,26,8,0,0,164
5104431,0,0,3,0,3,0,0,0,0,5,0,0,0,3,3,3,0,0,0,8,8,13,52,50,54,28,4,0,0,211
5104432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5104433,0,0,3,0,5,4,0,0,0,19,0,0,3,0,3,0,0,0,0,10,13,25,114,90,51,43,11,0,0,338
5104434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5104435,0,0,0,0,3,3,0,0,0,10,0,0,3,0,3,3,0,0,0,9,9,28,70,35,41,32,9,0,0,219
5104436,0,0,3,0,0,0,0,0,0,4,0,3,0,0,0,3,0,0,0,5,4,8,27,22,17,26,7,0,0,117
5104437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,11,16,19,12,5,0,0,80
5104501,0,0,3,0,0,0,0,0,0,6,0,0,4,0,0,0,0,0,0,3,11,21,56,41,31,34,3,0,0,186
5104502,0,0,0,3,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,4,10,11,20,34,28,14,6,0,0,129
5104503,0,0,0,4,4,3,0,0,0,14,0,0,7,4,9,0,0,0,0,23,22,25,56,57,72,47,9,0,0,294
5104504,0,0,3,5,5,0,0,0,0,10,0,0,4,0,0,3,0,0,0,6,3,31,43,46,54,38,5,0,0,217
5104505,0,0,8,0,0,3,0,0,0,12,0,0,4,0,3,0,0,0,0,13,3,23,79,39,36,23,4,0,0,219
5104506,0,0,0,3,3,0,0,0,0,10,0,4,0,3,5,0,3,0,0,14,10,13,42,36,26,30,8,0,0,158
5104507,0,0,3,0,0,0,0,0,0,5,0,0,4,3,3,0,0,0,0,12,10,20,37,39,35,18,11,0,0,165
5104508,0,0,0,0,5,0,0,0,0,7,0,0,4,3,0,0,0,0,0,8,3,11,34,36,26,21,3,0,0,142
5104509,0,4,3,0,3,0,0,0,0,13,0,0,4,6,0,0,0,0,0,11,12,21,50,36,51,36,14,0,0,224
5104510,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,13,6,41,29,33,35,4,0,0,153
5104511,0,0,0,3,3,7,0,0,0,13,0,0,5,3,4,0,0,0,0,14,10,30,72,93,85,56,9,0,0,357
5104512,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,4,0,0,0,15
5104513,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,7,9,20,36,81,44,36,3,0,0,224
5104514,0,0,0,0,5,0,0,0,0,9,0,0,0,3,3,0,0,0,0,11,6,15,39,70,61,34,7,0,0,236
5104515,0,0,5,4,0,0,3,0,0,12,0,0,0,3,0,3,0,0,0,8,13,17,73,63,38,39,10,0,0,257
5104516,0,0,3,0,4,0,0,0,0,12,0,0,0,6,0,0,0,0,0,7,10,15,44,66,61,34,8,0,0,239
5104517,0,3,0,7,6,3,0,0,0,13,0,0,4,3,0,0,5,0,0,16,20,28,53,80,62,40,13,0,0,294
5104518,0,0,0,4,0,0,0,0,0,8,0,0,0,0,3,0,0,0,0,5,4,11,34,40,36,23,3,0,0,152
5104519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5104521,0,0,0,0,0,0,0,0,0,8,0,0,0,9,3,3,0,0,0,17,6,16,60,55,28,11,4,0,0,190
5104522,0,0,3,0,0,3,0,0,0,9,0,0,7,0,7,0,0,0,0,13,3,17,42,39,27,19,0,0,0,141
5104523,0,3,8,0,0,0,0,0,0,8,0,0,0,0,0,3,0,0,0,6,8,16,31,27,17,19,8,3,0,125
5104524,0,4,5,0,0,5,0,0,0,10,0,3,7,5,3,3,0,0,0,14,8,26,91,58,50,29,3,0,0,262
5104525,0,0,3,0,3,0,0,0,0,9,0,0,0,5,0,0,0,0,0,6,21,27,65,64,69,46,0,0,0,295
5104527,0,0,3,0,3,0,0,0,0,4,0,0,0,0,3,0,0,0,0,5,3,6,31,26,22,16,0,0,0,114
5104528,0,0,4,3,3,0,0,0,0,13,0,0,3,8,0,0,0,0,0,11,5,10,89,71,58,34,10,0,0,285
5104529,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,3,4,22,41,36,43,23,0,0,0,171
5104530,3,3,4,3,0,3,0,0,0,16,0,4,0,5,3,0,0,0,0,11,18,24,106,79,46,34,4,0,0,319
5104531,0,4,3,0,3,0,0,0,0,14,0,0,3,4,0,0,0,0,0,10,6,29,66,54,39,34,7,0,0,234
5104532,0,0,0,4,0,3,0,0,0,5,0,3,3,6,6,3,0,0,0,17,11,13,71,64,57,42,6,3,0,273
5104533,3,0,0,0,5,0,0,0,0,6,0,0,3,0,4,0,0,0,0,5,3,7,51,52,40,8,3,3,0,170
5104534,0,0,6,0,5,0,0,0,0,10,0,0,0,0,0,0,0,0,0,6,9,13,77,52,64,36,15,0,0,261
5104535,0,6,3,3,0,3,0,0,0,15,0,0,3,0,4,0,0,0,0,7,5,13,61,48,40,24,4,0,0,198
5104536,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,3,8,6,21,41,43,41,9,3,0,169
5104537,0,0,6,4,0,0,0,0,0,14,0,0,0,3,0,0,0,0,0,7,4,29,103,77,45,24,5,0,3,298
5104538,0,0,4,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,3,0,20,23,11,23,11,0,0,92
5104539,0,0,3,3,3,0,0,0,0,6,0,0,0,9,4,0,0,0,0,17,16,10,36,68,67,19,3,0,0,209
5104540,0,0,0,3,4,0,0,0,0,12,0,0,0,3,3,0,0,0,0,9,10,16,68,55,59,30,4,0,0,238
5104541,0,0,5,0,0,0,0,0,0,7,0,0,4,0,4,0,3,0,0,15,3,23,58,77,52,42,4,0,0,254
5104542,0,0,3,3,4,0,0,0,0,13,0,0,0,3,0,0,0,0,0,4,6,13,39,67,49,41,3,0,0,222
5104543,0,0,0,0,0,0,0,0,0,9,0,0,5,3,5,0,0,0,0,17,8,19,69,85,53,32,4,0,0,263
5104544,0,0,5,0,3,3,0,0,0,10,0,0,0,0,4,3,0,0,0,7,11,11,61,59,65,21,8,0,0,230
5104545,0,0,0,0,0,3,0,0,0,3,0,0,3,0,4,0,0,0,0,10,3,13,66,51,37,25,4,0,0,196
5104546,0,0,0,3,3,0,0,0,0,10,0,0,0,0,0,3,0,0,0,7,11,22,45,57,74,36,4,0,0,256
5104547,0,0,0,0,0,0,0,0,0,6,0,0,7,3,0,0,0,0,0,12,18,17,48,54,52,35,11,0,0,236
5104548,0,0,5,0,0,0,0,0,0,5,0,0,7,3,3,3,0,0,0,10,11,9,50,43,35,22,4,0,0,180
5104550,0,0,0,0,0,0,0,0,0,7,0,0,3,0,6,3,0,0,0,14,13,17,80,69,57,38,13,0,0,281
5104551,0,0,3,0,0,0,0,0,0,8,0,0,5,3,3,0,0,0,0,13,3,25,82,50,36,15,3,0,0,213
5104552,0,0,3,4,0,0,0,0,0,11,0,0,4,0,0,0,0,0,0,12,6,11,63,38,29,20,3,0,0,162
5104553,3,0,0,3,0,0,0,0,0,9,0,0,3,0,0,3,0,0,0,10,17,17,68,48,22,21,11,0,0,193
5104554,0,0,0,3,0,0,0,0,0,9,0,0,3,3,4,0,0,0,0,12,11,19,40,52,65,45,7,0,0,245
5104555,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,5,16,9,3,0,0,0,0,39
5104556,0,0,0,0,0,0,0,0,0,6,0,0,4,0,0,0,0,0,0,5,3,15,44,50,33,26,3,0,0,175
5104557,0,0,4,0,0,0,0,0,0,10,0,3,0,3,0,0,0,0,0,6,0,17,61,44,17,7,0,0,0,151
5104558,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,11,8,15,37,28,31,42,10,0,0,173
5104560,0,0,0,3,3,0,0,0,0,4,0,0,0,3,0,0,0,0,0,8,9,12,40,53,45,21,3,0,0,181
5104601,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,10,4,32,103,41,22,13,3,0,0,204
5104602,0,4,3,0,0,0,0,0,0,9,0,0,0,4,4,0,0,0,0,16,8,25,91,83,60,47,10,0,0,323
5104603,0,0,4,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,5,19,51,40,28,31,15,0,0,183
5104604,0,0,3,4,0,3,0,0,0,9,0,0,3,0,0,0,0,0,0,6,0,13,83,50,23,23,5,5,0,206
5104605,0,0,4,4,3,4,0,0,0,12,0,0,3,0,3,4,0,0,0,15,0,14,78,75,56,43,20,0,0,294
5104606,0,0,0,0,0,0,0,0,0,3,0,3,0,3,3,3,0,0,0,14,10,24,30,45,83,51,13,0,0,248
5104607,0,0,0,0,3,0,0,0,0,3,0,0,3,3,3,0,0,0,0,8,3,11,32,38,45,42,10,0,0,182
5104608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5104609,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,7,0,0,0,12,7,12,100,62,52,36,8,0,0,279
5104610,0,0,0,0,0,0,0,0,0,3,0,0,0,3,5,0,0,0,0,9,3,20,82,37,19,14,5,0,0,168
5104611,0,0,0,3,0,0,0,0,0,3,0,0,9,0,0,0,0,0,0,11,0,22,84,40,28,17,4,0,0,205
5104612,0,0,3,4,0,0,0,0,0,9,0,0,6,8,3,0,0,0,0,10,9,9,104,51,35,23,3,0,0,238
5104613,0,0,6,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,3,3,14,74,42,36,23,3,0,0,194
5104614,0,3,9,3,0,0,0,0,0,14,0,3,9,4,6,4,0,0,0,22,8,61,157,78,35,25,4,0,0,362
5104615,0,0,4,3,0,0,0,0,0,8,0,0,3,0,0,0,0,0,0,8,4,31,104,54,34,14,10,0,0,253
5104616,0,0,6,4,4,0,0,0,0,13,0,0,0,4,0,3,0,0,0,11,8,29,120,69,42,30,0,0,0,296
5104617,0,0,4,7,3,0,0,0,0,11,0,0,8,0,0,3,0,0,0,12,5,12,95,55,32,21,3,0,0,221
5104618,0,0,3,0,0,3,0,0,0,6,0,3,0,3,3,0,0,0,0,14,3,23,67,54,43,13,3,0,0,213
5104619,0,0,0,5,3,3,0,0,0,7,0,0,3,0,0,0,0,0,0,8,3,23,83,41,24,21,0,0,0,199
5104620,0,0,5,3,3,0,0,0,0,7,0,0,6,3,0,0,0,0,0,13,7,24,102,38,15,16,3,0,0,207
5104621,0,3,10,0,0,0,0,0,0,15,0,0,6,6,0,3,0,0,0,16,8,57,161,62,30,21,5,0,0,351
5104622,0,0,5,3,0,0,0,0,0,9,0,0,4,0,0,0,0,0,0,6,5,24,88,58,28,17,3,0,0,220
5104623,0,0,10,3,0,0,0,0,0,14,0,0,4,3,3,0,0,0,0,9,10,31,174,100,53,31,5,0,0,402
5104624,0,0,3,0,0,0,0,0,0,6,0,0,3,0,0,0,0,0,0,3,5,10,87,55,19,11,4,0,0,194
5104625,0,0,4,3,0,0,0,0,0,11,0,0,7,0,0,0,0,0,0,9,6,15,84,70,32,21,5,0,0,244
5104626,0,0,0,3,0,3,0,0,0,14,0,0,6,0,0,0,0,0,0,11,5,19,112,82,49,30,15,0,0,308
5104627,0,0,6,0,0,0,0,0,0,11,0,3,11,3,0,3,0,0,0,19,3,21,100,66,43,34,8,4,0,277
5104628,0,0,5,0,3,0,0,0,0,6,0,0,11,0,0,0,0,0,0,17,0,35,143,50,30,26,12,0,0,289
5104701,0,0,6,4,0,3,0,0,0,17,0,0,0,3,0,0,0,0,0,7,12,20,44,39,37,41,8,3,0,208
5104702,0,0,0,0,0,0,0,0,0,10,0,3,0,4,3,0,0,0,0,8,10,30,52,49,47,31,10,0,0,214
5104703,0,3,0,3,0,0,0,0,0,14,0,0,7,0,3,0,0,0,0,13,9,13,65,39,40,19,4,0,0,199
5104704,0,0,3,7,0,0,0,0,0,12,0,0,0,3,0,3,0,0,0,15,8,17,47,62,40,21,4,0,0,208
5104705,0,4,0,10,3,3,0,0,0,20,0,0,8,0,0,0,0,0,0,13,9,22,70,83,36,32,8,0,0,264
5104706,0,0,8,0,6,3,0,0,0,15,0,0,0,3,0,0,0,0,0,5,11,10,71,43,43,23,7,0,0,201
5104707,0,0,3,7,0,3,0,0,0,14,0,0,4,4,3,0,0,0,0,15,10,26,62,36,45,35,3,0,0,212
5104708,0,0,0,4,3,3,0,0,0,7,0,0,3,3,0,0,0,0,0,8,9,19,69,44,45,29,10,0,0,225
5104709,3,0,9,0,3,5,0,0,0,14,0,0,3,3,3,3,0,0,0,13,11,34,54,53,60,63,10,0,0,280
5104710,0,0,3,3,3,0,0,0,0,8,0,5,4,9,0,0,3,0,0,22,8,26,46,45,18,18,10,0,0,172
5104711,0,0,0,3,0,0,0,0,0,7,0,0,6,8,0,3,0,0,0,20,11,30,68,42,53,27,8,7,0,239
5104712,0,3,3,0,0,0,0,0,0,9,0,6,0,0,0,0,0,0,0,6,15,30,58,54,59,33,10,0,0,251
5104713,0,0,7,4,6,0,0,0,0,16,0,0,3,0,3,0,0,0,0,13,4,33,96,51,44,30,14,0,0,276
5104714,0,0,3,3,0,0,0,0,0,10,0,0,3,0,3,0,0,0,0,11,9,20,35,36,42,21,8,0,0,166
5104715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5104716,0,0,10,3,0,0,0,0,0,15,0,0,0,3,0,0,3,0,0,5,3,26,57,38,38,18,7,0,0,191
5104717,0,0,6,4,3,0,0,0,0,12,0,0,3,0,4,0,0,0,0,11,4,29,88,54,45,25,8,0,0,252
5104718,0,0,0,4,0,3,0,0,0,9,0,0,4,0,0,0,0,0,0,5,10,19,46,39,38,46,4,0,0,205
5104719,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,7,4,8,25,16,30,23,8,0,0,114
5104720,0,0,3,0,0,0,0,0,0,5,0,3,0,5,4,0,4,0,0,14,11,17,28,27,40,29,13,0,0,164
5104721,0,5,4,3,0,0,6,0,0,19,0,4,5,4,3,0,0,0,0,14,9,28,57,56,17,27,11,0,0,207
5104722,0,0,7,5,3,0,0,0,0,11,0,3,0,3,6,0,0,0,0,8,16,14,46,53,41,30,9,0,0,214
5104723,0,3,8,0,0,0,0,0,0,9,0,0,4,3,6,0,0,0,0,13,10,22,62,61,46,34,10,0,0,239
5104724,0,0,3,0,3,0,3,0,0,12,0,0,0,0,0,0,0,0,0,0,5,19,58,41,36,22,7,0,0,188
5104725,0,0,3,3,0,0,0,0,0,7,0,0,3,0,0,3,0,0,0,13,4,19,75,29,38,20,10,0,0,199
5104726,0,0,9,0,3,0,0,0,0,19,0,0,5,0,3,0,0,0,0,8,16,33,90,65,59,35,16,0,0,315
5104727,0,0,0,3,3,4,0,0,0,9,0,0,5,0,6,3,0,0,0,14,7,29,40,51,66,51,11,0,3,254
5104728,0,0,5,0,3,0,0,0,0,13,0,3,3,0,3,3,0,0,0,20,14,27,91,64,42,26,11,0,0,275
5104729,0,0,0,0,5,0,0,0,0,5,0,3,5,4,3,0,0,0,0,26,12,33,78,52,43,31,9,0,0,259
5104730,0,4,3,3,0,0,3,0,0,13,0,3,4,0,0,0,0,0,0,8,11,20,47,38,46,24,8,0,0,196
5104731,0,0,0,5,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,3,13,33,26,26,19,3,0,0,135
5104732,3,0,3,4,0,0,3,0,0,12,0,0,0,4,3,5,0,0,0,10,13,26,48,68,46,51,11,0,0,266
5104733,0,0,3,4,0,0,0,0,0,14,0,0,0,0,5,0,0,0,0,13,14,35,68,62,57,36,9,0,0,288
5104734,0,0,4,3,3,3,0,0,0,14,0,0,3,4,3,3,0,0,0,15,12,23,69,61,48,29,8,3,0,256
5104735,0,3,9,0,3,0,0,0,0,14,0,0,10,3,8,3,3,0,0,24,7,28,107,89,65,33,11,0,0,340
5104736,0,0,3,0,3,6,3,0,0,16,0,0,9,0,4,0,3,0,0,12,12,30,82,44,33,22,14,0,0,239
5104737,0,0,7,0,3,0,0,0,0,11,0,3,7,0,3,0,0,0,0,11,12,27,85,51,56,29,6,0,0,263
5104738,0,0,3,0,0,0,0,0,0,12,0,3,9,3,3,0,0,0,0,18,10,16,86,54,49,29,7,0,0,266
5104739,0,0,3,0,5,4,0,0,0,16,0,0,7,3,3,0,0,0,0,21,11,23,86,50,45,38,10,4,0,268
5104740,0,0,0,0,3,0,0,0,0,8,0,0,3,7,0,0,0,0,0,13,11,14,58,54,34,18,10,0,0,211
5104741,0,3,3,3,4,0,0,0,0,15,0,3,3,4,3,3,0,0,0,12,6,26,85,53,52,36,16,0,0,278
5104742,0,0,3,0,6,0,0,0,0,5,3,0,0,3,6,4,0,0,0,12,11,24,45,28,54,50,9,0,0,230
5104743,0,3,4,0,4,3,3,0,0,15,0,4,3,3,3,0,0,0,0,8,12,39,68,41,48,48,14,0,0,263
5104744,0,0,0,0,5,0,0,0,0,5,0,0,3,0,3,3,0,0,0,12,6,9,25,27,43,46,8,0,0,166
5104745,0,3,3,0,3,3,0,0,0,20,0,0,0,0,3,0,0,0,0,6,10,19,32,27,49,40,6,0,0,187
5104801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5104802,0,0,3,0,3,3,0,3,0,16,0,0,5,0,9,6,0,0,0,17,18,17,42,58,70,54,11,3,0,265
5104803,0,0,0,3,3,0,0,0,0,10,0,0,0,3,0,0,0,0,0,10,14,20,34,41,26,28,20,0,0,190
5104804,0,0,0,3,0,3,0,0,0,11,0,0,3,5,0,5,0,0,0,15,8,16,39,32,38,37,13,0,0,182
5104805,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,12,25,25,30,60,39,3,0,0,203
5104806,0,5,0,0,7,3,0,0,0,17,0,3,3,3,0,0,0,0,0,11,6,28,41,37,59,44,13,0,0,228
5104807,0,3,0,0,4,3,0,0,0,11,0,5,3,0,0,4,0,0,0,16,14,38,43,37,52,64,19,0,0,271
5104808,0,0,0,0,4,4,3,0,0,12,0,0,3,0,0,0,0,0,0,8,3,20,47,41,39,45,17,0,0,220
5104809,0,3,0,0,3,0,0,0,0,12,0,0,3,0,3,0,0,0,0,7,14,26,47,42,47,52,14,0,0,243
5104810,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,7,6,16,24,23,28,34,9,0,0,146
5104811,0,0,3,3,0,4,0,0,0,13,0,3,7,7,3,5,0,0,0,22,7,20,41,58,30,54,13,0,0,224
5104812,0,0,0,3,4,3,0,0,0,17,0,0,0,0,3,0,0,0,0,8,4,14,22,26,57,50,9,0,0,183
5104813,0,0,0,3,0,3,0,0,0,7,0,0,3,0,0,0,0,0,0,10,5,6,30,30,22,22,5,3,0,127
5104814,0,0,0,0,4,0,0,0,0,7,0,3,5,0,5,0,0,4,0,15,3,16,19,19,33,20,4,3,0,119
5104815,0,0,0,3,0,0,3,0,0,3,0,3,0,0,4,4,0,0,0,17,8,18,31,50,42,52,14,0,0,225
5104816,0,0,0,3,6,0,0,0,0,11,0,0,0,0,3,0,0,0,0,6,9,10,28,25,46,34,11,0,0,162
5104817,0,0,0,3,0,3,3,0,0,12,0,0,3,3,3,3,0,0,0,12,4,25,35,40,36,56,13,0,0,208
5104818,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,4,0,13,30,10,20,22,6,0,0,99
5104819,0,3,0,0,3,0,0,0,0,5,0,0,3,6,0,0,0,0,0,10,10,14,23,37,34,38,10,0,0,170
5104820,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,3,9,4,16,32,32,25,4,0,0,131
5104821,0,0,4,0,3,5,0,0,0,9,0,3,3,0,0,3,0,0,0,6,5,14,33,23,20,32,10,3,0,137
5104901,0,3,0,5,0,0,0,0,0,10,0,0,3,0,5,0,0,0,0,11,0,17,31,58,56,43,14,0,0,209
5104902,0,0,0,3,0,3,3,0,0,11,0,0,0,3,6,0,0,0,0,11,15,15,22,24,47,31,10,0,0,167
5104903,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,9,8,10,11,9,27,18,0,0,0,84
5104904,0,0,0,4,0,0,0,0,0,8,0,0,0,0,0,3,0,0,0,6,11,13,33,41,32,25,3,0,0,158
5104906,0,0,0,0,0,3,0,0,0,3,0,3,3,0,3,0,0,0,0,10,4,15,23,19,59,38,10,0,0,170
5104907,0,0,3,3,3,4,0,0,0,13,0,0,3,0,3,0,0,0,0,9,18,17,35,44,56,43,6,3,0,222
5104908,0,0,0,0,0,3,0,0,0,6,0,0,4,0,0,0,0,0,0,12,5,13,16,29,61,51,9,0,0,188
5104909,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,4,5,0,0,3,5,6,4,0,0,37
5104910,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,7,6,17,29,18,8,0,0,85
5104911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,3,16,3,3,0,0,35
5104912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5104913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5105001,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,9,10,8,10,21,50,28,8,0,0,135
5105002,0,0,0,0,5,3,0,0,0,9,0,0,0,0,3,0,0,0,0,5,16,15,23,24,49,28,6,0,0,157
5105003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5105004,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,15,7,13,32,41,39,6,0,0,165
5105005,0,0,0,3,3,0,0,0,0,5,0,0,0,3,0,0,0,0,0,3,7,8,24,45,47,42,17,0,0,193
5105006,0,0,3,3,0,0,0,0,0,10,0,0,0,0,8,3,0,0,0,11,9,25,26,31,59,54,11,0,0,220
5105007,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,6,5,13,30,33,35,10,0,0,136
5105008,0,3,0,3,3,3,0,0,0,10,0,0,0,0,3,5,0,0,0,11,12,12,12,36,51,26,18,0,0,175
5105009,0,0,0,0,0,0,0,0,0,8,0,0,0,3,5,0,0,0,0,4,3,10,13,37,46,21,10,3,0,139
5105010,0,0,0,0,3,3,0,0,0,5,0,0,0,0,6,0,0,0,0,14,8,10,21,36,50,43,15,3,0,193
5105011,0,0,0,3,0,0,3,0,0,6,3,0,0,0,3,4,0,0,0,10,9,11,12,23,40,44,15,3,0,160
5105012,0,0,0,0,3,4,0,0,0,4,0,0,0,0,3,0,0,0,0,4,13,13,10,22,60,38,16,0,0,176
5105013,0,0,3,0,5,0,0,0,0,11,0,0,0,0,3,3,0,0,0,12,12,10,25,45,68,63,14,0,0,231
5105014,0,0,0,3,0,3,0,0,0,12,0,3,0,3,3,0,0,0,0,9,10,9,13,39,41,30,15,0,0,150
5105015,0,0,3,0,0,0,0,0,0,8,0,0,0,0,0,4,0,0,0,7,21,13,33,67,78,54,22,0,0,294
5105016,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,8,15,26,19,24,4,0,0,103
5105017,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,6,7,7,8,14,27,14,3,0,0,74
5105018,0,0,3,0,0,0,0,0,0,5,0,3,0,3,0,0,0,0,0,7,15,20,34,60,50,31,13,3,0,209
5105019,0,0,0,0,0,0,0,0,0,7,0,0,0,0,3,3,0,0,0,7,15,9,15,20,42,25,12,0,0,135
5105020,3,0,0,3,0,4,0,0,0,8,0,0,0,4,3,0,3,0,0,14,22,22,25,52,83,50,13,0,0,264
5105101,0,0,0,0,3,3,0,0,0,7,0,0,0,3,3,0,0,0,0,8,11,5,21,37,45,28,16,3,0,162
5105103,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,3,7,19,27,30,24,7,0,0,117
5105104,0,0,0,0,0,0,0,0,0,4,0,0,0,3,3,0,0,0,0,14,7,28,38,33,33,21,7,0,0,160
5105105,0,0,0,0,0,3,0,0,0,10,0,0,0,3,4,3,0,0,0,10,11,22,53,43,54,38,8,0,0,222
5105106,0,0,3,3,0,0,0,0,0,9,0,0,0,5,3,0,0,0,0,10,6,14,30,39,38,38,14,0,0,187
5105107,0,0,0,5,0,0,0,0,0,9,0,0,3,0,0,0,0,0,0,6,18,10,30,47,41,29,10,0,0,187
5105108,0,0,5,3,4,6,0,0,0,20,0,3,0,3,8,0,0,0,0,16,32,43,140,89,95,81,20,3,0,500
5105109,3,0,3,0,9,0,0,0,0,12,0,0,3,0,6,3,0,0,0,14,17,14,18,28,62,35,0,0,0,183
5105111,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,12,15,33,37,30,13,3,0,0,140
5105112,0,3,0,0,3,3,0,0,0,11,0,0,0,0,0,0,0,0,0,4,3,20,20,38,40,21,0,0,0,142
5105113,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,4,0,0,0,3,8,20,27,21,40,26,3,0,0,150
5105114,0,3,0,0,0,0,0,0,0,8,0,3,0,0,6,0,0,0,0,10,18,26,25,28,73,46,7,0,0,239
5105115,0,3,0,0,0,0,3,0,0,8,3,0,3,0,0,4,0,0,0,9,14,16,27,30,64,35,3,0,0,191
