SA1_7DIGITCODE_2016,F_Mgmt_Cmrce_35_44,F_Mgmt_Cmrce_45_54,F_Mgmt_Cmrce_55_64,F_Mgmt_Cmrce_65_74,F_Mgmt_Cmrce_75_84,F_Mgmt_Cmrce_85_over,F_Mgmt_Cmrce_Tot,F_Scty_Cul_15_24_yr,F_Scty_Cul_25_34_yr,F_Scty_Cul_35_44_yr,F_Scty_Cul_45_54_yr,F_Scty_Cul_55_64_yr,F_Scty_Cul_65_74_yr,F_Scty_Cul_75_84_yr,F_Scty_Cul_85_yr_over,F_Scty_Cul_Tot,F_Crtve_Arts_15_24_yr,F_Crtve_Arts_25_34_yr,F_Crtve_Arts_35_44_yr,F_Crtve_Arts_45_54_yr,F_Crtve_Arts_55_64_yr,F_Crtve_Arts_65_74_yr,F_Crtve_Arts_75_84_yr,F_Crtve_Arts_85_yr_over,F_Crtve_Arts_Tot,F_FoodHos_PsnlSvcs_15_24,F_FoodHos_PsnlSvcs_25_34,F_FoodHos_PsnlSvcs_35_44,F_FoodHos_PsnlSvcs_45_54,F_FoodHos_PsnlSvcs_55_64,F_FoodHos_PsnlSvcs_65_74,F_FoodHos_PsnlSvcs_75_84,F_FoodHos_PsnlSvcs_85_over,F_FoodHos_PsnlSvcs_Tot,F_Mix_Fld_Prog_15_24,F_Mix_Fld_Prog_25_34,F_Mix_Fld_Prog_35_44,F_Mix_Fld_Prog_45_54,F_Mix_Fld_Prog_55_64,F_Mix_Fld_Prog_65_74,F_Mix_Fld_Prog_75_84,F_Mix_Fld_Prog_85,F_Mix_Fld_Prog_Tot,F_Fld_stud_inad_desc_15_24,F_Fld_stud_inad_desc_25_34,F_Fld_stud_inad_desc_35_44,F_Fld_stud_inad_desc_45_54,F_Fld_stud_inad_desc_55_64,F_Fld_stud_inad_desc_65_74,F_Fld_stud_inad_desc_75_84,F_Fld_stud_inad_desc_85,F_Fld_stud_inad_desc_Tot,F_Fld_stud_ns_15_24_yr,F_Fld_stud_ns_25_34_yr,F_Fld_stud_ns_35_44_yr,F_Fld_stud_ns_45_54_yr,F_Fld_stud_ns_55_64_yr,F_Fld_stud_ns_65_74_yr,F_Fld_stud_ns_75_84_yr,F_Fld_stud_ns_85_yr_over,F_Fld_stud_ns_Tot,F_Tot_15_24_yr,F_Tot_25_34_yr,F_Tot_35_44_yr,F_Tot_45_54_yr,F_Tot_55_64_yr,F_Tot_65_74_yr,F_Tot_75_84_yr,F_Tot_85_yr_over,F_Tot_Tot,P_Nat_Phy_Sci_15_24,P_Nat_Phy_Sci_25_34,P_Nat_Phy_Sci_35_44,P_Nat_Phy_Sci_45_54,P_Nat_Phy_Sci_55_64,P_Nat_Phy_Sci_65_74,P_Nat_Phy_Sci_75_84,P_Nat_Phy_Sci_85,P_Nat_Phy_Sci_Tot,P_IT_15_24,P_IT_25_34,P_IT_35_44,P_IT_45_54,P_IT_55_64,P_IT_65_74,P_IT_75_84,P_IT_85,P_IT_Tot,P_Egnr_rel_Tech_15_24,P_Egnr_rel_Tech_25_34,P_Egnr_rel_Tech_35_44,P_Egnr_rel_Tech_45_54,P_Egnr_rel_Tech_55_64,P_Egnr_rel_Tech_65_74,P_Egnr_rel_Tech_75_84,P_Egnr_rel_Tech_85,P_Egnr_rel_Tech_Tot,P_Arc_Bld_15_24,P_Arc_Bld_25_34,P_Arc_Bld_35_44,P_Arc_Bld_45_54,P_Arc_Bld_55_64,P_Arc_Bld_65_74,P_Arc_Bld_75_84,P_Arc_Bld_85_over,P_Arc_Bld_Tot,P_Agric_Env_Rel_Stud_15_24,P_Agric_Env_Rel_Stud_25_34,P_Agric_Env_Rel_Stud_35_44,P_Agric_Env_Rel_Stud_45_54,P_Agric_Env_Rel_Stud_55_64,P_Agric_Env_Rel_Stud_65_74,P_Agric_Env_Rel_Stud_75_84,P_Agric_Env_Rel_Stud_85,P_Agric_Envir_Rel_Stud_Tot,P_Hlth_15_24_yr,P_Hlth_25_34_yr,P_Hlth_35_44_yr,P_Hlth_45_54_yr,P_Hlth_55_64_yr,P_Hlth_65_74_yr,P_Hlth_75_84_yr,P_Hlth_85_yr_over,P_Hlth_Tot,P_Edu_15_24_yr,P_Edu_25_34_yr,P_Edu_35_44_yr,P_Edu_45_54_yr,P_Edu_55_64_yr,P_Edu_65_74_yr,P_Edu_75_84_yr,P_Edu_85_yr_over,P_Edu_Tot,P_Mgmt_Cmrce_15_24,P_Mgmt_Cmrce_25_34,P_Mgmt_Cmrce_35_44,P_Mgmt_Cmrce_45_54,P_Mgmt_Cmrce_55_64,P_Mgmt_Cmrce_65_74,P_Mgmt_Cmrce_75_84,P_Mgmt_Cmrce_85_over,P_Mgmt_Cmrce_Tot,P_Scty_Cul_15_24_yr,P_Scty_Cul_25_34_yr,P_Scty_Cul_35_44_yr,P_Scty_Cul_45_54_yr,P_Scty_Cul_55_64_yr,P_Scty_Cul_65_74_yr,P_Scty_Cul_75_84_yr,P_Scty_Cul_85_yr_over,P_Scty_Cul_Tot,P_Crtve_Arts_15_24_yr,P_Crtve_Arts_25_34_yr,P_Crtve_Arts_35_44_yr,P_Crtve_Arts_45_54_yr,P_Crtve_Arts_55_64_yr,P_Crtve_Arts_65_74_yr,P_Crtve_Arts_75_84_yr,P_Crtve_Arts_85_yr_over,P_Crtve_Arts_Tot,P_FoodHos_PsnlSvcs_15_24,P_FoodHos_PsnlSvcs_25_34,P_FoodHos_PsnlSvcs_35_44,P_FoodHos_PsnlSvcs_45_54,P_FoodHos_PsnlSvcs_55_64,P_FoodHos_PsnlSvcs_65_74,P_FoodHos_PsnlSvcs_75_84,P_FoodHos_PsnlSvcs_85_over,P_FoodHos_PsnlSvcs_Tot,P_Mix_Fld_Prog_15_24,P_Mix_Fld_Prog_25_34,P_Mix_Fld_Prog_35_44,P_Mix_Fld_Prog_45_54,P_Mix_Fld_Prog_55_64,P_Mix_Fld_Prog_65_74,P_Mix_Fld_Prog_75_84,P_Mix_Fld_Prog_85,P_Mix_Fld_Prog_Tot,P_Fld_stud_inad_desc_15_24,P_Fld_stud_inad_desc_25_34,P_Fld_stud_inad_desc_35_44,P_Fld_stud_inad_desc_45_54,P_Fld_stud_inad_desc_55_64,P_Fld_stud_inad_desc_65_74,P_Fld_stud_inad_desc_75_84,P_Fld_stud_inad_desc_85,P_Fld_stud_inad_desc_Tot,P_Fld_stud_ns_15_24_yr,P_Fld_stud_ns_25_34_yr,P_Fld_stud_ns_35_44_yr,P_Fld_stud_ns_45_54_yr,P_Fld_stud_ns_55_64_yr,P_Fld_stud_ns_65_74_yr,P_Fld_stud_ns_75_84_yr,P_Fld_stud_ns_85_yr_over,P_Fld_stud_ns_Tot,P_Tot_15_24_yr,P_Tot_25_34_yr,P_Tot_35_44_yr,P_Tot_45_54_yr
5110502,5,3,0,3,0,0,11,0,7,0,3,0,3,0,0,14,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,8,8,13,14,15,7,9,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,6,7,0,0,26,0,0,3,0,0,0,0,0,11,0,0,0,0,0,0,0,0,7,0,0,3,3,0,0,0,0,15,3,3,4,0,3,0,0,0,10,0,5,5,3,3,3,0,0,22,0,7,0,6,3,3,0,0,15,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,3,0,3,3,0,0,13,11,14,33,24
5110503,5,0,0,0,0,0,10,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,3,0,0,0,11,6,8,13,14,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,10,3,0,0,0,0,12,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,6,8,0,0,0,0,14,0,0,3,3,0,0,0,0,5,0,0,5,0,0,0,0,0,10,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,9,3,0,0,0,19,14,10,29,26
5110504,4,4,0,0,0,0,10,0,5,0,3,0,0,0,0,16,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,8,3,14,22,19,4,0,0,0,68,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,3,10,7,6,0,0,0,20,0,0,3,6,0,0,0,0,11,0,0,0,0,0,0,0,0,3,0,0,6,4,3,0,0,0,25,0,0,0,3,0,0,0,0,8,0,4,5,5,0,0,0,0,15,0,5,3,3,0,0,0,0,13,0,0,0,0,0,0,0,0,3,0,0,7,3,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,0,0,0,10,10,22,37,35
5110505,6,6,3,3,0,0,28,3,6,3,0,5,3,0,0,15,3,0,3,4,0,0,0,0,8,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,9,13,23,38,12,4,0,0,104,0,0,0,3,0,0,0,0,3,0,0,0,3,0,0,0,0,5,8,4,5,9,7,0,0,0,38,0,0,4,9,3,0,3,0,23,0,0,0,0,0,0,0,0,3,0,0,5,9,3,0,0,0,21,0,4,6,14,3,0,0,0,27,0,4,11,16,5,3,0,0,42,3,6,4,0,5,3,0,0,14,7,0,3,4,0,0,0,0,12,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,5,0,0,0,15,17,22,51,75
5110506,9,8,7,4,0,0,28,0,0,0,5,0,0,0,0,8,0,0,0,0,0,0,0,0,3,0,3,3,8,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,8,14,8,22,35,17,4,0,0,96,0,3,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,8,0,0,4,23,17,3,0,0,51,4,0,0,7,3,4,0,0,19,0,0,0,0,0,0,0,0,0,0,0,3,13,0,0,0,0,21,4,3,0,4,7,3,0,0,20,0,3,13,15,7,3,0,0,46,0,0,3,4,3,0,0,0,14,3,0,0,0,3,0,0,0,10,3,3,4,7,3,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,3,0,0,5,0,16,19,11,34,81
5110507,12,7,3,5,0,0,34,0,0,7,3,7,0,0,0,19,0,4,3,0,0,0,0,0,7,0,0,0,6,3,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,22,37,31,16,8,0,0,114,0,0,3,0,0,0,0,0,4,0,0,0,3,0,0,0,0,7,5,12,12,17,15,7,7,0,59,0,5,0,9,3,3,0,0,26,0,0,0,0,0,0,0,0,3,0,6,7,8,5,0,0,0,24,0,3,7,0,0,0,0,0,14,4,7,12,9,3,3,0,0,47,0,6,5,3,12,0,0,0,29,3,4,3,0,0,0,0,0,7,4,0,0,6,3,0,0,0,17,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,6,0,0,0,3,0,0,0,0,5,19,42,64,59
5110508,3,3,8,3,0,0,23,0,0,5,6,0,0,0,0,11,0,0,0,0,0,0,0,0,5,0,3,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,14,18,22,10,5,0,0,80,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,4,3,3,8,11,3,3,0,37,3,5,3,3,4,0,0,0,24,0,0,0,0,0,0,0,0,3,3,3,0,3,8,0,0,0,19,0,0,0,3,0,0,0,0,5,5,3,8,6,4,4,0,0,30,3,3,5,3,0,0,0,0,20,0,0,0,0,0,3,0,0,6,0,4,5,3,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,21,19,31,41
5110509,6,11,4,0,0,0,19,0,0,0,0,4,0,0,0,9,3,0,0,0,0,0,0,0,7,0,3,8,4,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,0,0,0,0,7,6,7,21,29,8,6,0,0,78,0,0,5,0,0,0,0,0,5,0,0,0,3,0,0,0,0,6,3,0,8,6,6,0,0,0,21,0,0,3,0,5,0,0,0,15,0,0,0,0,0,0,0,0,3,0,0,3,3,3,0,0,0,10,0,0,5,11,3,0,0,0,18,0,3,6,15,4,3,0,0,34,0,0,4,0,6,0,0,0,10,5,0,0,3,0,0,0,0,10,0,3,4,4,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,7,0,0,0,0,18,18,11,37,61
5110510,17,14,4,3,0,0,44,4,0,12,0,6,0,0,0,21,3,0,0,0,0,0,0,0,3,3,0,0,0,4,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,10,20,9,50,43,17,8,0,0,141,0,0,4,0,0,0,0,0,9,0,0,5,0,0,0,0,0,9,3,9,19,23,7,10,0,0,68,0,3,4,9,5,3,0,0,16,0,0,0,0,0,0,0,0,0,0,0,12,9,4,0,0,0,37,3,5,9,7,0,0,0,0,26,3,3,25,26,6,3,0,0,66,4,3,9,6,5,0,0,0,25,4,0,0,0,0,0,0,0,4,3,0,0,3,4,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,5,0,3,4,0,0,0,0,16,25,23,87,84
5110512,3,0,4,0,0,0,15,0,3,4,9,0,0,0,0,15,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,9,22,21,5,6,0,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,15,11,3,0,0,35,0,0,4,5,4,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,8,5,0,0,0,0,15,0,0,3,4,0,0,0,0,6,0,0,6,7,5,0,0,0,21,0,3,10,11,0,0,0,0,25,0,0,0,0,0,0,0,0,5,0,0,0,0,4,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,11,39,50
5110513,3,6,0,0,0,0,19,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,10,4,8,12,21,12,5,3,0,72,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,4,0,5,3,3,0,0,18,0,3,0,4,3,0,0,0,11,0,0,0,0,0,0,0,0,3,3,3,3,3,0,0,0,0,14,0,6,7,8,3,3,3,0,25,0,4,3,5,0,0,4,0,19,0,0,4,0,3,0,0,0,14,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,12,12,18,21,29
5110514,6,7,3,0,3,0,30,0,4,4,3,3,0,0,0,13,0,0,0,0,0,0,0,0,0,0,3,3,7,4,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,0,0,9,10,16,30,28,24,9,5,0,132,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,7,0,7,9,13,16,4,0,0,51,4,5,11,8,6,3,0,0,34,0,0,3,0,0,0,0,0,3,0,4,4,6,5,5,3,0,25,0,0,10,6,4,3,3,0,23,12,7,8,9,11,0,3,0,39,0,3,4,3,3,0,0,0,17,0,0,3,0,0,0,0,0,7,0,3,4,5,4,0,0,0,23,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,3,0,3,4,4,3,0,0,23,21,33,57,66
5110515,5,3,4,0,0,0,9,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,10,4,10,9,8,3,4,4,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,4,7,7,0,3,0,31,5,3,0,7,3,0,0,0,15,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,12,0,0,0,3,0,0,0,0,6,0,0,6,3,7,0,0,0,11,0,4,3,0,0,0,0,0,7,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,0,4,0,19,13,22,21,28
5110517,7,5,3,9,7,0,27,3,0,3,3,0,3,4,0,14,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,8,3,17,32,12,20,21,3,119,0,3,3,3,3,0,0,0,13,0,0,0,0,0,0,0,0,3,0,3,5,12,6,14,14,3,56,0,0,3,8,0,0,0,0,14,0,0,0,0,0,0,0,0,4,0,0,7,13,3,6,4,0,35,0,0,0,7,0,3,4,0,24,0,0,8,13,3,13,8,0,51,3,0,3,7,0,4,3,0,20,0,0,0,0,0,0,3,0,3,0,0,0,3,0,0,4,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,3,0,5,4,19,8,11,29,73
5110518,6,7,3,0,0,0,28,3,0,6,3,0,0,0,0,10,0,0,3,0,0,0,0,0,5,0,0,3,4,0,3,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,0,0,0,0,12,12,6,38,39,13,8,4,0,126,0,4,3,0,0,0,0,0,4,0,0,5,0,0,0,0,0,8,3,0,5,20,5,3,0,0,42,0,0,10,6,0,0,0,0,14,0,0,0,0,0,0,0,0,9,0,0,16,6,3,0,0,0,34,0,0,4,4,3,4,0,0,23,3,3,17,16,7,3,4,0,51,3,0,6,10,0,0,0,0,24,3,0,7,3,0,0,0,0,13,0,0,3,4,0,3,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,10,0,0,0,0,14,17,11,72,84
5110519,6,6,0,0,0,0,22,0,0,3,8,3,0,0,0,16,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,0,8,9,11,22,38,16,5,5,0,100,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,0,7,0,0,10,14,10,3,3,0,45,0,0,3,7,0,3,0,0,17,0,0,0,0,0,0,0,0,0,0,9,0,12,5,7,0,0,28,0,0,3,3,3,0,0,0,16,3,3,6,13,3,0,0,0,32,0,5,5,3,6,0,0,0,21,0,0,0,4,0,0,0,0,7,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,8,0,0,0,5,0,0,3,0,17,13,14,47,71
5110520,3,9,5,0,0,0,17,0,3,3,3,0,0,0,0,11,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,4,6,21,33,12,3,0,0,86,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,3,0,4,14,9,9,0,0,0,36,3,3,4,10,0,0,0,0,23,0,0,0,0,0,0,0,0,3,0,0,3,4,4,0,0,0,17,3,0,3,4,3,0,0,0,15,0,0,5,14,9,0,0,0,28,0,3,7,3,0,0,0,0,17,0,0,0,0,0,0,0,0,3,3,3,3,6,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,4,0,0,0,13,13,16,44,59
5110522,11,7,5,3,0,0,32,0,7,5,10,0,0,0,0,23,0,0,0,0,0,0,0,0,4,0,3,3,3,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,15,11,28,34,42,9,7,0,0,132,3,3,3,0,0,0,0,0,8,0,3,0,3,0,0,0,0,5,3,12,17,19,16,6,0,0,68,5,10,3,4,9,0,0,0,28,0,0,0,0,0,0,0,0,3,3,5,9,6,0,0,0,0,23,3,3,5,3,0,0,0,0,19,3,7,11,14,5,3,0,0,41,0,7,14,10,0,0,0,0,29,0,0,4,0,0,0,0,0,7,0,3,3,4,8,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,7,0,4,4,0,29,27,55,66,76
5110523,9,15,3,0,0,0,28,0,0,4,6,3,0,0,0,16,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,6,0,5,3,3,0,0,0,13,14,12,38,47,14,3,0,0,125,3,0,3,0,3,0,0,0,5,0,0,3,3,4,0,0,0,9,0,8,11,8,6,0,0,0,42,0,0,6,9,0,0,0,0,16,0,0,0,3,0,0,0,0,3,0,9,11,7,7,0,0,0,31,0,0,13,5,5,0,0,0,23,4,3,6,25,3,3,0,0,39,3,0,9,6,6,0,0,0,26,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,6,6,0,3,5,4,0,0,0,21,20,22,73,76
5110524,3,3,0,0,0,0,14,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,12,4,13,19,12,4,3,3,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,4,11,4,3,0,0,26,0,0,3,5,0,0,0,0,12,0,0,0,0,0,0,0,0,0,5,0,4,3,0,0,0,0,14,0,0,5,3,0,0,0,0,12,0,8,4,3,0,0,0,0,13,0,0,3,7,0,0,0,0,13,0,3,0,0,0,0,0,0,7,0,0,3,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,9,0,0,0,0,0,14,17,21,31,29
5110526,7,16,3,0,0,0,28,0,0,3,3,6,0,0,0,18,0,0,6,0,0,0,0,0,8,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,3,0,0,0,0,0,0,0,12,5,9,25,41,19,3,0,0,98,0,0,4,3,3,0,0,0,10,0,0,3,0,0,0,0,0,12,0,0,5,14,8,0,0,0,38,4,0,5,4,4,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,7,7,4,0,0,0,20,0,0,3,7,3,0,0,0,17,3,6,8,20,6,0,0,0,48,0,0,10,7,6,0,0,0,24,3,0,6,0,0,0,0,0,4,0,0,0,8,0,4,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,7,0,3,0,3,3,0,0,14,19,9,49,85
5110528,5,14,6,5,0,0,35,0,0,3,4,3,0,0,0,13,0,0,0,0,0,0,0,0,6,0,0,0,7,3,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,0,0,0,0,15,14,13,15,44,21,11,0,0,120,0,0,0,5,0,0,0,0,8,0,0,0,3,0,3,0,0,5,11,14,5,17,17,8,0,0,74,0,0,9,11,4,3,0,0,24,0,0,0,0,0,0,0,0,0,3,4,6,9,3,0,0,0,26,0,4,4,4,3,0,0,0,12,3,10,5,22,10,12,0,0,54,3,0,0,7,3,0,0,0,15,0,0,0,0,0,0,0,0,9,0,3,0,7,3,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3,0,8,5,0,0,0,30,30,38,36,87
5110530,8,8,3,0,0,0,30,0,5,4,6,3,4,3,0,21,3,0,3,0,3,0,0,0,7,0,0,0,0,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,3,3,8,0,3,0,29,24,17,31,33,27,12,3,6,157,0,0,0,0,0,3,0,0,3,0,0,0,3,0,0,0,0,8,3,9,10,13,5,6,7,0,47,3,6,8,5,4,3,3,0,35,0,0,3,3,0,0,0,0,3,8,3,4,6,5,3,0,0,28,0,0,10,4,7,4,0,0,28,0,10,13,12,3,3,4,0,43,3,5,4,5,6,3,3,0,31,3,0,3,0,5,0,0,0,13,4,3,0,4,3,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,12,0,3,8,6,7,0,0,45,36,42,54,77
5110531,3,3,3,0,0,0,16,3,5,4,3,0,3,0,0,25,0,4,0,0,0,0,0,0,3,3,3,3,0,0,3,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,5,3,0,0,0,14,14,24,18,21,14,11,0,0,103,0,6,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,4,7,7,3,0,0,0,26,0,7,5,0,0,3,0,0,23,0,0,0,0,0,0,0,0,3,0,3,3,4,0,0,0,0,23,0,3,0,0,0,0,0,0,5,0,10,6,3,3,0,0,0,20,3,5,4,6,0,3,0,0,26,3,3,0,0,0,0,0,0,11,4,7,5,0,0,3,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,0,4,4,5,0,0,25,24,56,37,35
5110532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5110533,7,7,0,0,0,0,36,4,14,3,9,3,0,0,0,29,0,3,3,0,0,0,0,0,8,4,18,3,3,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,9,3,9,4,0,0,0,43,33,90,41,32,11,3,0,0,211,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,14,3,21,9,13,3,0,0,0,57,8,12,16,4,5,0,0,0,39,0,0,0,0,0,0,0,0,0,8,23,7,6,3,0,0,0,43,3,13,5,5,0,0,0,0,31,4,25,19,9,0,0,0,0,56,4,19,4,9,3,0,0,0,34,0,8,3,0,0,0,0,0,10,4,18,6,3,3,0,0,0,39,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,20,23,10,9,11,0,0,0,71,55,159,90,58
