SA1_7DIGITCODE_2016,M_SEO_Before_2000,M_SEO_2000_2005,M_SEO_2006_2010,M_SEO_2011,M_SEO_2012,M_SEO_2013,M_SEO_2014,M_SEO_2015,M_SEO_2016,M_SEO_Yr_arr_ns,M_SEO_T,M_Sol_sp_En_Vww_B_2000,M_Sol_sp_En_Vww_2000_2005,M_Sol_sp_En_Vww_2006_2010,M_Sol_sp_En_Vww_2011,M_Sol_sp_En_Vww_2012,M_Sol_sp_En_Vww_2013,M_Sol_sp_En_Vww_2014,M_Sol_sp_En_Vww_2015,M_Sol_sp_En_Vww_2016,M_Sol_sp_En_Vww_Yr_arr_ns,M_Sol_sp_En_Vww_T,M_Sol_sp_En_Nwna_Bef_2000,M_Sol_sp_En_Nwna_2000_2005,M_Sol_sp_En_Nwna_2006_2010,M_Sol_sp_En_Nwna_2011,M_Sol_sp_En_Nwna_2012,M_Sol_sp_En_Nwna_2013,M_Sol_sp_En_Nwna_2014,M_Sol_sp_En_Nwna_2015,M_Sol_sp_En_Nwna_2016,M_Sol_sp_En_Nwna_Yr_arr_ns,M_Sol_sp_En_Nwna_T,M_Sol_sp_En_Pr_En_ns_Be_2000,M_Sol_sp_En_Pr_E_ns_2000_2005,M_Sol_sp_E_Pr_En_ns_2006_2010,M_Sol_sp_En_Prof_En_ns_2011,M_Sol_sp_En_Prof_En_ns_2012,M_Sol_sp_En_Prof_En_ns_2013,M_Sol_sp_En_Prof_En_ns_2014,M_Sol_sp_En_Prof_En_ns_2015,M_Sol_sp_En_Prof_En_ns_2016,M_So_sp_En_Pro_En_ns_Yr_ar_ns,M_Sol_sp_En_Prof_En_ns_T,M_Sol_sp_En_T_B_2000,M_Sol_sp_En_T_2000_2005,M_Sol_sp_En_T_2006_2010,M_Sol_sp_En_T_2011,M_Sol_sp_En_T_2012,M_Sol_sp_En_T_2013,M_Sol_sp_En_T_2014,M_Sol_sp_En_T_2015,M_Sol_sp_En_T_2016,M_Sol_sp_En_T_Yr_arr_ns,M_Sol_sp_En_T_T,M_LanProf_En_ns_B_2000,M_LanProf_En_ns_2000_2005,M_LanProf_En_ns_2006_2010,M_LanProf_En_ns_2011,M_LanProf_En_ns_2012,M_LanProf_En_ns_2013,M_LanProf_En_ns_2014,M_LanProf_En_ns_2015,M_LanProf_En_ns_2016,M_LanProf_En_ns_Yr_arr_ns,M_LanProf_En_ns_T,M_T_B_2000,M_T_2000_2005,M_T_2006_2010,M_T_2011,M_T_2012,M_T_2013,M_T_2014,M_T_2015,M_T_2016,M_T_Yr_arrival_ns,M_T_T,F_SEO_B_2000,F_SEO_2000_2005,F_SEO_2006_2010,F_SEO_2011,F_SEO_2012,F_SEO_2013,F_SEO_2014,F_SEO_2015,F_SEO_2016,F_SEO_Yr_arr_ns,F_SEO_T,F_Sol_sp_En_Vww_B_2000,F_Sol_sp_En_Vww_2000_2005,F_Sol_sp_En_Vww_2006_2010,F_Sol_sp_En_Vww_2011,F_Sol_sp_En_Vww_2012,F_Sol_sp_En_Vww_2013,F_Sol_sp_En_Vww_2014,F_Sol_sp_En_Vww_2015,F_Sol_sp_En_Vww_2016,F_Sol_sp_En_Vww_Yr_arr_ns,F_Sol_sp_En_Vww_T,F_Sol_sp_En_Nwna_Bef_2000,F_Sol_sp_En_Nwna_2000_2005,F_Sol_sp_En_Nwna_2006_2010,F_Sol_sp_En_Nwna_2011,F_Sol_sp_En_Nwna_2012,F_Sol_sp_En_Nwna_2013,F_Sol_sp_En_Nwna_2014,F_Sol_sp_En_Nwna_2015,F_Sol_sp_En_Nwna_2016,F_Sol_sp_En_Nwna_Yr_arr_ns,F_Sol_sp_En_Nwna_T,F_Sol_sp_En_Pr_En_ns_Be_2000,F_Sol_sp_En_Pr_E_ns_2000_2005,F_Sol_sp_E_Pr_En_ns_2006_2010,F_Sol_sp_En_Prof_En_ns_2011,F_Sol_sp_En_Prof_En_ns_2012,F_Sol_sp_En_Prof_En_ns_2013,F_Sol_sp_En_Prof_En_ns_2014,F_Sol_sp_En_Prof_En_ns_2015,F_Sol_sp_En_Prof_En_ns_2016,F_So_sp_En_Pro_En_ns_Yr_ar_ns,F_Sol_sp_En_Prof_En_ns_T,F_Sol_sp_En_T_B_2000,F_Sol_sp_En_T_2000_2005,F_Sol_sp_En_T_2006_2010,F_Sol_sp_En_T_2011,F_Sol_sp_En_T_2012,F_Sol_sp_En_T_2013,F_Sol_sp_En_T_2014,F_Sol_sp_En_T_2015,F_Sol_sp_En_T_2016,F_Sol_sp_En_T_Yr_arr_ns,F_Sol_sp_En_T_T,F_LanProf_En_ns_Bef_2000,F_LanProf_En_ns_2000_2005,F_LanProf_En_ns_2006_2010,F_LanProf_En_ns_2011,F_LanProf_En_ns_2012,F_LanProf_En_ns_2013,F_LanProf_En_ns_2014,F_LanProf_En_ns_2015,F_LanProf_En_ns_2016,F_LanProf_En_ns_Yr_arr_ns,F_LanProf_En_ns_T,F_T_B_2000,F_T_2000_2005,F_T_2006_2010,F_T_2011,F_T_2012,F_T_2013,F_T_2014,F_T_2015,F_T_2016,F_T_Yr_arrival_ns,F_T_T,P_SEO_B_2000,P_SEO_2000_2005,P_SEO_2006_2010,P_SEO_2011,P_SEO_2012,P_SEO_2013,P_SEO_2014,P_SEO_2015,P_SEO_2016,P_SEO_Yr_arr_ns,P_SEO_T,P_Sol_sp_En_Vww_B_2000,P_Sol_sp_En_Vww_2000_2005,P_Sol_sp_En_Vww_2006_2010,P_Sol_sp_En_Vww_2011,P_Sol_sp_En_Vww_2012,P_Sol_sp_En_Vww_2013,P_Sol_sp_En_Vww_2014,P_Sol_sp_En_Vww_2015,P_Sol_sp_En_Vww_2016,P_Sol_sp_En_Vww_Yr_arr_ns,P_Sol_sp_En_Vww_T,P_Sol_sp_En_Nwna_Bef_2000,P_Sol_sp_En_Nwna_2000_2005,P_Sol_sp_En_Nwna_2006_2010,P_Sol_sp_En_Nwna_2011,P_Sol_sp_En_Nwna_2012,P_Sol_sp_En_Nwna_2013,P_Sol_sp_En_Nwna_2014,P_Sol_sp_En_Nwna_2015,P_Sol_sp_En_Nwna_2016,P_Sol_sp_En_Nwna_Yr_arr_ns,P_Sol_sp_En_Nwna_T,P_Sol_sp_En_Pr_En_ns_Be_2000,P_Sol_sp_En_Pr_E_ns_2000_2005,P_Sol_sp_E_Pr_En_ns_2006_2010,P_Sol_sp_En_Prof_En_ns_2011,P_Sol_sp_En_Prof_En_ns_2012,P_Sol_sp_En_Prof_En_ns_2013,P_Sol_sp_En_Prof_En_ns_2014,P_Sol_sp_En_Prof_En_ns_2015,P_Sol_sp_En_Prof_En_ns_2016,P_So_sp_En_Pro_En_ns_Yr_ar_ns,P_Sol_sp_En_Prof_En_ns_T,P_Sol_sp_En_T_B_2000,P_Sol_sp_En_T_2000_2005
5109021,9,5,3,3,4,0,0,0,0,3,31,11,17,28,5,8,5,17,8,5,4,111,3,0,3,3,3,0,0,7,3,3,23,0,0,0,0,0,0,0,0,0,0,0,20,17,32,4,11,11,16,16,8,6,136,0,0,0,0,0,0,0,0,0,0,0,31,19,35,8,14,11,20,16,8,10,164,16,0,0,3,7,0,0,0,0,0,27,11,14,28,6,5,7,7,10,6,3,90,9,0,3,0,0,0,0,0,0,4,18,0,0,0,0,0,0,0,0,0,0,3,16,19,32,6,6,8,9,10,6,8,115,0,0,0,0,0,0,0,0,0,0,0,33,19,32,3,9,8,7,10,10,8,140,26,5,6,8,8,0,4,0,3,3,58,24,24,59,5,12,11,25,16,8,6,204,10,0,3,3,3,3,0,7,6,3,46,0,0,0,0,0,0,0,0,0,0,3,34,29
5109022,17,9,8,4,8,0,0,0,3,3,51,25,6,25,4,11,4,10,10,4,0,108,6,0,0,0,0,0,4,6,0,3,21,0,0,0,0,0,0,0,0,0,0,0,33,11,26,4,8,4,17,11,4,3,123,0,0,0,0,0,0,0,0,0,0,0,54,19,33,5,13,5,20,12,4,4,177,14,3,10,3,7,4,0,0,0,0,51,25,12,24,9,4,8,10,4,3,0,96,9,0,3,0,0,3,0,3,3,3,22,0,0,0,0,0,0,0,0,0,0,0,35,13,26,9,9,6,9,9,7,4,126,0,0,0,0,0,0,0,0,0,0,0,53,16,36,10,13,15,9,9,10,4,175,37,13,19,5,12,3,0,0,4,3,104,56,18,49,14,17,10,23,11,7,0,207,13,3,3,0,0,3,5,8,3,8,46,0,0,0,0,0,0,0,0,0,0,0,71,19
5109023,29,0,11,3,4,0,0,0,0,0,49,15,10,41,8,18,18,9,11,12,3,142,5,0,4,0,0,6,0,3,0,0,20,0,0,0,0,0,0,0,0,0,0,0,18,10,46,8,18,27,9,19,12,4,164,0,0,0,0,0,0,0,0,0,0,0,53,16,49,14,16,26,14,19,11,4,220,28,3,15,4,0,0,0,0,0,0,63,13,10,25,12,6,16,10,6,3,0,112,7,0,8,0,0,3,3,0,3,3,25,0,0,0,0,0,0,0,0,0,0,0,23,13,36,11,9,12,12,8,4,4,137,0,0,0,0,0,0,0,0,0,0,0,53,19,51,19,8,12,12,8,4,3,198,58,10,27,10,9,0,0,0,0,0,114,30,27,70,21,19,32,24,24,10,3,251,13,0,9,0,0,8,3,5,3,5,47,0,0,0,0,0,0,0,0,0,0,0,42,28
5109024,9,6,3,3,8,0,4,3,0,0,38,4,5,20,0,11,10,8,6,3,0,71,7,0,0,0,0,3,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,3,13,10,20,0,11,14,6,10,3,0,78,0,0,0,0,0,0,0,0,0,0,0,23,18,25,3,11,12,10,7,5,0,117,15,0,3,4,0,3,0,0,0,0,27,12,12,14,4,6,4,5,0,0,0,52,3,0,0,0,0,3,4,0,0,3,13,0,0,0,0,0,0,0,0,0,0,0,18,8,12,4,6,8,6,5,0,3,67,0,0,0,0,0,0,0,0,0,0,0,27,10,15,7,8,7,9,5,0,3,96,26,5,10,8,4,4,3,3,3,0,69,15,16,27,3,12,15,15,6,3,0,122,7,3,0,0,0,3,4,0,0,3,26,0,0,0,0,0,0,0,0,0,0,3,28,19
5109025,24,0,4,3,6,0,0,3,0,0,47,29,16,28,12,7,9,6,4,3,0,104,4,3,3,0,0,0,0,3,0,0,18,0,0,0,0,0,0,0,0,0,0,0,32,17,35,13,7,9,9,9,3,0,122,0,0,0,0,0,0,0,0,0,0,0,59,18,40,14,6,8,14,10,3,0,165,28,4,6,3,5,0,0,0,0,0,45,29,18,25,4,5,7,3,7,3,0,102,11,0,6,0,0,0,3,3,3,0,27,0,0,0,0,0,0,0,0,0,0,3,35,18,26,4,7,7,5,6,3,0,130,0,0,0,0,0,0,0,0,0,0,0,63,22,33,10,11,7,9,12,3,0,169,51,3,10,4,11,0,3,3,0,0,83,55,29,54,15,13,9,13,10,4,0,210,20,4,6,0,0,0,4,7,3,0,40,0,0,0,0,0,0,0,0,0,0,3,73,33
5109027,20,3,10,3,5,4,0,4,0,0,47,19,7,39,3,13,0,16,3,6,3,109,7,0,3,0,0,4,3,0,3,4,17,0,0,0,0,0,0,0,0,0,0,0,26,5,39,3,13,4,19,3,11,4,127,0,0,0,0,0,0,0,0,0,0,0,50,8,52,8,16,9,20,7,11,4,179,23,0,4,3,0,3,3,0,0,3,36,25,13,24,8,9,13,3,6,3,3,110,0,0,3,3,0,3,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,26,12,26,8,9,19,6,7,10,6,136,0,0,0,0,0,0,0,0,0,0,0,48,12,35,16,13,22,10,7,10,10,175,41,4,20,8,6,4,4,4,0,3,86,46,16,57,8,20,15,16,9,7,3,220,10,3,7,3,0,7,3,0,4,6,46,0,0,0,0,0,0,0,0,0,0,0,55,23
5109028,20,4,10,0,11,0,0,0,0,0,44,18,13,31,7,3,6,12,10,3,3,109,3,0,4,0,0,0,0,0,7,0,20,0,0,0,0,0,0,0,0,0,0,0,16,13,41,7,3,6,12,14,11,3,127,0,0,0,0,0,0,0,0,0,0,0,42,20,49,7,17,13,12,14,11,5,169,21,4,6,3,3,7,4,0,0,0,46,18,14,32,3,13,7,12,9,6,5,111,9,0,8,0,3,0,0,0,0,3,24,0,0,0,0,0,0,0,0,0,0,0,19,14,37,3,12,4,12,14,6,8,132,0,0,0,0,0,0,0,0,0,0,0,39,18,48,12,14,7,13,12,7,12,178,39,8,17,3,8,8,4,3,0,6,94,32,23,69,8,16,8,23,21,12,6,215,7,0,12,0,4,0,0,3,5,4,37,0,0,0,0,0,0,0,0,0,0,0,39,23
5109029,25,0,9,0,0,3,0,0,4,0,44,11,8,21,6,5,0,4,3,3,3,61,0,4,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,11,15,21,6,6,3,3,4,4,5,73,0,0,0,0,0,0,0,0,0,0,0,35,16,30,8,7,5,3,3,5,5,118,15,5,8,0,6,0,3,0,0,0,37,6,10,21,4,9,5,3,4,3,0,59,0,0,0,3,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,10,10,24,11,9,3,3,4,3,0,74,0,0,0,0,0,0,0,0,0,0,0,26,14,29,9,11,3,3,6,7,0,110,36,3,14,4,4,3,3,0,3,0,80,13,19,39,10,13,5,10,9,4,3,121,0,4,0,3,0,3,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,18,20
5109030,20,0,6,0,3,3,0,0,0,0,32,16,11,21,4,16,6,4,0,3,0,82,3,0,0,0,0,3,7,0,0,0,16,0,0,0,0,0,0,0,0,0,0,4,15,11,27,4,16,7,7,6,3,0,98,0,0,0,0,0,0,0,0,0,0,0,33,11,29,5,19,12,7,6,3,0,135,18,3,11,0,3,3,0,4,0,0,46,20,14,13,3,7,5,8,4,3,0,79,3,0,0,3,0,3,3,0,0,3,20,0,0,0,0,0,0,0,0,0,0,0,19,16,18,8,10,5,12,4,3,5,98,0,0,0,0,0,0,0,0,0,0,0,34,15,27,8,15,5,12,6,3,4,143,32,3,19,0,5,3,0,4,0,0,78,28,20,40,14,21,11,13,5,9,3,167,5,0,3,3,0,4,8,0,0,4,29,0,0,0,0,0,0,0,0,0,0,3,36,22
5109031,9,4,5,3,5,6,3,0,0,0,38,15,13,17,4,8,3,8,3,3,0,77,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,15,14,18,4,13,6,8,5,3,0,86,0,0,0,0,0,0,0,0,0,0,0,25,15,26,9,13,10,13,5,3,4,124,19,0,0,0,7,0,0,0,0,0,26,12,19,12,3,7,3,9,6,4,0,78,0,0,0,0,0,3,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,3,19,22,16,3,7,3,8,6,5,3,94,0,0,0,0,0,0,0,0,0,0,0,30,22,17,10,13,10,9,6,5,3,119,25,4,8,3,9,4,5,0,0,0,61,30,31,30,9,19,10,15,9,9,0,159,0,3,4,0,0,3,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,7,30,36
5109032,17,4,4,3,0,0,0,0,0,3,28,14,10,18,4,6,6,0,8,3,0,62,7,0,0,0,3,0,0,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,16,10,18,4,6,7,0,10,3,0,74,0,0,0,0,0,0,0,0,0,0,0,29,8,21,5,6,11,0,10,3,5,99,21,0,7,4,0,0,0,0,0,0,38,23,6,13,3,11,3,0,9,0,0,71,3,0,3,0,0,0,0,0,0,3,8,0,0,0,0,0,0,0,0,0,0,4,26,6,21,5,14,3,0,9,3,4,83,0,0,0,0,0,0,0,0,0,0,0,43,7,25,11,12,4,0,9,3,7,118,33,5,9,4,0,0,0,0,0,6,62,32,15,34,8,18,10,0,12,4,0,134,5,0,3,0,4,0,0,3,0,4,20,0,0,0,0,0,0,0,0,0,0,3,39,15
5109033,24,9,3,4,0,3,0,0,0,0,43,18,3,29,3,9,7,3,3,0,0,71,7,0,0,0,8,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,23,3,29,3,9,7,3,6,4,0,86,0,0,0,0,0,0,0,0,0,0,0,45,13,33,7,14,11,3,6,4,3,131,15,4,6,0,3,0,4,0,0,0,31,15,4,21,0,7,9,4,8,4,0,75,7,4,4,0,0,0,0,0,7,0,17,0,0,0,0,0,0,0,0,0,0,0,28,11,20,0,12,5,3,8,7,0,98,0,0,0,0,0,0,0,0,0,0,0,42,16,29,0,9,9,5,8,7,3,126,35,7,8,8,0,4,0,0,0,3,79,35,14,51,3,12,9,5,4,7,3,147,11,4,4,0,7,0,0,0,5,0,36,3,0,0,0,0,0,0,0,0,0,4,44,19
5109034,12,0,10,0,0,0,0,0,0,0,29,9,5,19,3,3,6,0,0,4,0,55,0,0,0,0,0,0,0,5,0,0,6,0,0,0,0,0,0,0,0,0,0,0,8,5,24,3,10,6,3,4,4,0,65,0,0,0,0,0,0,0,0,0,0,0,22,5,30,8,7,7,5,4,5,0,90,12,0,3,0,0,3,0,0,0,0,25,9,3,10,4,7,7,3,4,5,5,54,3,0,4,0,3,3,0,3,0,0,17,0,0,0,0,0,0,0,0,0,0,0,12,3,17,3,5,7,4,5,9,4,64,0,0,0,0,0,0,0,0,0,0,0,18,7,19,8,7,11,4,5,8,3,91,25,6,13,3,3,5,0,0,3,3,57,11,6,33,5,10,13,3,5,10,5,107,6,0,4,0,0,3,3,5,3,0,25,0,0,0,0,0,0,0,0,0,0,0,20,6
5109035,17,0,0,0,0,0,0,0,0,0,21,7,5,16,0,5,0,3,0,3,0,44,4,0,0,0,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,12,5,16,0,10,3,3,4,3,0,52,0,0,0,0,0,0,0,0,0,0,0,24,9,13,0,10,7,3,4,3,0,78,14,3,0,0,0,0,0,0,0,0,19,8,6,7,0,8,3,0,3,0,3,44,3,0,0,0,0,7,0,3,0,0,13,0,0,0,0,0,0,0,0,0,0,0,17,6,10,0,10,6,0,7,0,3,56,0,0,0,0,0,0,0,0,0,0,0,27,11,12,3,10,6,0,7,0,3,82,33,3,3,0,0,0,0,0,0,0,44,15,14,19,0,15,8,5,5,3,6,89,12,0,0,0,3,8,0,3,0,0,22,0,0,0,0,0,0,0,0,0,0,0,27,14
5109036,9,3,4,0,0,3,0,0,0,0,20,24,11,19,5,5,6,6,3,3,3,87,3,0,0,0,0,0,0,0,0,3,14,0,0,0,0,0,0,0,0,0,0,0,25,12,19,6,11,3,8,3,3,4,102,0,0,0,0,0,0,0,0,0,0,0,36,15,25,4,9,10,8,8,8,4,122,10,0,0,0,0,0,0,0,0,3,21,15,8,17,3,7,11,6,6,0,0,69,10,3,0,0,3,0,0,4,0,0,24,0,0,0,0,0,0,0,0,0,0,0,20,12,21,3,4,9,6,11,0,4,91,0,0,0,0,0,0,0,0,0,0,0,29,18,23,3,11,10,5,7,3,8,118,17,4,9,0,0,5,0,0,0,3,49,34,22,37,5,12,10,12,11,5,3,151,17,3,0,0,4,4,4,3,0,3,39,0,0,0,0,0,0,0,0,0,0,0,47,25
5109101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0
5109201,21,14,5,0,3,0,0,0,0,0,47,5,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,33,11,8,3,3,0,0,0,0,0,59,22,0,6,3,4,4,0,0,0,0,38,3,3,3,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,3,3,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,23,7,9,4,4,4,4,0,0,0,57,44,15,11,3,8,3,0,0,0,0,86,13,5,3,3,3,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,14,9
5109202,27,4,8,5,3,3,0,0,0,3,55,8,5,3,0,0,0,0,0,3,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,3,0,0,0,0,0,3,0,20,0,0,0,0,0,0,0,0,0,0,0,33,8,13,4,4,3,0,0,3,3,74,28,4,0,10,3,0,3,0,3,0,52,8,0,3,0,3,0,0,3,0,3,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,3,0,3,0,0,3,0,3,19,0,0,0,0,0,0,0,0,0,0,0,36,3,8,7,6,0,3,3,3,3,75,56,6,14,7,3,3,3,3,3,4,106,15,5,3,3,3,0,0,3,3,3,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,5
5109203,28,4,13,0,5,0,0,0,0,0,61,4,4,13,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,13,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,29,5,28,0,9,0,3,3,0,0,85,33,0,9,3,6,0,3,0,3,0,55,3,3,12,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,11,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,41,3,21,8,9,0,6,0,4,0,80,60,4,23,5,8,0,3,3,3,3,117,7,3,23,0,3,0,4,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3
5109204,36,6,11,8,5,0,0,0,0,0,74,6,3,9,3,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,9,3,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,45,8,14,7,5,0,0,3,0,0,89,37,3,5,4,3,3,7,0,0,0,63,3,0,7,4,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,6,0,7,4,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,43,3,11,4,4,3,3,0,0,3,81,75,13,14,9,7,0,8,3,0,3,138,10,3,15,6,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,13,3
5109205,15,8,8,4,9,0,5,7,0,0,64,3,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,18,6,10,4,9,0,7,7,0,0,70,22,3,14,7,8,3,5,6,0,0,63,0,0,3,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,22,3,17,7,6,4,9,6,0,0,83,39,11,23,10,16,3,11,8,0,3,130,3,0,5,0,0,0,7,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
5109206,25,5,11,7,3,4,3,0,0,0,53,0,6,0,0,0,0,0,3,0,3,13,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,3,3,3,11,0,0,0,0,0,0,0,0,0,0,0,28,8,8,7,3,3,3,3,3,5,70,20,13,11,9,0,0,0,0,3,0,58,0,3,11,3,3,3,0,9,0,0,31,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,8,3,3,3,0,9,0,0,36,0,0,0,0,0,0,0,0,0,0,0,22,15,21,12,4,3,0,8,5,0,92,43,22,18,12,3,3,3,0,3,0,115,5,6,14,3,3,4,0,6,0,4,40,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,5,6
5109207,37,10,11,5,7,0,0,0,0,0,66,4,3,5,0,3,0,7,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,5,0,3,0,7,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,40,16,18,5,11,0,8,3,0,0,101,22,4,18,11,8,3,3,3,0,4,68,6,0,8,4,3,0,3,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,8,4,3,0,3,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,33,7,26,10,9,4,7,3,0,4,97,57,11,29,19,10,0,3,3,0,4,139,10,7,21,4,9,0,10,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,9
5109208,25,5,10,4,3,5,0,4,0,0,48,0,0,7,0,3,6,4,4,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,6,4,4,0,0,19,0,0,0,0,0,0,0,0,0,0,0,26,4,10,3,8,7,7,3,0,3,75,19,3,3,3,3,3,0,7,0,0,45,3,0,3,3,3,3,3,6,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,3,3,3,6,0,0,28,0,0,0,0,0,0,0,0,0,0,0,24,7,4,3,8,4,4,14,0,0,68,44,11,12,8,10,3,3,9,0,0,90,4,3,5,4,6,3,8,7,0,3,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3
5109209,26,4,10,3,3,3,0,4,0,4,58,0,0,8,0,4,3,0,3,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,4,3,0,3,0,0,29,0,0,0,0,0,0,0,0,0,0,0,26,8,17,3,10,6,9,7,0,4,85,12,5,8,3,5,4,5,3,0,0,44,3,3,7,0,3,0,5,4,0,0,22,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,3,7,0,3,0,5,4,0,0,24,0,0,0,0,0,0,0,0,0,0,0,11,8,13,3,7,3,7,3,0,0,70,33,8,20,4,11,3,7,8,3,5,99,10,4,13,0,6,3,3,4,0,0,54,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,10,3
5109210,29,11,8,6,5,4,4,0,0,4,73,7,0,10,0,4,0,3,8,3,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,10,0,4,0,3,8,3,0,33,0,0,0,0,0,0,0,0,0,0,0,39,12,17,7,13,4,3,5,9,3,104,25,9,3,5,0,0,0,3,0,3,54,7,0,3,0,3,0,3,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,0,0,0,3,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,28,8,5,8,3,3,5,3,7,3,75,53,17,7,15,8,9,5,4,0,8,118,15,0,13,0,3,0,4,8,6,3,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0
