SA2_MAINCODE_2016,M_Nat_Phy_Sci_15_24,M_Nat_Phy_Sci_25_34,M_Nat_Phy_Sci_35_44,M_Nat_Phy_Sci_45_54,M_Nat_Phy_Sci_55_64,M_Nat_Phy_Sci_65_74,M_Nat_Phy_Sci_75_84,M_Nat_Phy_Sci_85,M_Nat_Phy_Sci_Tot,M_IT_15_24,M_IT_25_34,M_IT_35_44,M_IT_45_54,M_IT_55_64,M_IT_65_74,M_IT_75_84,M_IT_85,M_IT_Tot,M_Egnr_rel_Tech_15_24,M_Egnr_rel_Tech_25_34,M_Egnr_rel_Tech_35_44,M_Egnr_rel_Tech_45_54,M_Egnr_rel_Tech_55_64,M_Egnr_rel_Tech_65_74,M_Egnr_rel_Tech_75_84,M_Egnr_rel_Tech_85,M_Egnr_rel_Tech_Tot,M_Arc_Bld_15_24,M_Arc_Bld_25_34,M_Arc_Bld_35_44,M_Arc_Bld_45_54,M_Arc_Bld_55_64,M_Arc_Bld_65_74,M_Arc_Bld_75_84,M_Arc_Bld_85_over,M_Arc_Bld_Tot,M_Agric_Env_Rel_Stud_15_24,M_Agric_Env_Rel_Stud_25_34,M_Agric_Env_Rel_Stud_35_44,M_Agric_Env_Rel_Stud_45_54,M_Agric_Env_Rel_Stud_55_64,M_Agric_Env_Rel_Stud_65_74,M_Agric_Env_Rel_Stud_75_84,M_Agric_Env_Rel_Stud_85,M_Agric_Envir_Rel_Stud_Tot,M_Hlth_15_24_yr,M_Hlth_25_34_yr,M_Hlth_35_44_yr,M_Hlth_45_54_yr,M_Hlth_55_64_yr,M_Hlth_65_74_yr,M_Hlth_75_84_yr,M_Hlth_85_yr_over,M_Hlth_Tot,M_Edu_15_24_yr,M_Edu_25_34_yr,M_Edu_35_44_yr,M_Edu_45_54_yr,M_Edu_55_64_yr,M_Edu_65_74_yr,M_Edu_75_84_yr,M_Edu_85_yr_over,M_Edu_Tot,M_Mgmt_Cmrce_15_24,M_Mgmt_Cmrce_25_34,M_Mgmt_Cmrce_35_44,M_Mgmt_Cmrce_45_54,M_Mgmt_Cmrce_55_64,M_Mgmt_Cmrce_65_74,M_Mgmt_Cmrce_75_84,M_Mgmt_Cmrce_85_over,M_Mgmt_Cmrce_Tot,M_Scty_Cul_15_24_yr,M_Scty_Cul_25_34_yr,M_Scty_Cul_35_44_yr,M_Scty_Cul_45_54_yr,M_Scty_Cul_55_64_yr,M_Scty_Cul_65_74_yr,M_Scty_Cul_75_84_yr,M_Scty_Cul_85_yr_over,M_Scty_Cul_Tot,M_Crtve_Arts_15_24_yr,M_Crtve_Arts_25_34_yr,M_Crtve_Arts_35_44_yr,M_Crtve_Arts_45_54_yr,M_Crtve_Arts_55_64_yr,M_Crtve_Arts_65_74_yr,M_Crtve_Arts_75_84_yr,M_Crtve_Arts_85_yr_over,M_Crtve_Arts_Tot,M_FoodHos_PsnlSvcs_15_24,M_FoodHos_PsnlSvcs_25_34,M_FoodHos_PsnlSvcs_35_44,M_FoodHos_PsnlSvcs_45_54,M_FoodHos_PsnlSvcs_55_64,M_FoodHos_PsnlSvcs_65_74,M_FoodHos_PsnlSvcs_75_84,M_FoodHos_PsnlSvcs_85_over,M_FoodHos_PsnlSvcs_Tot,M_Mix_Fld_Prog_15_24,M_Mix_Fld_Prog_25_34,M_Mix_Fld_Prog_35_44,M_Mix_Fld_Prog_45_54,M_Mix_Fld_Prog_55_64,M_Mix_Fld_Prog_65_74,M_Mix_Fld_Prog_75_84,M_Mix_Fld_Prog_85_over,M_Mix_Fld_Prog_Tot,M_Fld_stud_inad_desc_15_24,M_Fld_stud_inad_desc_25_34,M_Fld_stud_inad_desc_35_44,M_Fld_stud_inad_desc_45_54,M_Fld_stud_inad_desc_55_64,M_Fld_stud_inad_desc_65_74,M_Fld_stud_inad_desc_75_84,M_Fld_stud_inad_desc_85,M_Fld_stud_inad_desc_Tot,M_Fld_stud_ns_15_24_yr,M_Fld_stud_ns_25_34_yr,M_Fld_stud_ns_35_44_yr,M_Fld_stud_ns_45_54_yr,M_Fld_stud_ns_55_64_yr,M_Fld_stud_ns_65_74_yr,M_Fld_stud_ns_75_84_yr,M_Fld_stud_ns_85_yr_over,M_Fld_stud_ns_Tot,M_Tot_15_24_yr,M_Tot_25_34_yr,M_Tot_35_44_yr,M_Tot_45_54_yr,M_Tot_55_64_yr,M_Tot_65_74_yr,M_Tot_75_84_yr,M_Tot_85_yr_over,M_Tot_Tot,F_Nat_Phy_Sci_15_24,F_Nat_Phy_Sci_25_34,F_Nat_Phy_Sci_35_44,F_Nat_Phy_Sci_45_54,F_Nat_Phy_Sci_55_64,F_Nat_Phy_Sci_65_74,F_Nat_Phy_Sci_75_84,F_Nat_Phy_Sci_85,F_Nat_Phy_Sci_Tot,F_IT_15_24,F_IT_25_34,F_IT_35_44,F_IT_45_54,F_IT_55_64,F_IT_65_74,F_IT_75_84,F_IT_85,F_IT_Tot,F_Egnr_rel_Tech_15_24,F_Egnr_rel_Tech_25_34,F_Egnr_rel_Tech_35_44,F_Egnr_rel_Tech_45_54,F_Egnr_rel_Tech_55_64,F_Egnr_rel_Tech_65_74,F_Egnr_rel_Tech_75_84,F_Egnr_rel_Tech_85,F_Egnr_rel_Tech_Tot,F_Arc_Bld_15_24,F_Arc_Bld_25_34,F_Arc_Bld_35_44,F_Arc_Bld_45_54,F_Arc_Bld_55_64,F_Arc_Bld_65_74,F_Arc_Bld_75_84,F_Arc_Bld_85_over,F_Arc_Bld_Tot,F_Agric_Env_Rel_Stud_15_24,F_Agric_Env_Rel_Stud_25_34,F_Agric_Env_Rel_Stud_35_44,F_Agric_Env_Rel_Stud_45_54,F_Agric_Env_Rel_Stud_55_64,F_Agric_Env_Rel_Stud_65_74,F_Agric_Env_Rel_Stud_75_84,F_Agric_Env_Rel_Stud_85,F_Agric_Envir_Rel_Stud_Tot,F_Hlth_15_24_yr,F_Hlth_25_34_yr,F_Hlth_35_44_yr,F_Hlth_45_54_yr,F_Hlth_55_64_yr,F_Hlth_65_74_yr,F_Hlth_75_84_yr,F_Hlth_85_yr_over,F_Hlth_Tot,F_Edu_15_24_yr,F_Edu_25_34_yr,F_Edu_35_44_yr,F_Edu_45_54_yr,F_Edu_55_64_yr,F_Edu_65_74_yr,F_Edu_75_84_yr,F_Edu_85_yr_over,F_Edu_Tot,F_Mgmt_Cmrce_15_24,F_Mgmt_Cmrce_25_34
503011035,112,155,67,78,84,77,32,10,620,16,28,29,25,12,3,3,0,114,168,247,153,179,162,122,66,31,1135,17,40,30,43,40,30,14,10,221,19,25,16,15,5,16,13,3,110,36,105,122,144,128,136,68,19,762,7,12,10,27,32,32,8,4,122,105,149,194,267,190,124,63,11,1099,69,118,100,112,118,93,45,13,665,30,37,24,14,21,11,4,0,142,5,9,10,9,4,6,4,0,52,20,0,0,3,0,0,0,0,19,6,10,5,12,5,3,3,4,46,104,57,43,50,69,84,65,43,512,717,995,816,964,867,736,381,150,5625,147,133,66,70,44,39,14,3,519,4,11,9,14,5,0,0,0,49,43,44,40,33,14,7,4,3,191,19,22,17,17,10,6,0,0,91,10,23,10,13,10,3,0,0,75,69,177,207,220,200,160,75,31,1136,14,42,59,107,166,164,53,22,628,145,145
503011036,14,11,25,35,30,20,3,3,138,0,6,8,10,5,4,3,0,39,20,42,91,106,85,64,38,12,462,9,28,20,16,29,17,3,0,120,3,4,8,14,5,7,3,0,40,7,21,53,63,54,35,23,15,267,0,3,9,19,22,15,16,0,81,32,61,98,150,107,77,26,5,547,13,33,51,50,53,41,17,8,250,10,11,11,5,9,6,3,0,52,3,3,5,3,7,3,0,0,30,0,0,0,0,0,0,0,0,0,0,0,7,6,4,4,3,0,24,24,29,41,41,27,25,6,10,195,131,261,417,511,423,309,145,42,2246,19,26,25,28,19,11,4,6,136,0,3,4,12,3,3,0,0,27,3,10,21,20,4,0,4,0,64,3,4,9,8,7,3,0,0,30,0,4,6,3,3,4,0,0,20,14,60,88,130,117,71,47,21,557,3,24,47,72,107,59,34,14,365,20,69
503021037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
503021038,9,48,42,31,24,8,3,0,165,7,35,50,15,14,3,0,0,115,17,188,177,135,98,42,10,4,682,19,96,52,59,32,15,8,3,273,3,17,17,13,10,4,0,0,57,7,65,50,28,17,4,0,0,169,4,20,24,30,38,13,0,0,119,24,120,155,137,58,20,10,0,536,20,74,51,57,42,19,0,0,259,20,57,28,26,14,4,0,0,160,13,22,16,19,12,3,0,0,85,3,0,0,0,0,0,0,0,0,4,3,4,7,8,3,0,0,32,34,61,40,40,24,23,10,6,239,170,811,708,603,387,155,43,19,2895,14,41,40,31,7,0,0,0,139,0,8,16,11,4,3,0,0,40,6,32,28,5,0,3,0,3,89,9,17,22,9,3,0,0,0,67,3,4,17,4,0,0,0,0,23,35,170,159,111,69,21,9,4,579,10,63,82,81,76,31,8,6,364,46,209
503021039,14,64,65,45,38,29,6,0,260,12,56,50,34,23,10,0,0,186,65,257,168,159,147,93,36,11,932,15,96,60,63,64,26,19,7,350,3,11,16,17,13,4,3,0,76,16,76,51,44,41,27,3,0,258,4,21,33,29,49,32,5,0,181,57,205,190,211,143,61,18,3,887,34,135,93,88,74,37,10,4,488,57,111,61,39,24,13,4,0,302,20,49,29,25,18,11,0,0,160,3,0,0,0,0,0,3,0,11,4,13,17,12,7,3,3,0,58,81,150,100,84,59,74,49,39,630,377,1243,936,857,715,416,161,73,4783,20,59,41,38,30,9,4,0,206,0,17,9,12,10,0,0,0,54,13,48,41,14,7,5,4,3,136,12,39,17,11,10,4,0,0,93,0,13,12,12,5,4,3,0,40,52,185,135,134,134,46,26,9,712,23,89,67,120,143,75,25,13,558,86,276
503021040,8,31,25,36,15,4,3,0,119,6,31,31,24,3,6,0,0,105,31,135,120,88,81,47,23,7,539,14,69,41,37,30,12,21,3,226,3,10,8,9,0,3,0,0,28,9,37,34,27,20,5,0,0,132,0,12,16,19,25,7,4,0,89,17,107,118,91,54,34,8,0,433,9,67,51,54,31,14,12,0,249,22,64,22,15,18,6,3,0,155,10,29,15,17,15,7,3,0,90,0,0,0,0,0,0,0,0,3,0,8,4,4,3,0,0,0,24,22,50,41,55,46,34,21,17,285,172,642,533,485,343,178,92,35,2473,7,39,34,22,8,3,0,0,112,0,5,10,11,4,0,0,0,26,11,11,18,8,10,0,11,4,71,5,15,8,3,3,0,0,0,41,4,7,3,3,3,0,0,0,22,25,113,79,70,58,19,9,3,372,5,45,56,60,51,19,13,9,258,23,174
503021041,42,237,114,87,52,32,12,3,579,29,289,183,56,34,5,3,0,599,154,1097,548,414,353,178,57,15,2818,43,272,107,101,75,47,20,3,672,7,48,21,27,17,11,8,0,142,46,282,114,56,70,30,17,8,619,9,59,51,36,60,35,14,6,267,159,948,508,367,224,104,25,3,2341,92,459,238,155,168,70,22,4,1207,48,210,80,31,28,15,3,3,416,54,229,98,55,32,18,0,0,497,6,8,0,0,3,4,0,0,28,7,42,38,23,11,11,7,0,147,359,1161,749,687,524,250,130,38,3888,1073,5344,2848,2104,1653,813,313,78,14225,62,228,76,35,25,11,5,0,451,13,88,52,20,16,3,0,0,194,48,235,89,33,13,10,8,0,442,17,113,54,32,3,3,0,0,226,6,45,14,12,5,0,0,0,92,121,587,202,141,128,84,24,8,1292,29,192,105,100,132,73,27,8,664,269,1255
503021042,26,90,65,76,66,52,21,4,395,7,45,44,34,16,7,0,0,163,55,196,208,149,130,122,60,13,932,21,71,39,47,55,41,24,4,301,11,19,11,14,9,10,9,3,79,14,117,92,86,79,43,29,5,471,10,21,18,24,39,40,17,5,164,44,220,221,193,140,111,52,13,996,41,145,104,87,104,90,25,3,589,25,48,30,35,19,17,4,0,178,6,32,23,27,12,6,0,3,108,3,3,0,0,3,3,0,0,6,0,10,5,13,6,4,3,4,43,45,108,83,80,79,87,50,32,569,302,1109,941,859,749,643,297,93,4997,35,73,55,66,30,16,7,4,291,3,13,26,8,9,3,0,0,68,10,56,52,30,10,3,6,0,163,4,23,31,27,8,4,4,0,100,3,24,12,11,3,0,0,0,57,54,291,167,195,174,121,75,21,1094,12,58,68,101,127,124,49,9,560,55,230
503021043,19,85,68,62,38,33,5,4,316,15,106,75,38,16,3,0,0,248,68,319,267,138,157,101,53,24,1122,25,92,63,46,49,41,11,9,342,3,28,26,7,8,5,5,0,91,11,113,113,78,40,33,12,3,406,6,34,31,31,37,29,14,10,183,50,323,270,168,125,63,32,12,1036,27,121,108,85,58,43,15,3,466,26,51,27,18,23,11,0,0,161,16,75,30,18,12,14,6,4,176,7,0,4,0,0,0,0,0,16,0,14,18,7,11,7,0,3,65,78,161,100,65,53,76,65,35,633,362,1522,1209,766,619,458,220,98,5263,32,70,75,38,33,11,3,0,258,8,30,20,13,3,3,0,0,75,5,67,59,17,10,0,5,3,175,9,39,19,16,5,4,0,0,94,6,19,16,7,6,7,0,0,60,65,283,240,178,165,89,60,40,1116,14,97,95,101,116,73,44,24,559,73,421
504011044,9,31,31,26,12,3,3,0,120,16,36,39,28,15,0,0,0,134,57,242,220,213,197,148,52,23,1149,26,82,84,68,45,42,25,3,383,7,12,24,15,6,6,4,0,81,3,38,38,30,23,7,4,0,143,3,24,24,36,31,19,4,3,149,27,116,103,98,61,28,13,0,437,25,67,74,58,37,25,8,4,298,17,32,36,24,15,4,5,0,135,6,22,35,24,21,11,10,0,124,0,0,0,0,0,0,0,0,7,0,8,8,8,3,3,4,0,36,50,62,62,74,73,55,43,10,430,251,788,778,687,537,356,174,47,3618,10,49,40,21,7,3,0,0,130,0,12,17,4,8,3,0,0,43,3,24,21,18,7,7,12,3,93,4,27,8,3,3,0,0,0,49,3,16,17,3,5,0,0,0,47,33,141,92,99,71,46,11,3,498,17,72,116,97,87,40,16,9,459,45,198
504011045,11,52,59,59,19,18,9,0,224,25,60,78,54,15,0,0,0,235,96,382,331,294,260,149,87,32,1630,32,156,104,99,76,46,24,9,540,3,27,29,22,13,9,4,0,98,13,69,62,46,32,13,5,0,241,3,40,51,56,49,23,13,4,237,61,237,272,184,104,44,24,7,928,37,92,142,93,88,36,13,3,497,40,76,69,55,24,11,0,0,272,31,53,55,30,22,27,6,0,225,3,3,0,3,0,3,3,0,20,4,17,19,20,17,9,6,0,86,89,100,100,98,89,76,75,79,707,443,1362,1363,1110,804,448,256,143,5943,20,67,70,40,31,3,0,3,242,3,22,25,11,7,0,0,0,75,12,46,33,8,18,18,6,0,146,3,29,23,15,4,0,0,0,77,3,14,29,7,3,0,3,0,57,50,234,185,149,141,55,40,12,865,20,129,146,149,134,56,32,12,671,84,360
504011046,6,61,39,30,23,17,4,3,179,18,91,79,35,6,3,0,0,228,52,332,191,119,124,91,29,5,941,26,103,47,29,26,16,8,3,256,0,22,19,5,5,4,0,0,55,13,73,45,33,10,8,3,4,181,3,17,31,22,20,21,6,0,112,38,234,147,78,63,40,6,4,607,25,107,75,44,41,32,7,0,333,25,67,41,27,11,8,0,0,184,13,82,35,12,14,3,0,0,163,0,4,0,3,0,0,0,0,11,3,13,12,6,7,3,0,0,42,58,145,102,59,57,66,32,32,548,276,1334,864,497,410,300,92,52,3831,18,72,53,16,9,10,3,3,175,4,37,14,4,3,4,0,0,72,5,45,33,13,15,8,4,0,114,5,15,10,4,0,0,0,0,40,4,22,5,4,3,0,0,0,34,48,220,102,61,56,39,12,0,541,7,83,69,45,58,32,6,5,308,68,338
504011047,5,39,34,26,24,10,6,0,141,22,79,75,36,10,4,0,0,220,133,371,313,300,257,225,122,18,1750,38,158,90,68,76,82,61,3,584,0,15,17,15,7,4,4,0,64,19,46,38,32,16,11,7,0,161,4,18,26,29,24,18,15,3,131,62,268,170,119,92,63,20,7,805,25,77,68,58,34,26,3,3,300,18,48,34,14,16,7,3,0,138,15,86,54,31,23,24,6,5,252,5,7,0,0,4,4,0,0,21,7,14,11,7,6,8,3,0,53,92,130,107,86,88,80,64,17,668,463,1346,1027,820,682,558,316,64,5276,12,62,31,23,13,4,0,0,150,8,30,25,11,3,3,0,0,74,8,47,24,24,14,12,8,3,148,17,17,12,6,0,0,0,0,45,5,10,5,3,0,0,3,0,32,61,177,133,88,88,49,28,8,630,23,107,116,110,85,56,31,9,539,103,406
504011048,9,11,8,9,9,6,3,3,56,0,31,25,16,12,4,0,0,85,45,78,101,109,131,97,51,12,626,28,50,38,33,36,19,13,0,208,3,3,3,7,5,0,3,0,22,4,16,9,9,9,15,3,0,84,0,7,9,5,22,20,3,0,70,18,46,48,71,66,56,14,0,323,10,21,16,12,20,19,10,3,114,7,9,9,9,5,0,3,0,48,0,24,17,19,13,8,6,0,81,0,0,3,0,0,0,0,0,7,3,0,3,0,6,3,0,0,16,31,30,22,22,32,39,11,6,192,171,333,310,325,370,281,118,32,1934,16,7,19,12,11,4,3,0,76,0,5,5,10,5,0,0,0,24,7,12,3,7,6,3,0,4,35,3,9,3,0,0,0,0,0,16,0,3,0,0,0,3,0,0,10,18,54,43,32,54,35,14,4,254,9,36,54,59,63,31,16,0,275,39,87
504021049,0,0,0,4,5,0,0,0,12,0,0,0,0,0,0,0,0,7,20,39,46,60,77,47,11,3,300,7,12,16,19,7,7,3,0,70,0,0,4,7,5,0,0,0,20,0,0,7,8,3,4,0,0,18,3,0,3,3,7,7,0,0,23,0,3,9,15,11,0,0,0,38,0,4,5,3,8,0,6,0,20,3,3,0,7,5,0,0,0,19,0,3,3,4,9,0,0,0,22,3,0,0,0,0,0,0,0,3,0,3,3,0,3,0,0,0,7,285,669,541,288,118,50,18,3,1976,325,734,631,425,250,129,43,5,2538,0,3,8,8,7,0,0,0,23,0,0,3,5,0,0,0,0,9,0,0,6,5,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,8,5,3,3,0,0,0,22,3,14,17,19,23,17,4,0,99,0,3,17,30,17,16,7,3,89,12,17
504021050,4,5,12,33,23,24,5,0,109,4,7,16,20,7,4,0,0,59,35,70,89,116,125,124,46,10,607,19,17,30,33,27,30,15,0,172,7,0,14,7,12,6,7,0,51,3,3,16,19,19,19,5,0,84,4,7,17,17,32,24,10,3,119,8,18,37,62,56,35,12,0,226,3,9,25,34,30,26,5,0,134,11,7,20,15,18,13,7,0,88,0,11,7,12,6,4,0,0,40,0,0,0,0,0,0,0,0,3,0,0,3,7,4,5,0,0,20,24,13,16,21,31,17,5,7,137,111,168,312,394,392,325,115,27,1845,3,7,32,17,15,11,0,3,88,0,3,3,7,0,0,0,0,17,0,0,10,3,5,3,0,0,32,0,0,3,0,8,0,0,0,11,3,3,8,7,6,3,0,0,39,7,41,62,80,84,60,23,0,352,10,26,55,98,71,50,20,0,340,18,37
504021051,0,3,6,8,3,8,3,0,32,4,3,8,8,9,0,0,0,27,34,81,78,113,99,71,29,8,512,15,29,29,19,25,23,12,0,142,0,8,3,4,3,5,0,0,25,3,8,7,10,7,3,0,0,37,0,3,14,8,10,3,7,0,50,8,19,42,41,21,21,3,0,152,3,9,11,11,7,13,3,0,59,5,7,3,3,0,0,0,0,26,3,16,4,11,3,8,0,0,38,0,3,0,0,0,0,0,0,3,0,4,3,3,0,3,0,3,15,15,11,13,21,22,21,10,3,120,98,202,214,256,219,170,76,17,1242,0,8,8,4,3,0,0,0,34,0,4,0,0,4,0,0,0,10,4,8,5,3,3,0,3,0,27,3,0,0,8,0,0,0,0,14,3,4,6,3,0,0,0,0,22,17,39,32,35,40,30,15,0,198,7,23,45,42,35,21,5,0,177,22,60
504021052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
504021053,3,10,16,36,35,13,8,3,119,22,13,19,18,9,7,3,0,95,87,159,207,257,241,197,64,11,1230,27,56,54,63,73,41,12,0,326,9,11,25,35,21,19,5,3,128,6,15,19,23,27,12,5,4,112,8,14,26,27,34,44,7,0,150,13,32,41,69,56,38,6,0,257,11,17,29,35,31,19,12,3,147,13,8,8,9,7,3,0,0,53,13,14,20,29,12,8,4,0,94,3,0,0,0,0,0,0,0,5,3,0,8,18,7,6,3,0,50,68,40,42,60,66,44,33,14,365,272,378,508,675,625,460,174,41,3131,3,4,35,29,15,9,0,0,96,0,0,10,5,3,3,0,0,19,3,13,10,14,3,13,3,3,64,0,7,12,7,0,0,0,0,30,6,10,22,33,13,5,4,0,87,31,59,79,124,110,72,30,8,515,12,51,88,129,114,54,16,7,472,34,77
504021054,3,11,8,14,12,11,5,0,59,12,21,13,15,11,0,0,0,69,80,162,170,182,180,160,75,14,1015,27,64,41,47,47,37,18,8,284,4,13,17,12,6,3,3,0,64,6,14,15,20,9,12,3,0,76,3,8,11,13,26,19,13,3,98,23,52,39,52,46,30,6,3,251,11,32,12,24,22,19,3,4,121,20,16,15,6,9,3,4,0,77,13,19,20,20,20,21,3,3,108,0,0,0,0,0,0,0,0,10,3,7,5,9,3,8,0,0,41,58,64,49,64,48,67,59,28,438,266,479,411,480,445,384,193,67,2722,5,17,21,10,3,0,0,0,64,3,8,3,6,0,0,0,0,22,3,16,7,11,11,0,4,3,57,0,8,5,3,4,0,0,0,14,3,7,14,5,3,3,0,0,42,27,65,59,74,77,49,31,4,386,10,52,55,68,76,43,13,3,319,45,100
504031055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
504031056,17,21,19,16,22,12,0,0,99,17,36,42,36,16,3,0,0,151,138,242,234,355,299,131,65,6,1476,50,84,62,75,65,32,11,6,389,5,3,20,5,7,4,0,0,49,12,37,18,25,18,7,3,0,113,9,17,12,21,26,11,5,0,101,36,95,83,118,96,32,8,4,469,27,49,24,47,33,20,9,0,212,17,32,22,10,12,3,3,3,102,11,29,43,39,31,12,3,0,166,5,0,0,3,0,7,3,0,24,7,13,5,12,9,5,4,0,58,98,68,39,86,60,28,18,7,413,451,723,614,832,707,309,131,30,3801,18,30,13,20,18,4,0,0,107,4,12,9,14,3,0,0,0,43,9,26,16,23,22,6,13,0,110,3,17,8,5,3,0,0,0,29,3,6,7,4,4,0,0,0,25,59,92,88,104,67,34,15,3,467,20,74,94,137,94,26,13,7,459,84,214
504031057,10,19,20,22,12,3,0,0,79,22,63,44,14,5,6,0,0,158,105,307,279,273,234,104,26,3,1330,40,91,68,53,54,30,4,3,342,9,9,20,7,12,8,0,0,57,14,40,35,19,4,6,0,0,113,6,20,17,9,18,9,4,0,87,45,144,136,74,48,24,6,0,471,29,47,44,40,28,17,0,0,204,20,21,20,13,8,10,3,0,89,20,59,43,31,28,11,0,3,188,8,0,5,3,3,0,3,0,14,4,15,9,15,14,13,0,0,69,111,111,91,90,76,40,28,6,547,429,941,820,670,530,265,76,22,3760,15,40,28,13,4,6,0,0,100,9,24,14,7,5,0,0,0,58,9,28,22,17,18,10,4,3,104,5,9,7,4,0,0,0,0,21,6,14,5,5,3,0,0,0,35,43,138,104,68,63,22,11,0,442,24,101,83,66,53,24,6,0,359,79,283
504031058,4,4,5,0,3,9,3,0,24,4,5,4,3,0,0,0,0,14,63,77,78,119,93,44,14,3,490,9,24,17,32,22,25,4,0,140,0,9,13,5,3,6,4,0,38,0,0,6,3,8,3,0,0,20,0,3,7,3,7,5,4,0,33,4,12,13,16,9,9,0,0,60,4,6,5,12,7,4,0,0,41,0,0,0,3,4,3,0,0,19,3,3,7,7,8,0,0,0,37,0,0,0,0,0,0,0,0,0,3,0,4,3,0,3,0,0,16,58,33,46,39,40,21,8,0,252,159,174,203,243,216,128,42,4,1180,5,8,4,8,3,0,0,0,37,3,0,4,4,0,3,0,0,16,11,7,11,6,0,3,0,0,36,0,0,3,3,0,0,0,0,12,7,7,10,14,3,0,0,0,37,3,29,30,36,27,11,4,0,143,7,13,22,27,24,13,3,3,113,27,35
504031059,8,55,38,26,9,5,0,0,139,35,112,105,30,11,0,0,0,286,222,748,672,528,294,162,62,13,2706,85,219,159,124,58,47,31,3,729,3,39,27,26,19,4,0,4,117,13,74,47,48,25,8,4,3,222,11,52,61,52,19,8,13,0,208,54,320,302,156,88,37,19,5,974,56,120,140,72,25,22,10,3,439,41,57,43,22,11,4,0,3,183,31,141,101,54,28,13,10,0,377,4,0,3,3,0,0,3,0,19,8,31,31,20,10,3,0,0,102,157,190,181,126,75,68,55,34,879,725,2153,1899,1295,656,387,205,61,7386,15,70,47,21,7,3,0,0,160,14,50,26,10,10,0,0,0,105,10,58,50,17,8,7,9,0,166,4,17,17,3,0,0,0,0,42,8,29,27,12,0,0,0,0,79,97,329,242,176,116,51,23,6,1038,53,260,260,173,74,33,16,0,869,194,648
504031060,0,0,3,6,5,3,3,0,17,0,3,0,5,6,0,0,0,18,21,22,46,73,72,26,19,3,283,9,9,10,23,7,4,5,0,66,3,3,5,10,5,4,0,0,35,0,3,4,3,3,0,4,0,22,0,0,0,6,8,6,0,0,26,3,3,13,21,16,7,3,0,70,0,3,4,5,10,0,0,0,34,3,0,0,0,3,0,0,0,8,0,5,4,3,4,3,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,3,0,12,11,6,7,16,16,12,12,0,89,56,64,108,183,155,75,48,6,688,3,3,9,10,4,0,0,0,34,0,0,3,3,0,0,0,0,11,3,0,3,0,0,0,0,0,14,0,0,0,0,3,0,0,0,8,3,5,6,4,0,0,0,0,30,8,13,26,32,21,11,6,0,110,3,7,20,19,17,13,0,0,81,4,14
