SA2_MAINCODE_2016,DC0_4FSEOMSEO,DC0_4FSEOMSolsEVww,DC0_4FSEOMSolNwna,DC0_4FSEOMsol_pEns,DC0_4FSEOMSolsET,DC0_4FSEOM_LpEns,DC0_4FSEOMT,DC0_4FSolsEVwwMSEO,DC0_4FSolsEVwwMSolsEVww,DC0_4FSolsEVwwMSolNwna,DC0_4FSolsEVwwMsol_pEns,DC0_4FSolsEVwwMSolsET,DC0_4FSolsEVwwM_LpEns,DC0_4FSolsEVwwMT,DC0_4FSolNwnaMSEO,DC0_4FSolNwnaMSolsEVww,DC0_4FSolNwnaMSolNwna,DC0_4FSolNwnaMsol_pEns,DC0_4FSolNwnaMSolsET,DC0_4FSolNwnaM_LpEns,DC0_4FSolNwnaMT,DC0_4FSol_pEnsMSEO,DC0_4FSol_pEnsMSolsEVww,DC0_4FSol_pEnsMSolNwna,DC0_4FSol_pEnsMsol_pEns,DC0_4FSol_pEnsMSolsET,DC0_4FSol_pEnsM_LpEns,DC0_4FSol_pEnsMT,DC0_4FSolsETMSEO,DC0_4FSolsETMSolsEVww,DC0_4FSolsETMSolNwna,DC0_4FSolsETMsol_pEns,DC0_4FSolsETMSolsET,DC0_4FSolsETM_LpEns,DC0_4FSolsETMT,DC0_4F_LpEnsMSEO,DC0_4F_LpEnsMSolsEVww,DC0_4F_LpEnsMSolNwna,DC0_4F_LpEnsMsol_pEns,DC0_4F_LpEnsMSolsET,DC0_4F_LpEnsM_LpEns,DC0_4F_LpEnsMT,DC0_4FTMSEO,DC0_4FTMSolsEVww,DC0_4FTMSolNwna,DC0_4FTMsol_pEns,DC0_4FTMSolsET,DC0_4FTM_LpEns,DC0_4FTMT,DC5_9FSEOMSEO,DC5_9FSEOMSolsEVww,DC5_9FSEOMSolNwna,DC5_9FSEOMsol_pEns,DC5_9FSEOMSolsET,DC5_9FSEOM_LpEns,DC5_9FSEOMT,DC5_9FSolsEVwwMSEO,DC5_9FSolsEVwwMSolsEVww,DC5_9FSolsEVwwMSolNwna,DC5_9FSolsEVwwMsol_pEns,DC5_9FSolsEVwwMSolsET,DC5_9FSolsEVwwM_LpEns,DC5_9FSolsEVwwMT,DC5_9FSolNwnaMSEO,DC5_9FSolNwnaMSolsEVww,DC5_9FSolNwnaMSolNwna,DC5_9FSolNwnaMsol_pEns,DC5_9FSolNwnaMSolsET,DC5_9FSolNwnaM_LpEns,DC5_9FSolNwnaMT,DC5_9FSol_pEnsMSEO,DC5_9FSol_pEnsMSolsEVww,DC5_9FSol_pEnsMSolNwna,DC5_9FSol_pEnsMsol_pEns,DC5_9FSol_pEnsMSolsET,DC5_9FSol_pEnsM_LpEns,DC5_9FSol_pEnsMT,DC5_9FSolsETMSEO,DC5_9FSolsETMSolsEVww,DC5_9FSolsETMSolNwna,DC5_9FSolsETMsol_pEns,DC5_9FSolsETMSolsET,DC5_9FSolsETM_LpEns,DC5_9FSolsETMT,DC5_9F_LpEnsMSEO,DC5_9F_LpEnsMSolsEVww,DC5_9F_LpEnsMSolNwna,DC5_9F_LpEnsMsol_pEns,DC5_9F_LpEnsMSolsET,DC5_9F_LpEnsM_LpEns,DC5_9F_LpEnsMT,DC5_9FTMSEO,DC5_9FTMSolsEVww,DC5_9FTMSolNwna,DC5_9FTMsol_pEns,DC5_9FTMSolsET,DC5_9FTM_LpEns,DC5_9FTMT,DC10_12FSEOMSEO,DC10_12FSEOMSolsEVww,DC10_12FSEOMSolNwna,DC10_12FSEOMsol_pEns,DC10_12FSEOMSolsET,DC10_12FSEOM_LpEns,DC10_12FSEOMT,DC10_12FSolsEVwwMSEO,DC10_12FSolsEVwwMSolsEVww,DC10_12FSolsEVwwMSolNwna,DC10_12FSolsEVwwMsol_pEns,DC10_12FSolsEVwwMSolsET,DC10_12FSolsEVwwM_LpEns,DC10_12FSolsEVwwMT,DC10_12FSolNwnaMSEO,DC10_12FSolNwnaMSolsEVww,DC10_12FSolNwnaMSolNwna,DC10_12FSolNwnaMsol_pEns,DC10_12FSolNwnaMSolsET,DC10_12FSolNwnaM_LpEns,DC10_12FSolNwnaMT,DC10_12FSol_pEnsMSEO,DC10_12FSol_pEnsMSolsEVww,DC10_12FSol_pEnsMSolNwna,DC10_12FSol_pEnsMsol_pEns,DC10_12FSol_pEnsMSolsET,DC10_12FSol_pEnsM_LpEns,DC10_12FSol_pEnsMT,DC10_12FSolsETMSEO,DC10_12FSolsETMSolsEVww,DC10_12FSolsETMSolNwna,DC10_12FSolsETMsol_pEns,DC10_12FSolsETMSolsET,DC10_12FSolsETM_LpEns,DC10_12FSolsETMT,DC10_12F_LpEnsMSEO,DC10_12F_LpEnsMSolsEVww,DC10_12F_LpEnsMSolNwna,DC10_12F_LpEnsMsol_pEns,DC10_12F_LpEnsMSolsET,DC10_12F_LpEnsM_LpEns,DC10_12F_LpEnsMT,DC10_12FTMSEO,DC10_12FTMSolsEVww,DC10_12FTMSolNwna,DC10_12FTMsol_pEns,DC10_12FTMSolsET,DC10_12FTM_LpEns,DC10_12FTMT,DC13_14FSEOMSEO,DC13_14FSEOMSolsEVww,DC13_14FSEOMSolNwna,DC13_14FSEOMsol_pEns,DC13_14FSEOMSolsET,DC13_14FSEOM_LpEns,DC13_14FSEOMT,DC13_14FSolsEVwwMSEO,DC13_14FSolsEVwwMSolsEVww,DC13_14FSolsEVwwMSolNwna,DC13_14FSolsEVwwMsol_pEns,DC13_14FSolsEVwwMSolsET,DC13_14FSolsEVwwM_LpEns,DC13_14FSolsEVwwMT,DC13_14FSolNwnaMSEO,DC13_14FSolNwnaMSolsEVww,DC13_14FSolNwnaMSolNwna,DC13_14FSolNwnaMsol_pEns,DC13_14FSolNwnaMSolsET,DC13_14FSolNwnaM_LpEns,DC13_14FSolNwnaMT,DC13_14FSol_pEnsMSEO,DC13_14FSol_pEnsMSolsEVww,DC13_14FSol_pEnsMSolNwna,DC13_14FSol_pEnsMsol_pEns,DC13_14FSol_pEnsMSolsET,DC13_14FSol_pEnsM_LpEns,DC13_14FSol_pEnsMT,DC13_14FSolsETMSEO,DC13_14FSolsETMSolsEVww,DC13_14FSolsETMSolNwna,DC13_14FSolsETMsol_pEns,DC13_14FSolsETMSolsET,DC13_14FSolsETM_LpEns,DC13_14FSolsETMT,DC13_14F_LpEnsMSEO,DC13_14F_LpEnsMSolsEVww,DC13_14F_LpEnsMSolNwna,DC13_14F_LpEnsMsol_pEns,DC13_14F_LpEnsMSolsET,DC13_14F_LpEnsM_LpEns,DC13_14F_LpEnsMT,DC13_14FTMSEO,DC13_14FTMSolsEVww,DC13_14FTMSolNwna,DC13_14FTMsol_pEns,DC13_14FTMSolsET,DC13_14FTM_LpEns,DC13_14FTMT,DC15_17FSEOMSEO,DC15_17FSEOMSolsEVww,DC15_17FSEOMSolNwna,DC15_17FSEOMsol_pEns
503011035,401,26,0,0,26,0,425,55,140,6,0,146,0,207,0,16,0,0,24,0,24,0,0,0,0,0,0,3,55,163,11,0,168,0,227,0,0,0,0,0,3,3,455,189,11,0,193,3,656,645,29,3,0,28,0,678,59,196,8,0,200,0,261,0,19,0,0,19,0,24,0,0,0,0,0,0,0,55,219,8,0,223,0,281,0,0,0,0,0,0,0,705,244,12,0,251,0,960,441,15,0,0,15,0,462,28,89,7,0,89,0,120,0,7,0,0,7,0,8,0,3,0,0,3,0,3,27,103,7,0,108,0,136,0,0,0,0,0,0,0,475,117,7,0,123,0,593,274,8,0,0,8,0,280,14,51,0,0,51,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,50,0,0,50,0,69,3,0,0,0,0,0,3,288,59,0,0,59,0,354,376,5,0,0
503011036,287,3,0,0,3,0,295,17,36,0,0,36,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,36,0,0,36,0,55,0,0,0,0,0,0,0,305,38,0,0,38,0,347,412,8,0,0,8,0,423,30,49,0,0,49,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,49,0,0,46,0,77,0,0,0,0,0,0,0,441,56,0,0,55,0,501,269,9,0,0,9,0,282,11,35,0,0,35,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,35,0,0,35,0,50,0,0,0,0,0,0,0,280,46,0,0,46,0,327,166,3,0,0,3,0,168,14,16,0,0,16,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,16,0,0,14,0,32,0,0,0,0,0,0,0,182,16,0,0,19,0,201,238,5,0,0
503021037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
503021038,482,28,0,0,26,0,513,42,75,3,0,80,3,120,0,3,0,0,3,0,3,0,0,0,0,0,0,0,42,80,5,0,79,3,127,0,0,0,0,0,0,0,524,105,5,0,107,3,639,485,26,0,0,26,0,511,39,54,3,0,64,0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,56,3,0,66,0,101,0,0,0,0,0,0,0,525,78,3,0,88,0,612,235,8,0,0,8,0,245,9,11,3,0,18,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,17,3,0,20,0,28,0,0,0,0,0,0,0,241,26,3,0,27,0,272,110,7,0,0,7,0,117,5,12,0,0,11,0,18,0,3,0,0,5,0,5,0,0,0,0,0,0,0,5,17,4,0,18,0,28,0,0,0,0,0,0,0,120,19,4,0,25,0,143,151,3,0,0
503021039,502,28,0,0,28,0,536,44,100,4,0,101,0,146,0,6,0,0,6,0,6,0,0,0,0,0,0,0,44,108,4,0,114,0,151,0,0,0,0,0,0,3,544,140,4,0,143,4,691,464,11,0,0,13,0,482,34,87,3,0,85,0,122,0,3,0,0,3,0,3,0,0,0,0,0,0,0,34,90,3,0,89,0,124,0,0,0,0,0,0,3,504,101,0,0,105,0,609,296,4,0,0,4,0,297,20,23,3,0,28,0,47,0,5,0,0,5,0,5,0,0,0,0,0,0,0,20,28,3,0,30,0,49,0,0,0,0,0,0,0,313,33,3,0,39,0,352,166,5,0,0,3,0,172,9,18,0,0,22,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,22,0,0,23,0,34,0,0,0,0,0,0,0,180,22,4,0,26,0,205,225,8,0,0
503021040,326,14,0,0,14,0,344,33,47,0,0,47,0,77,0,3,0,0,5,0,5,0,0,0,0,0,0,0,33,46,0,0,50,0,79,0,0,0,0,0,0,0,359,67,0,0,68,0,426,331,14,0,0,14,0,348,24,56,0,0,56,0,80,0,0,3,0,3,0,3,0,0,0,0,0,0,0,24,58,4,0,58,0,79,0,0,0,0,0,0,0,354,70,4,0,74,0,429,137,3,0,0,3,0,142,5,20,3,0,21,0,28,0,3,7,0,4,0,4,0,0,0,0,0,0,0,5,22,8,0,25,0,35,0,0,0,0,0,0,0,146,25,8,0,29,0,173,85,0,0,0,0,0,87,3,18,0,0,18,0,20,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,18,3,0,19,0,22,0,0,0,0,0,0,0,86,22,3,0,24,0,112,116,0,0,0
503021041,286,20,0,0,20,0,303,60,352,5,0,352,0,414,0,38,14,0,51,0,50,3,3,0,0,3,0,5,65,392,19,0,405,0,475,0,0,0,0,0,0,0,350,410,19,0,424,0,776,134,3,0,0,3,0,135,29,138,7,0,143,0,168,3,10,6,0,18,0,20,0,0,0,0,0,0,0,26,147,10,0,161,0,190,0,0,0,0,0,0,0,166,151,10,0,162,0,323,56,3,0,0,3,0,58,17,37,0,0,41,0,58,0,4,0,0,7,0,7,0,0,0,0,0,0,0,17,48,7,0,46,0,61,0,0,0,0,0,0,0,76,48,7,0,49,0,121,33,0,0,0,0,0,35,3,26,3,0,24,0,32,0,4,0,0,6,0,10,0,0,0,0,0,0,0,6,26,6,0,33,0,40,0,0,0,0,0,0,0,42,28,6,0,33,0,76,52,0,0,0
503021042,464,19,0,0,19,0,479,54,152,4,0,158,0,209,0,15,0,0,14,0,15,0,3,0,0,3,0,3,58,164,6,0,174,0,231,0,0,0,0,0,0,0,520,185,6,0,190,0,710,436,26,0,3,25,0,468,45,138,0,0,138,0,186,0,16,0,0,17,0,20,0,3,0,0,3,0,3,42,150,6,0,160,0,200,0,0,0,0,0,0,0,479,180,6,3,184,0,671,244,13,3,0,10,0,261,26,56,0,0,58,0,83,0,3,3,0,9,0,9,0,0,0,0,3,0,3,26,63,6,0,69,0,86,0,0,0,0,0,0,0,271,68,6,0,80,0,345,159,15,0,0,15,0,173,7,36,0,0,36,0,48,0,0,3,0,4,0,4,0,0,0,0,0,0,0,7,43,3,0,40,0,51,0,0,0,0,0,0,0,168,56,3,0,55,0,224,221,4,0,0
503021043,560,40,0,0,40,0,596,61,254,4,0,261,0,320,0,19,0,0,19,0,19,0,0,0,0,0,0,0,61,280,4,0,287,0,345,0,0,0,0,0,0,4,618,317,4,0,324,3,939,600,18,0,0,18,3,617,47,204,4,0,207,0,259,0,19,0,0,16,0,16,0,0,0,0,0,0,0,47,222,3,0,225,0,275,0,0,0,0,0,0,0,643,239,3,0,245,4,897,321,11,0,0,11,0,332,14,96,0,0,95,0,107,0,3,3,0,9,0,9,0,0,0,0,0,0,0,14,98,4,0,107,0,121,0,0,0,0,0,0,0,333,108,4,0,114,0,448,166,7,0,0,7,0,175,14,41,0,0,41,0,51,0,4,0,0,4,0,4,0,0,0,0,0,0,0,14,46,0,0,46,0,51,0,0,0,0,0,0,0,177,47,0,0,47,0,228,202,14,0,0
504011044,511,34,0,0,34,3,547,49,140,0,0,137,0,192,0,9,5,0,15,0,20,0,0,0,0,0,0,0,49,146,6,0,159,0,207,0,0,0,0,0,0,3,562,184,6,0,190,7,763,496,15,0,0,15,0,505,35,77,0,0,84,0,119,0,7,10,0,16,0,16,0,0,0,0,0,0,0,35,86,11,0,93,0,136,0,0,0,0,0,3,3,538,95,11,0,108,3,644,256,5,0,0,5,0,260,7,32,0,0,27,0,38,0,5,3,0,9,0,9,0,0,0,0,0,0,0,7,30,8,0,37,0,44,0,0,0,0,0,0,0,266,42,8,0,43,0,305,162,4,0,0,4,0,170,5,16,0,0,16,0,20,0,3,5,0,7,0,7,0,0,0,0,0,0,0,5,19,5,0,20,0,30,0,0,0,0,0,0,0,170,25,5,0,26,0,201,214,3,0,0
504011045,811,49,0,0,49,0,859,91,230,3,0,236,0,327,3,16,6,0,22,0,26,0,0,0,0,0,0,0,93,240,10,0,254,0,349,3,0,0,0,0,0,3,909,286,10,0,299,0,1210,726,37,0,0,38,0,765,72,158,7,3,170,0,239,0,26,15,0,40,0,45,0,0,0,0,0,0,0,74,182,23,3,210,0,280,0,0,0,0,0,0,0,795,226,22,3,255,0,1049,336,14,0,0,12,0,348,27,75,0,0,78,0,105,0,8,13,0,24,0,26,0,0,0,0,0,0,0,29,90,13,0,103,0,131,0,0,0,0,0,0,0,370,99,13,0,114,0,482,203,8,0,0,5,0,205,14,40,5,0,50,0,65,0,10,13,0,21,0,21,0,0,0,0,0,0,0,14,52,17,0,68,0,80,0,0,0,0,0,0,0,216,58,18,0,74,0,289,265,9,0,0
504011046,250,24,0,0,24,0,270,33,213,7,0,227,0,255,0,28,0,0,26,0,26,0,0,0,0,0,0,0,33,245,9,0,255,0,285,0,0,0,0,0,0,0,286,263,9,0,277,0,560,215,7,0,0,7,3,231,22,121,4,0,126,0,151,0,6,4,0,12,0,12,0,3,0,0,5,0,5,22,137,9,0,148,0,170,0,0,0,0,0,0,3,241,146,9,0,161,5,399,102,3,0,0,3,0,101,9,54,0,0,54,0,61,0,3,6,3,13,0,13,0,0,0,0,0,0,0,9,54,4,3,60,0,71,0,0,0,0,0,0,0,106,58,4,3,69,0,173,46,0,0,0,0,0,47,4,21,4,0,19,0,26,0,6,0,0,6,0,6,0,0,0,0,3,0,3,4,26,5,0,28,0,31,0,0,0,0,0,0,0,51,24,5,0,29,0,85,52,7,0,0
504011047,424,44,0,0,44,0,471,73,344,18,0,361,0,431,0,49,31,0,86,0,89,0,3,0,0,3,0,5,72,394,54,0,455,0,524,3,3,0,0,3,0,5,502,443,58,0,497,0,1001,415,30,3,0,31,0,445,56,272,12,0,288,0,344,0,36,30,0,67,0,70,0,0,0,0,3,0,3,57,315,40,0,362,0,415,3,0,0,0,0,0,8,475,341,43,0,391,0,864,202,7,0,0,12,0,215,19,150,16,0,168,0,189,0,24,18,0,43,0,48,0,3,0,0,4,0,4,22,175,39,0,210,0,235,0,0,0,0,0,0,4,229,186,35,0,224,0,450,122,7,3,0,11,0,132,24,85,6,0,90,0,111,0,5,22,0,30,0,30,0,0,0,0,0,0,0,24,90,26,0,120,0,141,0,0,0,0,0,0,0,151,95,30,0,128,0,276,178,13,0,0
504011048,160,25,0,0,25,0,185,25,68,3,0,70,0,100,0,3,4,0,6,0,5,0,0,0,3,0,0,0,27,73,4,3,80,0,108,0,0,0,0,0,0,0,187,95,4,3,103,0,289,205,18,0,0,18,0,221,19,76,8,0,83,0,98,0,6,8,0,19,0,23,0,0,0,0,0,0,0,15,89,15,0,106,0,123,0,0,0,0,0,0,0,220,105,15,0,122,0,344,125,7,0,0,7,0,132,15,37,3,0,45,0,53,3,7,7,0,11,0,12,0,0,0,0,0,0,0,13,43,12,0,58,0,70,0,0,0,0,0,0,0,139,56,12,0,64,0,202,88,6,0,0,6,0,89,8,36,5,0,40,0,44,0,7,7,0,11,0,11,0,0,0,0,0,0,0,8,43,14,0,54,0,56,0,0,0,0,0,0,0,93,44,14,0,52,0,150,102,9,0,0
504021049,89,0,0,0,0,0,89,3,9,0,0,9,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,0,9,0,7,0,0,0,0,0,0,0,92,7,0,0,7,0,98,101,0,0,0,0,0,102,3,4,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,4,0,5,0,0,0,0,0,0,0,104,6,0,0,6,0,106,83,0,0,0,0,0,85,0,3,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,5,0,0,0,0,0,0,0,83,10,0,0,10,0,94,59,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,0,0,0,0,0,61,4,0,0,4,0,63,70,0,0,0
504021050,229,9,0,0,9,0,237,12,14,0,0,14,0,22,3,0,0,0,0,0,3,0,0,0,0,0,0,0,11,14,0,0,14,0,28,0,0,0,0,0,0,0,242,21,0,0,21,0,263,346,23,0,0,28,0,374,16,13,0,0,13,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,13,0,0,13,0,30,0,0,0,0,0,0,3,362,44,0,0,42,0,407,206,6,0,0,6,0,217,5,10,0,0,10,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,0,0,10,0,14,4,0,0,0,0,0,4,220,13,0,0,13,0,229,131,4,0,0,3,0,137,9,9,0,0,5,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0,0,5,0,15,0,0,0,0,0,0,0,140,10,0,0,14,0,153,199,3,0,0
504021051,234,3,0,0,3,0,234,19,22,0,0,22,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,22,0,0,22,0,45,0,0,0,0,0,0,0,252,30,0,0,30,0,283,202,4,0,0,4,0,211,9,16,0,0,12,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,16,0,0,12,0,25,0,0,0,0,0,0,0,207,19,0,0,24,0,231,117,0,0,0,0,0,115,3,8,0,0,8,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,4,0,13,0,0,0,0,0,0,0,121,4,0,0,8,0,129,76,3,0,0,4,0,82,0,7,0,0,7,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,10,0,0,0,0,0,0,0,80,8,0,0,13,0,91,119,0,0,0
504021052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
504021053,431,7,0,0,7,0,438,20,16,0,0,16,0,32,3,0,0,0,0,0,3,0,0,0,0,0,0,0,21,16,0,0,16,0,37,0,0,0,0,0,0,0,455,20,0,0,20,0,473,582,9,0,0,9,0,592,19,26,0,0,27,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,26,0,0,26,0,46,3,0,0,0,0,0,3,604,36,0,0,36,0,643,380,11,0,0,11,0,390,12,8,0,0,8,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,8,0,0,6,0,21,0,0,0,0,0,0,0,396,18,0,0,15,0,411,219,3,0,0,3,0,227,4,7,0,0,7,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,7,0,10,0,0,0,0,0,0,0,228,11,0,0,11,0,234,315,8,0,0
504021054,343,7,0,0,7,0,345,34,47,0,0,52,0,83,0,0,3,0,3,0,3,0,0,0,3,3,0,3,34,44,8,4,58,0,84,0,0,0,0,0,0,0,374,50,8,4,63,4,437,365,14,0,0,14,0,379,18,35,0,0,33,0,53,0,0,6,0,9,0,9,0,0,0,0,0,0,0,18,36,6,3,44,0,61,0,0,0,0,0,3,3,377,51,6,3,53,9,441,182,9,0,0,9,0,191,14,30,0,0,30,0,42,0,3,4,0,7,0,7,0,0,0,0,0,0,0,14,33,4,0,39,0,46,0,0,0,0,0,0,0,197,37,4,0,47,0,237,121,3,0,0,3,0,127,11,13,0,0,18,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,16,0,0,16,0,29,0,0,0,0,0,0,0,132,21,0,0,20,0,149,188,6,0,0
504031055,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
504031056,433,28,4,0,33,3,463,42,173,26,0,202,0,246,0,51,53,0,105,0,105,0,0,3,0,3,0,4,45,228,80,3,308,0,353,0,3,0,0,3,0,3,477,257,88,3,346,3,827,450,22,0,0,24,3,474,43,205,22,0,221,0,263,5,59,42,3,109,0,109,0,0,0,0,3,0,3,44,268,64,3,333,0,380,0,0,0,0,4,0,4,496,289,69,4,360,3,856,308,13,0,0,13,0,318,23,116,12,0,133,0,151,0,42,32,3,78,0,75,4,0,4,0,4,0,6,24,160,46,3,211,0,230,0,0,0,0,0,0,3,328,174,46,0,224,0,554,235,10,0,0,10,0,245,19,88,15,0,100,0,118,0,19,27,0,48,0,46,0,0,0,0,0,0,0,20,105,39,0,142,0,162,0,0,0,0,0,0,0,254,113,39,0,156,0,406,321,14,0,0
504031057,449,25,0,0,23,0,477,38,426,28,3,454,0,498,3,71,40,0,108,0,115,0,0,0,0,3,0,3,47,494,68,3,566,0,616,0,0,0,0,0,0,0,493,523,70,7,598,3,1095,428,19,0,0,23,0,455,37,335,16,0,351,0,390,3,62,46,0,100,0,106,0,8,0,0,8,0,8,37,402,58,0,459,0,498,0,3,0,0,3,0,3,473,425,58,0,488,0,958,236,14,0,0,13,0,250,15,192,11,0,195,0,213,0,28,31,0,62,0,60,0,3,0,0,7,0,3,13,222,39,0,262,0,279,0,3,0,0,3,3,3,254,235,39,3,278,3,531,154,7,0,0,10,0,163,5,111,10,0,119,0,129,0,18,24,0,42,0,42,0,0,0,0,0,0,0,5,134,37,0,169,0,176,0,0,0,0,0,0,0,158,139,37,0,173,0,331,172,9,0,0
504031058,182,0,0,0,0,0,183,11,6,0,0,6,0,17,0,3,0,0,3,0,4,0,0,0,0,0,0,0,14,10,0,0,10,0,20,0,0,0,0,0,0,0,200,11,0,0,11,0,203,227,0,0,0,0,0,230,7,11,0,0,11,0,16,3,0,0,0,0,0,3,0,0,0,0,0,0,0,12,8,0,0,8,0,22,0,0,0,0,0,0,0,238,13,0,0,13,0,249,130,0,0,0,0,0,130,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,0,5,0,0,0,0,0,0,0,132,3,0,0,3,0,136,84,0,0,0,0,0,84,3,3,0,0,3,0,7,0,0,4,0,3,0,4,0,0,0,0,0,0,0,7,8,4,0,9,0,10,0,0,0,0,0,0,0,89,8,4,0,9,0,95,126,3,0,0
504031059,1744,67,0,0,67,0,1822,135,588,8,0,592,0,728,0,61,18,0,75,0,75,0,3,0,0,8,0,5,136,645,21,3,670,0,811,0,0,0,0,0,3,7,1881,720,21,3,742,3,2629,1587,62,0,0,62,0,1647,83,439,5,5,450,0,537,0,39,9,0,49,0,45,0,3,0,0,4,0,4,85,483,15,4,500,0,587,7,0,0,0,0,4,15,1671,545,15,4,565,12,2249,824,27,0,0,27,0,848,32,218,8,0,224,0,259,0,27,7,0,36,0,36,0,0,0,0,0,0,0,34,241,13,0,259,0,291,0,0,0,0,0,0,0,858,268,13,0,279,4,1147,493,15,0,0,15,0,511,19,134,3,0,139,0,159,0,9,0,0,10,0,10,0,0,0,0,0,0,0,20,145,3,0,150,0,170,0,0,0,0,0,0,0,517,154,3,0,159,0,678,617,17,0,0
504031060,61,3,0,0,3,5,69,0,12,0,0,12,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,12,0,14,0,0,0,0,0,0,0,62,11,0,0,11,5,77,116,3,0,0,3,0,119,5,9,0,0,9,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,0,0,9,0,10,0,0,0,0,0,0,0,121,13,0,0,13,0,134,89,0,0,0,0,0,91,0,9,0,0,9,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,9,0,6,0,0,0,0,0,0,0,87,8,0,0,8,0,97,44,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,47,75,4,0,0
