SA2_MAINCODE_2016,DC15_17FSEOMSolsET,DC15_17FSEOM_LpEns,DC15_17FSEOMT,DC15_17FSolsEVwwMSEO,DC15_17FSolsEVwwMSolsEVww,DC15_17FSolsEVwwMSolNwna,DC15_17FSolsEVwwMsol_pEns,DC15_17FSolsEVwwMSolsET,DC15_17FSolsEVwwM_LpEns,DC15_17FSolsEVwwMT,DC15_17FSolNwnaMSEO,DC15_17FSolNwnaMSolsEVww,DC15_17FSolNwnaMSolNwna,DC15_17FSolNwnaMsol_pEns,DC15_17FSolNwnaMSolsET,DC15_17FSolNwnaM_LpEns,DC15_17FSolNwnaMT,DC15_17FSol_pEnsMSEO,DC15_17FSol_pEnsMSolsEVww,DC15_17FSol_pEnsMSolNwna,DC15_17FSol_pEnsMsol_pEns,DC15_17FSol_pEnsMSolsET,DC15_17FSol_pEnsM_LpEns,DC15_17FSol_pEnsMT,DC15_17FSolsETMSEO,DC15_17FSolsETMSolsEVww,DC15_17FSolsETMSolNwna,DC15_17FSolsETMsol_pEns,DC15_17FSolsETMSolsET,DC15_17FSolsETM_LpEns,DC15_17FSolsETMT,DC15_17F_LpEnsMSEO,DC15_17F_LpEnsMSolsEVww,DC15_17F_LpEnsMSolNwna,DC15_17F_LpEnsMsol_pEns,DC15_17F_LpEnsMSolsET,DC15_17F_LpEnsM_LpEns,DC15_17F_LpEnsMT,DC15_17FTMSEO,DC15_17FTMSolsEVww,DC15_17FTMSolNwna,DC15_17FTMsol_pEns,DC15_17FTMSolsET,DC15_17FTM_LpEns,DC15_17FTMT,DC18_20FSEOMSEO,DC18_20FSEOMSolsEVww,DC18_20FSEOMSolNwna,DC18_20FSEOMsol_pEns,DC18_20FSEOMSolsET,DC18_20FSEOM_LpEns,DC18_20FSEOMT,DC18_20FSolsEVwwMSEO,DC18_20FSolsEVwwMSolsEVww,DC18_20FSolsEVwwMSolNwna,DC18_20FSolsEVwwMsol_pEns,DC18_20FSolsEVwwMSolsET,DC18_20FSolsEVwwM_LpEns,DC18_20FSolsEVwwMT,DC18_20FSolNwnaMSEO,DC18_20FSolNwnaMSolsEVww,DC18_20FSolNwnaMSolNwna,DC18_20FSolNwnaMsol_pEns,DC18_20FSolNwnaMSolsET,DC18_20FSolNwnaM_LpEns,DC18_20FSolNwnaMT,DC18_20FSol_pEnsMSEO,DC18_20FSol_pEnsMSolsEVww,DC18_20FSol_pEnsMSolNwna,DC18_20FSol_pEnsMsol_pEns,DC18_20FSol_pEnsMSolsET,DC18_20FSol_pEnsM_LpEns,DC18_20FSol_pEnsMT,DC18_20FSolsETMSEO,DC18_20FSolsETMSolsEVww,DC18_20FSolsETMSolNwna,DC18_20FSolsETMsol_pEns,DC18_20FSolsETMSolsET,DC18_20FSolsETM_LpEns,DC18_20FSolsETMT,DC18_20F_LpEnsMSEO,DC18_20F_LpEnsMSolsEVww,DC18_20F_LpEnsMSolNwna,DC18_20F_LpEnsMsol_pEns,DC18_20F_LpEnsMSolsET,DC18_20F_LpEnsM_LpEns,DC18_20F_LpEnsMT,DC18_20FTMSEO,DC18_20FTMSolsEVww,DC18_20FTMSolNwna,DC18_20FTMsol_pEns,DC18_20FTMSolsET,DC18_20FTM_LpEns,DC18_20FTMT,DC21_24FSEOMSEO,DC21_24FSEOMSolsEVww,DC21_24FSEOMSolNwna,DC21_24FSEOMsol_pEns,DC21_24FSEOMSolsET,DC21_24FSEOM_LpEns,DC21_24FSEOMT,DC21_24FSolsEVwwMSEO,DC21_24FSolsEVwwMSolsEVww,DC21_24FSolsEVwwMSolNwna,DC21_24FSolsEVwwMsol_pEns,DC21_24FSolsEVwwMSolsET,DC21_24FSolsEVwwM_LpEns,DC21_24FSolsEVwwMT,DC21_24FSolNwnaMSEO,DC21_24FSolNwnaMSolsEVww,DC21_24FSolNwnaMSolNwna,DC21_24FSolNwnaMsol_pEns,DC21_24FSolNwnaMSolsET,DC21_24FSolNwnaM_LpEns,DC21_24FSolNwnaMT,DC21_24FSol_pEnsMSEO,DC21_24FSol_pEnsMSolsEVww,DC21_24FSol_pEnsMSolNwna,DC21_24FSol_pEnsMsol_pEns,DC21_24FSol_pEnsMSolsET,DC21_24FSol_pEnsM_LpEns,DC21_24FSol_pEnsMT,DC21_24FSolsETMSEO,DC21_24FSolsETMSolsEVww,DC21_24FSolsETMSolNwna,DC21_24FSolsETMsol_pEns,DC21_24FSolsETMSolsET,DC21_24FSolsETM_LpEns,DC21_24FSolsETMT,DC21_24F_LpEnsMSEO,DC21_24F_LpEnsMSolsEVww,DC21_24F_LpEnsMSolNwna,DC21_24F_LpEnsMsol_pEns,DC21_24F_LpEnsMSolsET,DC21_24F_LpEnsM_LpEns,DC21_24F_LpEnsMT,DC21_24FTMSEO,DC21_24FTMSolsEVww,DC21_24FTMSolNwna,DC21_24FTMsol_pEns,DC21_24FTMSolsET,DC21_24FTM_LpEns,DC21_24FTMT,TDCFSEOMSEO,TDCFSEOMSolsEVww,TDCFSEOMSolNwna,TDCFSEOMsol_pEns,TDCFSEOMSolsET,TDCFSEOM_LpEns,TDCFSEOMT,TDCFSolsEVwwMSEO,TDCFSolsEVwwMSolsEVww,TDCFSolsEVwwMSolNwna,TDCFSolsEVwwMsol_pEns,TDCFSolsEVwwMSolsET,TDCFSolsEVwwM_LpEns,TDCFSolsEVwwMT,TDCFSolNwnaMSEO,TDCFSolNwnaMSolsEVww,TDCFSolNwnaMSolNwna,TDCFSolNwnaMsol_pEns,TDCFSolNwnaMSolsET,TDCFSolNwnaM_LpEns,TDCFSolNwnaMT,TDCFSol_pEnsMSEO,TDCFSol_pEnsMSolsEVww,TDCFSol_pEnsMSolNwna,TDCFSol_pEnsMsol_pEns,TDCFSol_pEnsMSolsET,TDCFSol_pEnsM_LpEns,TDCFSol_pEnsMT,TDCFSolsETMSEO,TDCFSolsETMSolsEVww,TDCFSolsETMSolNwna,TDCFSolsETMsol_pEns,TDCFSolsETMSolsET,TDCFSolsETM_LpEns,TDCFSolsETMT,TDCF_LpEnsMSEO,TDCF_LpEnsMSolsEVww,TDCF_LpEnsMSolNwna,TDCF_LpEnsMsol_pEns,TDCF_LpEnsMSolsET,TDCF_LpEnsM_LpEns,TDCF_LpEnsMT,TDCFTMSEO,TDCFTMSolsEVww,TDCFTMSolNwna,TDCFTMsol_pEns,TDCFTMSolsET,TDCFTM_LpEns,TDCFTMT
503011036,5,0,241,12,26,0,0,26,0,41,0,0,3,0,3,0,3,0,0,0,0,0,0,0,12,26,3,0,30,0,39,0,0,0,0,0,0,0,248,34,3,0,33,0,286,149,3,0,0,3,0,154,6,23,0,0,23,0,31,0,0,3,0,3,0,3,0,0,0,0,0,0,0,6,23,3,0,23,0,35,0,0,0,0,0,0,0,155,27,3,0,28,0,180,64,0,0,0,0,0,66,0,8,0,0,8,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,13,0,15,0,0,0,0,0,0,0,68,8,0,0,9,0,76,1577,40,0,0,40,8,1620,96,195,0,0,195,0,292,0,0,6,0,6,0,6,0,0,0,0,0,0,0,96,195,6,0,200,0,293,0,0,0,0,0,0,0,1677,233,6,0,236,8,1921
503021037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
503021038,3,0,156,15,22,3,0,23,0,44,0,3,0,0,3,0,3,0,0,0,0,0,0,0,15,26,3,0,33,0,45,0,0,0,0,0,0,0,162,32,3,0,37,0,203,73,4,0,0,4,0,79,7,18,3,0,19,0,25,0,0,3,0,3,0,3,0,0,0,0,0,0,0,7,18,7,0,21,0,27,0,0,0,0,0,0,0,83,22,7,0,29,0,108,32,0,0,0,0,0,30,4,4,0,0,4,0,6,0,3,0,0,3,0,3,0,0,0,0,0,0,0,4,6,0,0,6,0,10,0,0,0,0,0,0,0,32,12,0,0,12,0,45,1571,75,0,0,74,0,1648,120,201,15,0,217,3,342,0,12,3,0,19,0,19,3,0,0,0,0,0,3,125,219,22,0,239,3,362,0,0,0,0,0,0,0,1696,290,22,0,314,3,2014
503021039,8,0,237,14,28,0,0,28,0,42,0,4,5,0,6,0,6,0,0,0,0,0,0,0,14,30,5,0,34,0,46,5,0,0,0,0,0,5,240,42,5,0,42,0,288,141,8,0,0,8,0,144,10,18,0,0,18,0,29,0,6,0,0,7,0,7,0,0,0,0,0,0,0,10,24,0,0,21,0,35,0,0,0,0,0,0,0,153,30,0,0,33,0,181,72,4,0,0,4,0,74,7,12,0,0,12,0,14,0,4,0,0,4,0,4,0,0,0,0,0,0,0,7,11,0,0,11,0,20,0,0,0,0,0,0,0,75,12,0,0,12,0,90,1870,73,3,0,70,4,1949,137,283,10,0,288,0,430,0,32,5,0,38,0,38,0,0,0,0,0,0,0,137,313,14,0,328,0,467,9,0,0,0,0,0,8,2016,382,13,0,402,8,2417
503021040,0,0,117,6,17,3,0,21,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,20,3,0,29,0,33,0,0,0,0,0,0,0,121,22,3,0,27,0,152,51,0,0,0,0,0,51,6,15,0,0,18,0,24,0,3,3,0,3,0,3,0,0,0,0,0,0,0,6,15,5,0,22,0,26,0,0,0,0,0,0,0,53,15,5,0,22,0,75,28,0,0,0,0,0,28,0,4,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,7,0,7,0,0,0,0,0,0,0,28,4,0,0,7,0,32,1071,40,0,0,40,0,1107,73,176,10,0,185,3,264,0,10,16,0,28,0,28,0,0,0,0,0,0,0,73,181,22,0,212,3,287,0,0,0,0,0,0,0,1142,227,22,0,250,3,1396
503021041,0,0,50,5,33,0,0,33,0,45,0,6,0,0,8,0,8,0,0,0,0,0,0,0,5,35,0,0,43,0,48,0,0,0,0,0,0,0,60,42,0,0,41,0,104,33,3,0,0,3,0,32,4,23,0,0,20,0,26,0,0,0,0,8,0,6,0,0,0,0,0,0,0,8,23,4,0,28,0,32,0,0,0,0,0,0,0,38,26,4,0,30,0,68,16,3,0,0,3,0,23,3,12,0,0,12,0,12,0,3,7,0,8,0,8,0,0,0,0,0,0,0,3,18,7,0,17,0,23,0,0,0,0,0,0,0,23,15,7,0,25,0,43,614,28,0,0,28,0,642,124,618,13,0,630,0,755,7,63,37,0,102,0,108,3,3,0,0,3,0,6,131,682,49,0,734,0,868,0,0,0,0,0,0,0,742,715,49,0,761,3,1510
503021042,10,0,230,12,36,0,0,40,0,51,0,0,3,0,3,0,3,0,0,0,0,0,0,0,12,36,0,0,39,0,54,0,0,0,0,0,0,0,231,45,3,0,49,0,283,110,4,0,0,4,0,118,3,10,0,0,10,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,13,0,16,0,0,0,0,0,0,0,116,12,0,0,15,0,133,50,0,0,0,0,0,56,7,6,0,0,6,0,13,0,3,0,0,3,0,5,0,0,0,0,0,0,0,3,5,0,0,5,0,14,0,0,0,0,0,0,0,54,8,0,0,8,0,64,1692,77,3,3,84,0,1779,152,431,5,3,446,0,596,3,34,12,0,48,0,53,0,3,0,0,6,0,6,157,472,15,8,494,0,656,0,3,0,0,3,0,3,1850,555,18,8,579,3,2435
503021043,14,0,215,15,38,4,0,44,0,58,0,3,0,0,3,0,3,0,0,0,0,0,0,0,15,43,4,0,44,0,63,0,0,0,0,0,0,0,219,54,4,0,53,0,280,98,0,0,0,0,0,96,7,23,0,0,24,0,30,0,3,3,0,6,0,6,0,0,0,0,0,0,0,7,26,4,0,29,0,35,0,0,0,0,0,0,0,100,28,4,0,28,0,131,56,0,0,0,0,0,57,3,5,0,0,9,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,3,0,10,0,9,0,0,0,0,0,0,0,58,6,3,0,6,0,65,1992,81,0,0,81,5,2087,157,662,16,3,674,0,837,0,53,7,0,66,0,66,0,3,0,0,3,0,3,157,721,20,3,743,0,902,0,0,0,0,0,3,3,2157,805,20,3,826,10,2990
504011044,5,0,216,11,26,0,0,27,0,40,0,4,3,0,12,0,15,0,0,0,0,0,0,0,14,32,6,0,37,0,50,0,0,0,0,0,0,0,228,37,4,0,46,0,271,91,0,0,0,0,0,88,8,13,0,0,11,0,19,0,4,3,0,7,0,7,0,0,0,0,0,0,0,8,16,3,0,17,0,24,0,0,0,0,0,0,0,94,18,3,0,24,0,116,34,0,0,0,0,0,36,4,8,0,0,10,0,12,0,0,0,0,4,0,4,0,0,0,0,0,0,0,4,11,3,0,15,0,14,0,0,0,0,0,0,0,36,8,3,0,15,0,50,1761,64,0,0,69,3,1834,123,304,6,4,315,0,435,3,35,33,0,73,0,71,0,0,0,0,0,0,0,125,343,43,4,381,6,509,8,0,0,0,0,4,11,1889,405,40,4,452,8,2352
504011045,9,0,272,23,65,7,0,70,0,95,0,12,14,0,26,0,26,0,0,0,0,0,0,0,23,77,20,0,90,0,120,0,0,0,0,0,0,0,287,85,20,0,100,0,385,131,3,0,0,3,0,139,12,38,3,0,38,0,51,0,10,7,0,16,0,18,0,0,0,0,0,0,0,11,45,16,0,60,0,70,0,0,0,0,0,0,0,145,51,16,0,62,0,211,60,0,0,0,0,0,60,7,9,5,0,16,0,28,0,0,4,0,5,0,5,0,0,0,0,0,0,0,7,11,7,0,20,0,33,0,0,0,0,0,0,0,65,11,7,0,20,0,93,2527,120,5,0,123,0,2648,253,622,29,4,653,0,903,3,84,67,0,153,0,157,0,0,0,3,3,0,3,254,703,97,7,809,0,1062,4,0,0,0,0,0,4,2788,816,105,7,930,0,3716
504011046,7,0,60,7,26,0,0,25,0,37,0,3,0,0,6,0,8,0,0,0,0,0,0,0,12,26,3,0,33,0,36,0,0,0,0,0,0,0,64,32,3,0,37,0,95,32,3,0,0,3,0,31,3,14,0,0,9,0,18,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,17,3,0,17,0,20,0,0,0,0,0,0,0,38,15,3,0,17,0,52,19,0,0,0,0,0,18,0,4,0,0,4,0,4,0,5,0,0,3,0,3,0,0,0,0,0,0,0,0,10,0,0,9,0,9,0,0,0,0,0,0,0,19,8,0,0,14,0,30,718,42,0,0,42,3,761,83,447,23,0,469,0,553,0,49,14,3,69,0,74,0,3,0,0,10,0,9,83,508,36,6,545,0,632,0,4,0,0,4,3,4,798,549,36,6,592,4,1398
504011047,13,0,192,22,115,9,0,127,0,145,0,17,33,0,57,0,57,0,3,0,0,3,0,3,22,135,45,0,187,0,202,0,0,0,0,0,0,0,198,151,45,0,194,0,396,84,0,0,0,0,0,85,13,67,7,0,72,0,84,0,14,29,0,40,0,41,0,0,0,0,0,0,0,18,77,30,0,114,0,126,0,0,0,0,0,0,0,105,84,30,0,112,0,216,37,0,0,0,0,0,32,7,34,4,0,38,0,45,0,13,20,0,31,0,32,0,0,0,0,0,0,0,8,48,17,0,66,0,75,0,0,0,0,0,0,0,45,45,17,0,66,0,115,1467,104,3,0,105,0,1577,209,1068,74,4,1143,0,1350,7,170,177,0,344,0,356,0,12,0,3,16,0,19,216,1240,251,7,1504,0,1719,6,3,5,0,4,3,12,1697,1345,264,7,1619,3,3313
504011048,9,0,111,8,52,4,0,57,0,71,0,10,10,0,27,0,27,0,0,0,0,0,0,0,8,65,16,3,86,0,94,0,0,0,0,0,0,0,113,77,16,3,92,0,208,56,0,0,0,4,0,59,3,29,4,0,35,0,36,0,8,9,0,13,0,13,0,0,0,0,0,0,0,3,37,9,0,47,0,50,0,0,0,0,0,0,0,59,37,8,0,47,0,107,26,0,0,0,0,0,23,7,22,3,0,26,0,27,0,3,0,0,9,0,9,0,0,0,0,0,0,0,7,26,5,0,35,0,35,0,0,0,0,0,0,0,30,32,5,0,36,0,64,753,65,0,0,70,0,825,84,322,25,0,349,0,431,7,47,46,0,91,0,96,0,3,0,3,10,0,10,88,375,73,3,455,0,537,0,0,0,0,0,3,3,840,443,76,3,523,3,1362
504021049,0,0,70,0,5,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,3,0,0,0,0,0,0,0,69,5,0,0,5,0,78,12,0,0,0,0,0,12,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,18,0,0,0,0,0,19,11,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,11,432,3,0,0,3,0,435,8,16,0,0,16,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,17,0,0,17,0,28,0,0,0,0,0,0,0,439,28,0,0,28,0,465
504021050,3,0,206,14,3,0,0,3,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,3,0,0,3,0,17,0,0,0,0,0,0,0,209,11,0,0,11,0,220,86,0,0,0,0,0,90,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,88,3,0,0,3,0,92,32,0,0,0,0,0,36,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,32,4,0,0,4,0,38,1236,55,0,3,54,0,1287,55,52,0,0,53,0,108,4,0,0,0,0,0,4,0,0,0,0,0,0,0,58,52,0,0,53,0,111,5,0,0,0,0,0,4,1300,103,0,3,101,0,1405
504021051,4,0,118,5,12,0,0,12,0,16,0,3,0,0,3,0,3,0,0,0,0,0,0,0,5,11,0,0,13,0,23,0,0,0,0,0,0,0,121,18,0,3,15,0,143,36,3,0,0,3,0,44,0,5,0,0,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,4,0,0,0,0,0,0,0,41,7,0,0,7,0,52,8,0,0,0,0,0,8,0,3,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,7,0,0,0,0,0,0,0,9,3,0,0,3,0,17,794,18,0,3,22,0,814,43,69,0,0,72,0,107,0,3,0,0,3,0,7,0,0,0,0,0,0,0,44,72,0,0,71,0,118,0,0,0,0,0,0,0,830,90,4,3,98,0,931
504021052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
504021053,8,0,330,10,9,0,0,9,0,20,0,0,0,0,3,0,3,0,0,0,0,0,0,0,10,10,0,0,7,0,20,0,0,0,0,0,0,0,329,19,0,0,18,0,347,88,0,0,0,0,0,88,8,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,7,0,0,0,0,0,0,0,95,0,0,0,0,0,98,43,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,43,2064,35,0,0,35,0,2109,77,56,0,0,56,0,137,3,0,3,0,7,0,5,0,0,0,0,0,0,0,80,60,3,0,64,0,144,3,0,0,0,0,0,7,2145,96,3,0,104,5,2252
504021054,6,0,198,8,24,0,0,24,0,30,0,3,3,0,10,0,10,0,3,0,0,3,0,3,8,33,3,0,34,0,39,0,0,0,0,0,0,0,196,38,3,0,45,0,239,35,3,0,0,3,0,42,3,7,0,0,7,0,11,0,5,0,0,5,0,5,0,0,0,0,0,0,0,3,6,0,0,6,0,13,0,0,0,0,0,0,0,41,9,0,0,9,0,53,23,0,0,0,0,0,23,3,9,0,0,9,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,0,9,0,5,0,0,0,0,0,0,0,26,6,0,0,6,0,31,1256,38,0,0,38,3,1302,77,160,3,0,165,0,243,0,15,17,0,28,0,28,0,0,0,4,6,0,6,77,178,22,7,203,0,284,0,0,0,0,0,8,10,1339,219,22,7,242,6,1592
504031055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3
504031056,14,0,341,20,144,13,0,150,0,170,0,28,32,3,64,0,64,0,0,0,0,0,0,0,20,165,44,3,217,0,232,0,0,0,0,0,0,0,346,182,44,3,228,0,571,139,6,0,0,6,0,147,6,107,10,0,114,0,125,0,21,27,0,41,0,41,0,0,0,0,0,0,0,12,123,36,0,163,0,167,0,0,0,0,0,0,0,149,130,36,0,171,0,317,84,3,0,0,3,0,80,0,46,3,0,50,0,48,0,6,15,0,24,0,24,0,0,0,0,0,0,0,0,54,15,0,70,0,74,0,0,0,0,0,0,0,84,57,15,0,74,0,160,1969,90,4,0,99,6,2076,147,873,100,0,978,0,1124,3,228,227,5,463,0,467,4,3,9,0,8,0,10,157,1101,336,7,1445,0,1603,3,7,0,3,5,0,11,2131,1198,337,16,1556,5,3689
504031057,9,0,187,9,130,4,0,136,0,143,0,35,29,0,60,0,59,0,3,0,0,3,0,4,10,164,35,0,197,0,214,0,0,0,0,0,0,0,188,171,35,0,211,0,395,66,0,0,0,0,0,66,3,89,5,0,90,0,100,0,24,20,0,44,0,44,0,3,0,0,3,0,3,3,106,24,0,133,0,138,0,0,0,0,0,0,0,74,106,24,0,133,0,211,26,6,0,0,6,0,29,3,27,0,0,30,0,32,0,10,16,0,29,0,29,0,0,0,0,0,0,0,3,37,18,0,57,0,61,0,0,0,0,0,0,0,28,41,18,0,59,0,89,1532,77,0,3,77,0,1614,114,1308,76,3,1382,3,1500,9,235,205,0,448,0,452,0,20,0,3,22,0,23,124,1562,280,11,1852,3,1977,0,7,0,0,10,3,15,1663,1641,280,10,1940,8,3608
504031058,3,0,129,3,5,0,0,5,0,5,0,0,0,0,0,0,3,0,0,0,0,0,0,0,7,5,0,0,5,0,9,0,0,0,0,0,0,0,135,8,0,0,5,0,140,33,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,33,0,0,0,4,0,33,13,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,17,796,5,0,0,5,3,810,30,29,0,0,29,0,56,7,8,4,0,13,0,18,0,0,0,0,0,0,0,33,31,4,0,35,0,69,3,0,0,0,0,0,3,833,36,4,0,44,7,878
504031059,17,0,634,41,140,8,0,142,0,188,0,22,4,0,22,0,29,0,3,0,0,3,0,3,44,157,14,0,169,0,216,0,0,0,0,0,0,0,662,177,14,0,187,0,853,139,3,0,0,3,0,144,7,54,3,0,61,0,69,0,13,4,0,14,0,14,0,0,0,0,0,0,0,7,70,5,0,76,0,80,0,0,0,0,0,0,0,147,75,5,0,76,0,224,47,0,0,0,0,0,47,0,19,0,0,22,0,22,0,3,4,0,3,0,3,0,0,0,0,0,0,0,0,27,3,0,30,0,32,0,0,0,0,0,0,0,48,27,3,0,30,0,80,5456,185,0,0,185,6,5648,325,1595,26,13,1630,0,1957,3,166,44,0,210,0,212,3,9,0,3,12,0,13,333,1773,75,12,1853,0,2185,9,0,0,0,0,15,21,5793,1957,75,12,2043,21,7855
504031060,4,0,85,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,80,10,0,0,10,0,92,26,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,29,19,3,0,0,3,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,3,0,0,3,0,19,429,16,0,0,16,6,453,10,26,0,0,26,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,26,0,0,26,0,39,0,0,0,0,0,0,0,441,42,0,0,42,6,496
504031061,0,0,59,0,3,0,0,3,0,3,3,0,0,0,0,0,3,0,0,0,0,0,0,0,4,3,0,0,3,0,8,0,0,0,0,0,0,0,60,3,0,0,3,0,67,17,0,0,0,0,0,17,0,3,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,5,0,0,0,0,0,0,0,21,3,0,0,3,0,23,15,0,0,0,0,0,15,0,3,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,0,0,0,0,0,15,3,0,0,3,0,16,530,19,0,0,19,0,546,32,72,3,0,76,0,109,3,3,0,0,4,0,6,0,0,0,0,0,0,0,32,79,4,0,80,0,119,7,0,0,0,0,5,11,568,95,4,0,97,5,673
504031062,3,0,119,11,51,0,0,57,0,63,0,5,4,0,15,0,15,0,0,0,0,0,0,0,11,61,3,0,67,0,74,0,0,0,0,0,0,0,120,69,3,0,75,0,195,36,3,0,0,3,0,44,0,32,0,0,32,0,36,0,5,3,0,10,0,10,0,0,0,0,0,0,0,0,41,3,0,41,0,45,0,0,0,0,0,0,0,40,44,3,0,45,0,92,22,0,0,0,0,0,18,4,12,0,0,12,0,16,0,3,3,0,6,0,6,0,0,0,0,0,0,0,4,14,3,0,17,0,22,0,0,0,0,0,0,0,26,16,3,0,17,0,38,1026,59,0,0,59,3,1088,88,524,14,0,543,0,630,3,69,44,3,117,0,121,3,5,0,4,9,0,8,91,604,62,3,667,0,757,0,0,0,0,0,3,8,1118,662,62,3,725,3,1849
