SA2_MAINCODE_2016,Ireland_2011,Ireland_2012,Ireland_2013,Ireland_2014,Ireland_2015,Ireland_2016,Ireland_Yr_arrival_ns,Ireland_Tot,Italy_Before_1946,Italy_1946_1955,Italy_1956_1965,Italy_1966_1975,Italy_1976_1985,Italy_1986_1995,Italy_1996_2005,Italy_2006_2010,Italy_2011,Italy_2012,Italy_2013,Italy_2014,Italy_2015,Italy_2016,Italy_Yr_arrival_ns,Italy_Tot,Japan_Before_1946,Japan_1946_1955,Japan_1956_1965,Japan_1966_1975,Japan_1976_1985,Japan_1986_1995,Japan_1996_2005,Japan_2006_2010,Japan_2011,Japan_2012,Japan_2013,Japan_2014,Japan_2015,Japan_2016,Japan_Yr_arrival_ns,Japan_Tot,Korea_Rep_South_Before_1946,Korea_Rep_South_1946_1955,Korea_Rep_South_1956_1965,Korea_Rep_South_1966_1975,Korea_Rep_South_1976_1985,Korea_Rep_South_1986_1995,Korea_Rep_South_1996_2005,Korea_Rep_South_2006_2010,Korea_Republic_South_2011,Korea_Republic_South_2012,Korea_Republic_South_2013,Korea_Republic_South_2014,Korea_Republic_South_2015,Korea_Republic_South_2016,Korea_Repblic_Sth_Yr_arr_ns,Korea_Republic_South_Tot,Lebanon_Before_1946,Lebanon_1946_1955,Lebanon_1956_1965,Lebanon_1966_1975,Lebanon_1976_1985,Lebanon_1986_1995,Lebanon_1996_2005,Lebanon_2006_2010,Lebanon_2011,Lebanon_2012,Lebanon_2013,Lebanon_2014,Lebanon_2015,Lebanon_2016,Lebanon_Yr_arrival_ns,Lebanon_Tot,Malaysia_Before_1946,Malaysia_1946_1955,Malaysia_1956_1965,Malaysia_1966_1975,Malaysia_1976_1985,Malaysia_1986_1995,Malaysia_1996_2005,Malaysia_2006_2010,Malaysia_2011,Malaysia_2012,Malaysia_2013,Malaysia_2014,Malaysia_2015,Malaysia_2016,Malaysia_Yr_arrival_ns,Malaysia_Tot,Malta_Before_1946,Malta_1946_1955,Malta_1956_1965,Malta_1966_1975,Malta_1976_1985,Malta_1986_1995,Malta_1996_2005,Malta_2006_2010,Malta_2011,Malta_2012,Malta_2013,Malta_2014,Malta_2015,Malta_2016,Malta_Yr_arrival_ns,Malta_Tot,Netherlands_Before_1946,Netherlands_1946_1955,Netherlands_1956_1965,Netherlands_1966_1975,Netherlands_1976_1985,Netherlands_1986_1995,Netherlands_1996_2005,Netherlands_2006_2010,Netherlands_2011,Netherlands_2012,Netherlands_2013,Netherlands_2014,Netherlands_2015,Netherlands_2016,Netherlands_Yr_arrival_ns,Netherlands_Tot,New_Zealand_Before_1946,New_Zealand_1946_1955,New_Zealand_1956_1965,New_Zealand_1966_1975,New_Zealand_1976_1985,New_Zealand_1986_1995,New_Zealand_1996_2005,New_Zealand_2006_2010,New_Zealand_2011,New_Zealand_2012,New_Zealand_2013,New_Zealand_2014,New_Zealand_2015,New_Zealand_2016,New_Zealand_Yr_arrival_ns,New_Zealand_Tot,Pakistan_Before_1946,Pakistan_1946_1955,Pakistan_1956_1965,Pakistan_1966_1975,Pakistan_1976_1985,Pakistan_1986_1995,Pakistan_1996_2005,Pakistan_2006_2010,Pakistan_2011,Pakistan_2012,Pakistan_2013,Pakistan_2014,Pakistan_2015,Pakistan_2016,Pakistan_Yr_arrival_ns,Pakistan_Tot,Philippines_Before_1946,Philippines_1946_1955,Philippines_1956_1965,Philippines_1966_1975,Philippines_1976_1985,Philippines_1986_1995,Philippines_1996_2005,Philippines_2006_2010,Philippines_2011,Philippines_2012,Philippines_2013,Philippines_2014,Philippines_2015,Philippines_2016,Philippines_Yr_arrival_ns,Philippines_Tot,Poland_Before_1946,Poland_1946_1955,Poland_1956_1965,Poland_1966_1975,Poland_1976_1985,Poland_1986_1995,Poland_1996_2005,Poland_2006_2010,Poland_2011,Poland_2012,Poland_2013,Poland_2014,Poland_2015,Poland_2016,Poland_Yr_arrival_ns,Poland_Tot,Singapore_Before_1946,Singapore_1946_1955,Singapore_1956_1965,Singapore_1966_1975,Singapore_1976_1985,Singapore_1986_1995,Singapore_1996_2005,Singapore_2006_2010,Singapore_2011,Singapore_2012,Singapore_2013,Singapore_2014,Singapore_2015,Singapore_2016,Singapore_Yr_arrival_ns,Singapore_Tot
502011023,0,0,4,0,0,0,0,28,0,10,9,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,0,3,3,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,38,9,3,3,0,5,0,0,0,0,0,0,0,0,57,3,0,3,26,48,52,74,58,15,23,7,12,5,0,11,348,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,0,3,9,8,54,11,7,11,7,7,9,10,142,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,9,0,0,0,3,4,0,0,4,0,0,5,0,0,0,0,19
502011024,12,17,15,3,0,0,4,112,0,16,8,11,0,0,0,0,0,0,3,3,0,0,0,40,0,0,0,0,0,3,3,3,0,3,0,0,0,0,0,12,0,0,0,0,0,0,3,0,0,0,0,4,0,0,4,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,8,3,4,0,3,5,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,64,21,4,7,3,3,0,3,0,0,0,0,0,4,117,0,0,3,45,95,96,106,146,66,47,38,15,18,3,33,717,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,0,5,13,9,37,0,12,5,9,3,4,3,101,0,4,0,0,5,0,0,4,0,0,0,0,0,0,0,13,0,0,0,4,14,3,0,3,0,0,0,0,0,0,0,25
502011025,0,0,3,0,0,3,0,41,0,13,5,5,0,4,0,3,0,0,0,0,0,4,0,33,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,9,0,0,0,0,0,0,0,7,3,0,3,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,4,3,3,3,0,6,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,5,8,4,5,3,0,3,0,0,0,0,0,0,43,0,3,6,34,42,53,48,54,19,15,4,11,14,3,6,310,0,0,0,0,0,0,0,7,0,0,3,7,6,3,0,27,0,0,0,0,0,4,8,16,7,15,37,22,9,6,8,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,3,3,3,0,0,0,0,0,0,4,17
502011026,0,0,0,0,0,0,0,10,0,6,3,4,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,7,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,19,12,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,3,16,31,28,23,28,6,3,4,0,0,0,3,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,3,4,0,0,0,0,0,0,0,0,0,12
502011027,10,23,23,0,6,5,0,153,0,13,10,3,0,0,3,3,0,0,3,0,0,0,0,40,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,9,0,0,0,0,0,0,6,12,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,4,7,14,18,0,0,0,6,0,0,3,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,20,8,3,7,3,7,6,0,3,6,0,0,0,3,69,0,0,6,28,62,89,145,183,84,85,43,29,14,8,15,793,0,0,0,0,0,0,0,0,3,3,5,0,0,0,0,11,0,0,0,0,5,13,12,111,34,15,13,12,0,13,3,218,0,4,0,0,3,3,0,7,0,4,3,0,3,0,0,26,0,0,4,0,0,0,4,11,0,0,4,3,0,3,0,33
502011028,3,3,0,0,3,0,6,50,0,10,7,3,0,0,4,0,0,0,0,0,0,0,5,29,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,5,10,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,7,3,0,0,0,3,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,26,18,3,0,0,0,0,0,0,0,0,0,0,3,53,0,0,5,33,45,33,50,50,35,16,13,10,5,11,12,308,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,11,0,0,0,0,4,10,16,43,12,17,5,21,10,6,4,153,0,0,0,0,3,4,0,3,0,0,0,0,0,0,0,14,0,0,3,3,3,3,0,0,0,0,0,0,0,0,3,19
502011029,0,0,0,0,0,0,0,27,0,12,8,4,0,3,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,7,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,10,3,3,3,4,10,0,0,0,0,0,0,0,58,0,0,11,23,36,42,37,45,13,5,3,0,8,0,12,244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,4,15,7,10,0,6,5,7,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,4,6,4,0,0,0,0,0,0,0,19
503011030,0,4,0,0,0,0,0,32,0,28,11,4,5,0,0,0,0,0,0,0,3,0,0,58,0,0,0,0,0,7,0,0,0,0,0,6,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,19,30,12,9,10,0,0,0,0,3,0,0,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,9,10,0,6,5,5,3,0,0,44,0,0,7,14,17,16,23,8,9,0,4,9,0,0,10,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,8,0,3,3,0,5,5,0,0,0,0,0,0,0,0,0,23,3,0,3,7,11,9,9,5,4,0,0,0,0,0,0,46
503011031,8,0,4,0,12,0,3,58,4,6,5,0,0,0,0,4,0,0,5,0,0,0,7,36,0,0,0,0,7,8,8,10,0,7,7,10,10,4,0,77,0,0,0,0,3,0,0,5,0,0,0,0,8,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,14,15,8,15,15,3,3,3,9,0,0,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,3,0,3,0,0,0,0,0,0,0,0,25,0,0,9,10,15,27,21,11,0,13,13,0,3,0,3,132,0,0,0,0,0,0,5,3,0,0,0,0,5,0,0,16,0,0,0,0,0,3,3,0,0,0,0,0,3,0,0,15,0,0,0,0,9,9,3,4,3,0,0,0,0,0,0,31,7,0,3,10,13,16,18,4,0,3,5,4,0,0,3,82
503011032,4,4,0,3,13,7,0,76,4,9,4,0,0,3,4,7,0,0,0,4,0,0,0,41,0,0,0,0,0,3,0,0,0,0,3,7,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,9,9,3,0,3,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,4,5,0,0,3,0,3,3,0,0,0,26,0,3,3,12,20,20,12,10,3,3,0,3,6,0,3,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,5,0,0,0,5,6,3,5,3,4,3,3,0,4,0,3,39
503011033,4,3,0,0,0,0,0,54,4,17,8,3,0,0,0,0,0,5,0,7,7,0,0,52,0,0,0,0,0,11,3,3,0,0,0,0,0,0,0,14,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,9,20,16,15,11,6,0,0,0,0,4,0,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,3,4,3,7,5,3,0,0,0,3,0,0,50,0,3,6,9,28,15,11,12,3,3,0,0,3,0,0,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,3,0,0,0,13,0,4,0,0,3,3,0,0,0,0,0,0,0,3,0,21,0,0,0,9,7,6,5,8,3,3,0,0,8,0,0,51
503011034,9,4,4,3,5,4,0,104,0,10,5,3,3,0,4,6,0,6,3,5,10,0,5,66,0,0,0,0,0,9,8,9,5,0,3,3,6,0,0,46,0,0,0,3,0,0,3,3,0,0,0,0,6,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,7,7,16,13,7,8,6,4,3,0,0,0,3,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,0,3,3,0,0,0,0,7,0,5,0,0,30,0,0,11,17,28,31,29,18,14,13,11,8,3,3,7,189,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,3,4,8,7,3,7,3,9,3,0,3,56,0,0,0,0,20,0,0,4,3,0,8,0,0,0,0,41,0,0,7,4,5,9,20,3,4,4,0,4,0,4,4,65
503011035,5,7,0,0,3,0,0,95,0,23,20,8,8,0,7,7,0,0,3,3,3,0,3,92,0,0,3,3,3,6,21,4,5,0,12,7,5,3,11,76,0,0,0,0,3,9,3,8,0,3,11,0,3,10,5,49,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,9,8,0,16,94,173,130,53,38,21,19,33,40,47,41,9,725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,15,3,4,3,4,15,20,4,0,0,0,5,3,3,85,0,0,13,31,47,41,62,34,4,7,7,3,4,10,6,269,0,0,0,0,0,3,11,4,0,19,7,4,3,15,0,71,0,0,0,0,3,6,3,15,3,0,0,8,6,0,0,53,0,0,3,0,6,11,3,0,0,0,0,0,4,0,0,31,3,0,3,29,50,47,82,40,16,17,29,55,75,85,23,555
503011036,0,0,3,8,0,0,0,38,0,6,5,4,0,0,0,8,0,4,0,6,0,0,0,29,0,0,0,0,0,3,7,4,0,0,0,3,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,19,12,22,27,8,4,0,5,8,0,3,0,113,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,8,0,3,9,4,3,0,0,4,0,0,0,38,0,0,4,12,25,27,12,18,6,3,0,0,0,0,0,109,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,9,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,11,0,0,0,0,6,6,3,0,0,0,0,0,0,0,0,20,3,0,0,5,4,12,28,12,3,0,3,0,0,0,3,80
503021037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
503021038,35,22,17,20,11,6,5,202,0,64,89,39,8,4,7,8,3,5,8,3,3,0,11,252,0,0,0,0,0,0,8,13,0,3,0,0,0,0,0,35,0,0,0,0,3,4,4,12,3,0,0,0,0,5,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,13,25,26,14,7,0,3,6,0,4,5,0,100,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,3,3,6,3,0,0,0,0,0,0,0,25,0,0,4,16,51,38,21,27,12,11,7,3,6,4,0,197,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,12,0,0,0,0,4,0,3,6,0,3,0,0,0,0,0,21,0,4,0,3,5,3,3,4,0,0,0,4,0,0,0,27,0,0,0,4,9,8,3,3,3,8,0,3,0,0,0,48
503021039,25,20,8,4,0,3,10,181,0,98,117,52,6,4,3,4,6,5,11,13,12,5,12,353,0,0,0,0,0,10,15,4,0,0,4,3,6,0,3,41,0,0,0,0,0,0,11,23,3,5,6,8,3,3,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,12,18,26,33,23,12,0,4,0,7,10,3,0,157,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,16,3,8,6,4,0,0,4,4,0,8,0,0,0,60,0,0,9,32,74,58,49,32,18,10,11,10,0,3,9,320,0,0,0,0,3,0,3,6,0,3,8,3,3,0,0,33,0,0,0,0,3,12,8,5,3,10,8,0,3,3,3,60,0,5,4,9,24,28,0,7,0,0,0,0,0,0,4,80,0,0,5,14,10,15,13,13,3,4,3,3,3,0,0,88
503021040,14,20,5,0,3,0,3,117,9,104,121,50,4,4,3,0,5,0,0,11,5,0,18,330,0,0,3,0,0,5,10,3,0,3,0,0,3,0,4,27,0,0,0,0,0,0,8,4,0,0,7,0,11,4,3,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,13,16,4,9,0,0,0,4,4,0,3,66,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,4,3,0,3,7,0,0,0,0,0,0,0,0,29,0,0,0,13,21,42,25,29,4,16,10,0,3,3,5,168,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,7,0,0,0,0,0,8,3,4,0,4,5,3,3,3,4,37,0,3,0,0,16,3,0,0,0,0,3,0,3,0,5,37,0,0,0,3,10,10,8,7,0,0,0,0,0,0,0,44
503021041,87,67,32,36,23,17,16,479,3,60,69,25,12,6,9,29,17,27,51,60,44,33,34,486,0,0,0,0,3,17,53,40,14,24,45,51,67,64,44,432,0,0,0,0,11,18,59,142,49,48,92,93,103,83,67,772,0,0,0,4,3,0,0,3,0,0,0,0,0,0,5,19,0,0,4,37,81,126,107,144,26,52,40,46,62,38,35,808,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,23,10,6,8,3,10,8,0,4,6,3,4,5,8,96,0,0,8,52,98,124,116,151,73,68,37,23,34,25,52,850,0,0,0,0,4,4,3,16,16,9,12,14,15,13,7,114,0,0,0,0,15,40,37,61,19,36,41,36,48,17,17,371,0,4,3,4,43,26,9,10,0,6,4,11,9,0,3,144,0,0,7,23,32,48,99,87,21,18,20,25,20,22,15,427
503021042,11,23,10,9,16,5,0,177,3,18,12,9,0,0,7,3,4,4,9,11,4,0,11,103,0,0,0,0,0,10,15,26,5,5,14,24,9,16,7,128,0,0,0,0,5,4,15,23,10,6,7,4,6,0,3,82,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,9,0,0,0,36,41,47,35,42,9,9,21,14,23,11,3,277,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,8,0,16,4,8,11,3,12,12,9,4,4,4,0,7,3,93,0,0,15,58,51,58,28,38,9,23,6,8,5,8,3,303,0,0,0,0,0,0,7,6,0,0,0,0,0,0,0,21,0,0,0,0,6,8,12,17,3,8,6,0,4,0,0,78,0,10,0,0,10,7,7,5,0,0,0,0,0,0,0,51,3,0,3,22,20,29,30,31,11,0,11,10,3,3,4,164
503021043,46,33,19,8,7,7,6,323,4,47,40,17,9,0,6,10,3,12,8,10,12,3,7,180,0,0,0,0,0,8,29,12,8,15,5,9,11,0,3,95,0,0,0,0,3,4,4,19,3,0,4,3,9,3,8,67,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,0,10,26,49,50,50,21,0,17,8,6,12,6,8,257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,19,7,0,7,3,0,4,5,3,3,0,0,0,0,56,0,0,3,31,77,68,39,48,17,13,7,8,12,0,5,333,0,0,0,0,3,3,0,9,0,6,0,12,4,3,0,38,0,0,0,4,4,16,12,12,8,15,16,20,13,6,6,143,0,9,0,3,17,11,3,0,0,3,8,3,3,0,3,65,3,0,3,8,28,25,26,23,0,3,6,3,9,3,3,136
504011044,13,15,0,3,5,0,0,134,0,43,58,28,8,3,6,6,0,3,5,3,5,0,10,166,0,0,0,0,0,0,13,5,0,0,0,0,0,0,7,31,0,0,0,0,3,0,0,7,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,15,23,12,9,6,3,3,0,0,0,3,86,0,13,14,3,0,0,0,0,0,0,0,0,0,0,0,29,0,22,5,12,7,0,3,3,0,0,0,0,0,0,0,53,0,4,10,29,83,70,82,56,15,33,27,9,7,5,10,434,0,0,0,0,0,0,3,11,5,0,4,6,3,3,0,36,0,0,0,0,8,16,10,31,21,22,14,22,14,3,3,165,0,3,3,3,19,13,4,0,0,0,0,0,0,0,5,48,0,0,0,11,3,7,11,3,0,0,0,0,0,3,0,46
504011045,44,39,33,10,3,6,3,285,5,81,110,68,13,5,3,9,4,13,8,8,7,3,14,350,0,0,0,0,3,6,16,15,3,3,4,0,0,3,3,63,0,0,0,0,7,7,13,19,0,0,0,4,4,0,4,65,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,9,0,0,8,26,38,60,36,46,5,3,13,12,4,13,8,268,0,8,0,3,0,0,0,0,0,0,0,0,0,0,0,18,0,34,7,9,11,3,8,5,0,3,0,3,0,0,7,91,0,0,5,30,113,99,101,102,46,33,28,25,11,4,31,640,0,0,0,4,3,0,7,16,3,5,10,8,6,0,0,64,0,0,0,0,18,22,24,51,33,24,22,20,17,6,4,228,0,14,9,4,43,24,4,9,0,0,0,3,0,0,3,123,0,0,4,17,25,25,11,11,0,0,0,0,0,0,4,98
504011046,29,43,11,12,10,3,0,191,0,23,29,8,3,3,3,0,3,7,10,8,7,0,10,116,0,0,0,0,0,7,15,8,0,4,9,0,0,3,0,54,0,0,0,0,3,3,10,9,7,3,3,7,13,3,7,64,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,18,41,17,36,5,0,4,7,4,0,9,160,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0,7,0,18,0,7,3,3,0,5,3,0,0,0,0,0,0,38,0,0,0,22,29,57,38,42,21,31,11,10,7,3,7,281,0,0,0,0,0,0,3,24,11,8,13,29,30,5,9,136,0,0,0,3,3,17,9,27,12,3,12,6,8,4,0,102,0,3,5,7,19,16,3,5,3,0,8,6,3,0,4,76,0,0,6,4,8,23,17,12,0,0,0,0,3,3,7,84
504011047,31,54,21,14,15,6,0,217,3,129,208,111,28,16,18,14,0,7,13,13,8,0,33,592,0,0,0,0,3,9,21,3,0,0,0,0,0,0,0,44,0,0,0,0,0,5,20,17,0,7,6,3,3,11,0,75,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,21,0,0,4,39,68,100,51,52,6,15,24,17,7,10,14,409,0,3,10,5,0,0,0,0,0,0,0,0,0,0,0,17,0,46,10,9,9,3,0,3,0,0,0,0,0,0,0,86,0,0,3,35,68,81,93,105,28,63,44,16,17,3,17,581,0,0,0,3,3,4,0,20,7,11,23,10,5,3,5,90,0,0,0,5,20,40,26,115,46,69,24,28,47,36,20,474,0,12,5,3,33,16,5,7,0,3,5,5,0,0,0,99,0,0,3,22,35,37,30,21,0,0,0,8,9,0,7,167
504011048,0,8,3,0,0,0,0,39,0,84,113,84,28,0,3,0,0,0,0,3,0,3,15,335,0,0,0,0,0,3,4,3,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,13,0,0,0,4,3,3,4,8,0,0,0,0,0,0,0,25,0,0,6,16,33,58,19,11,0,8,8,0,7,0,4,164,0,6,3,3,0,0,0,0,0,0,0,0,0,0,0,8,0,9,4,3,0,0,3,0,0,0,0,0,0,0,0,20,0,0,0,5,10,31,40,45,10,6,3,7,0,3,8,171,0,0,0,0,3,3,0,0,3,0,3,5,3,0,5,26,0,0,0,0,11,12,11,9,5,8,6,10,3,4,0,74,0,5,0,4,15,3,0,3,0,6,0,0,0,0,0,44,0,0,0,13,22,20,13,0,0,0,0,0,0,0,0,70
504021049,0,0,0,0,0,0,15,17,0,3,3,0,0,0,0,0,0,0,0,0,0,0,4,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8,0,4,0,0,0,0,0,0,0,3,18,0,0,3,9,20,19,11,6,3,3,3,0,0,0,79,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,18,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
504021050,0,4,0,0,0,0,0,35,0,9,6,3,0,0,0,0,0,0,0,0,0,0,3,18,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,4,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,18,4,8,11,3,8,6,0,0,0,0,0,0,0,53,0,0,3,14,39,31,22,21,4,3,0,0,0,0,8,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,10,0,0,0,0,9,3,0,0,0,0,0,0,0,0,0,20,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,13
504021051,0,0,0,0,0,0,0,20,0,3,3,7,0,0,0,0,0,0,0,0,0,0,3,19,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,3,0,0,0,0,3,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,3,3,5,0,0,3,0,0,0,0,0,0,0,34,0,0,0,9,20,31,27,26,9,16,3,4,0,0,7,146,0,3,0,3,0,3,0,0,0,0,0,0,0,0,0,7,0,0,0,4,3,3,4,10,3,0,0,0,0,0,0,32,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,10,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,16
