SA2_MAINCODE_2016,Separate_house_NofB_0_i_b,Separate_house_NofB_1,Separate_house_NofB_2,Separate_house_NofB_3,Separate_house_NofB_4,Separate_house_NofB_5,Separate_house_NofB_6_or_m,Separate_house_NofB_NS,Separate_house_Total,Se_d_r_or_t_h_t_1_s_NofB_0_ib,Se_d_r_or_t_h_t_1_st_NofB_1,Se_d_r_or_t_h_t_1_st_NofB_2,Se_d_r_or_t_h_t_1_st_NofB_3,Se_d_r_or_t_h_t_1_st_NofB_4,Se_d_r_or_t_h_t_1_st_NofB_5,Se_d_r_or_t_h_t_1_st_NofB_6_m,Se_d_r_or_t_h_t_1_st_NofB_NS,Se_d_r_or_t_h_t_1_st_Total,Se_d_r_or_t_h_t_2_s_NofB_0_ib,Se_d_r_or_t_h_t_2_sts_NofB_1,Se_d_r_or_t_h_t_2_sts_NofB_2,Se_d_r_or_t_h_t_2_sts_NofB_3,Se_d_r_or_t_h_t_2_sts_NofB_4,Se_d_r_or_t_h_t_2_sts_NofB_5,Se_d_r_or_t_h_t_2_st_NofB_6_m,Se_d_r_or_t_h_t_2_sts_NofB_NS,Se_d_r_or_t_h_t_2_sts_Total,Se_d_r_or_t_h_t_Tot_NofB_0_ib,Se_d_r_or_t_h_t_Total_NofB_1,Se_d_r_or_t_h_t_Total_NofB_2,Se_d_r_or_t_h_t_Total_NofB_3,Se_d_r_or_t_h_t_Total_NofB_4,Se_d_r_or_t_h_t_Total_NofB_5,Se_d_r_or_t_h_t_Tot_NofB_6_m,Se_d_r_or_t_h_t_Tot_NofB_NS,Se_d_r_or_t_h_t_Total_Total,Fl_a_1_or2_st_bl_NofB_0_ib,Fl_a_1_or2_st_bl_NofB_1,Fl_a_1_or2_st_bl_NofB_2,Fl_a_1_or2_st_bl_NofB_3,Fl_a_1_or2_st_bl_NofB_4,Fl_a_1_or2_st_bl_NofB_5,Fl_a_1_or2_st_bl_NofB_6_m,Fl_a_1_or2_st_bl_NofB_NS,Fl_a_1_or2_st_bl_Total,Fl_a_3_st_bl_NofB_0_ib,Fl_a_In_3_st_bl_NofB_1,Fl_a_In_3_st_bl_NofB_2,Fl_a_In_3_st_bl_NofB_3,Fl_a_In_3_st_bl_NofB_4,Fl_a_In_3_st_bl_NofB_5,Fl_a_In_3_s_bl_NofB_6_m,Fl_a_In_3_st_bl_NofB_NS,Fl_a_In_3_st_bl_Total,Fl_a_4_or_m_s_b_NofB_0_ib,Fl_a_4_or_m_s_b_NofB_1,Fl_a_4_or_m_s_b_NofB_2,Fl_a_4_or_m_s_b_NofB_3,Fl_a_4_or_m_s_b_NofB_4,Fl_a_4_or_m_s_b_NofB_5,Fl_a_4_or_m_s_b_NofB_6_m,Fl_a_4_or_m_s_b_NofB_NS,Fl_a_4_or_m_s_b_Total,Fl_a_At_to_a_h_NofB_0_ib,Fl_a_At_to_a_hse_NofB_1,Fl_a_At_to_a_hse_NofB_2,Fl_a_At_to_a_hse_NofB_3,Fl_a_At_to_a_hse_NofB_4,Fl_a_At_to_a_hse_NofB_5,Fl_a_At_to_a_hse_NofB_6_m,Fl_a_At_to_a_hse_NofB_NS,Fl_a_At_to_a_hse_Total,Fl_a_Total_NofB_0_i_b,Fl_a_Total_NofB_1,Fl_a_Total_NofB_2,Fl_a_Total_NofB_3,Fl_a_Total_NofB_4,Fl_a_Total_NofB_5,Fl_a_Tot_NofB_6_or_m,Fl_a_Total_NofB_NS,Fl_a_Total_Total,Other_dwelling_NofB_0_i_b,Other_dwelling_NofB_1,Other_dwelling_NofB_2,Other_dwelling_NofB_3,Other_dwelling_NofB_4,Other_dwelling_NofB_5,Other_dwelling_NofB_6_or_m,Other_dwelling_NofB_NS,Other_dwelling_Total,Dw_struct_NS_NofB_0_i_b,Dw_struct_NS_NofB_1,Dw_struct_NS_NofB_2,Dw_struct_NS_NofB_3,Dw_struct_NS_NofB_4,Dw_struct_NS_NofB_5,Dw_struct_NS_NofB_6_or_m,Dw_struct_NS_NofB_NS,Dw_struct_NS_Total,Total_NofB_0_i_b,Total_NofB_1,Total_NofB_2,Total_NofB_3,Total_NofB_4,Total_NofB_5,Total_NofB_6_or_m,Total_NofB_NS,Total_Total
507011148,6,10,43,903,3559,330,79,185,5114,0,3,30,198,100,4,0,23,367,0,0,8,27,20,0,0,8,67,0,3,40,233,121,4,0,32,434,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,6,0,0,0,5,0,3,3,0,0,0,0,0,11,6,15,84,1131,3688,334,85,223,5563
507011150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
507011151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
507011152,4,26,101,661,1657,239,30,133,2845,0,7,12,125,12,0,0,7,170,0,0,3,10,8,3,0,3,28,0,7,17,140,23,4,0,14,202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,39,71,9,0,0,0,35,165,0,3,0,0,3,0,0,0,13,14,71,192,806,1679,247,30,184,3227
507011153,6,23,140,1330,891,116,22,174,2692,0,69,30,132,9,0,0,32,261,3,39,29,33,0,0,0,9,103,3,105,58,163,9,0,0,38,372,0,17,18,4,0,0,0,12,62,0,0,95,98,0,0,0,23,224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,113,100,0,0,0,37,284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,151,317,1594,899,114,18,249,3348
507011154,5,106,256,1634,783,90,8,260,3142,0,60,327,362,28,0,0,80,865,0,7,35,102,16,0,0,16,177,0,72,362,460,45,3,4,95,1039,0,4,80,6,0,0,0,9,104,0,11,92,0,0,0,0,21,127,0,9,11,0,0,0,0,12,38,0,0,0,0,0,0,0,0,0,0,24,186,3,3,0,0,46,266,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,0,0,20,7,199,803,2108,839,90,11,396,4471
507011155,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,0,0,4,10,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,8,14
507011158,0,0,3,68,166,27,3,8,276,0,0,0,6,4,0,0,0,7,0,20,16,100,100,8,0,15,266,0,20,16,102,106,8,0,15,276,0,0,6,3,0,0,0,3,8,0,4,6,0,0,0,0,10,19,0,78,151,63,3,0,0,63,358,0,0,0,0,0,0,0,0,0,0,82,162,67,5,0,0,76,388,0,0,3,0,0,0,0,30,38,0,0,0,0,0,0,0,15,15,0,106,188,244,276,39,3,138,995
507011159,4,9,53,1346,1798,186,30,196,3628,3,77,220,98,23,0,4,48,477,0,0,0,0,3,0,0,0,5,3,77,220,99,30,3,4,49,484,0,0,0,0,0,0,0,0,3,0,38,66,0,0,0,0,13,123,0,71,205,17,0,0,0,19,312,0,0,0,0,0,0,0,0,0,0,115,277,16,0,0,0,30,438,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,4,6,196,554,1467,1832,189,29,287,4561
507011160,3,10,100,1396,1129,111,15,159,2920,0,25,300,445,29,3,4,76,879,0,13,22,10,3,0,0,0,51,0,39,325,450,32,3,4,76,931,0,3,36,0,0,0,0,3,43,0,42,42,0,0,0,0,17,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,86,0,0,0,0,24,152,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,50,63,5,99,505,1855,1166,112,16,305,4065
507011161,4,10,35,717,2802,191,18,183,3951,0,3,68,374,130,5,0,31,620,0,0,15,117,13,3,0,19,165,0,3,86,494,146,9,0,42,783,0,27,45,0,0,0,0,16,83,0,4,93,20,0,0,0,32,147,0,46,84,0,0,0,0,37,168,0,0,0,0,0,0,0,0,0,0,73,224,20,0,0,0,78,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,86,349,1228,2947,196,19,313,5145
507011163,0,11,32,966,1130,118,8,137,2407,0,34,40,135,7,0,0,32,249,0,13,12,17,0,0,0,11,52,0,49,54,148,11,0,0,45,306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,59,84,1115,1142,123,8,181,2713
507011259,4,12,53,586,1687,127,15,139,2630,0,6,28,78,6,0,0,17,126,0,3,18,3,0,0,0,6,30,0,4,41,86,6,0,0,19,163,0,16,28,6,0,0,0,3,53,0,6,0,3,0,0,0,4,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,29,6,0,0,0,9,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,35,134,678,1691,127,19,179,2864
507011260,0,8,12,126,528,125,19,42,849,0,0,0,4,0,0,0,0,3,0,0,0,9,0,0,0,4,11,0,0,0,15,0,0,0,4,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,12,140,530,125,19,48,870
507021164,0,19,186,788,631,140,26,86,1881,0,10,86,96,7,0,0,17,217,0,5,98,185,34,3,0,16,342,0,15,184,274,39,6,0,35,555,0,19,26,16,0,0,0,3,69,0,32,75,16,0,0,0,18,142,3,29,104,33,0,0,0,36,207,0,0,0,0,0,0,0,0,0,3,82,206,65,0,0,0,60,415,0,7,3,0,0,0,0,0,13,0,0,0,0,0,0,0,0,5,3,125,582,1133,669,141,26,179,2865
507021165,4,77,538,1433,615,103,33,211,3009,3,80,430,227,38,8,0,138,926,11,150,399,497,68,6,0,141,1271,17,233,829,723,106,13,3,280,2203,10,93,122,16,4,3,0,63,313,0,80,219,56,5,0,0,110,466,20,170,222,108,15,0,0,127,663,0,0,0,0,0,0,0,0,3,28,346,560,185,21,3,0,297,1439,3,0,6,3,4,0,0,41,53,0,3,8,14,3,0,0,22,57,53,660,1936,2362,747,123,33,852,6764
507021166,6,88,683,2069,1210,159,34,292,4537,0,133,311,173,31,0,0,69,720,3,13,60,184,35,5,0,27,320,3,142,374,351,68,9,0,98,1042,0,45,25,5,0,0,0,19,95,0,24,39,43,0,0,0,19,125,0,3,5,4,0,0,0,0,15,0,0,0,0,0,0,0,0,3,3,72,71,45,0,0,0,40,238,12,32,44,9,3,0,0,23,122,3,13,8,9,4,0,0,42,86,32,346,1183,2492,1289,168,34,489,6030
507021167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,3,0,0,0,0,0,3,6
507031169,3,16,96,1155,2709,180,29,252,4433,0,0,24,78,3,0,0,6,115,0,6,9,9,3,0,0,4,32,0,6,35,84,7,0,0,13,147,0,8,17,0,0,0,0,9,37,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,21,0,3,0,0,9,46,0,0,0,0,0,0,0,0,0,0,0,0,13,7,0,0,4,22,3,35,147,1251,2724,181,27,279,4646
507031170,3,22,296,1215,745,95,5,240,2620,0,61,66,88,3,0,0,36,249,0,0,11,12,0,0,0,0,23,0,60,69,98,3,0,0,36,274,0,19,66,13,0,0,0,24,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,66,13,0,0,0,24,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,94,427,1330,748,95,5,301,3016
507031172,0,0,3,7,9,3,0,3,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,9,3,0,3,23
507031173,0,0,0,4,3,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,11,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,9,18
507031174,3,32,115,1741,1310,97,15,327,3638,0,9,41,41,4,0,0,23,113,0,0,42,27,0,0,0,3,78,0,9,82,65,4,0,0,27,188,0,36,109,34,0,0,0,37,215,0,0,91,36,0,0,0,29,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,201,66,0,0,0,70,370,0,0,0,26,30,3,3,33,94,0,0,0,0,0,0,0,0,0,4,80,400,1896,1345,97,18,448,4294
507031261,0,12,39,440,912,139,30,102,1671,0,0,13,67,54,0,0,4,133,0,0,0,0,3,0,0,0,3,0,0,13,67,53,0,0,4,139,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,6,0,0,0,0,3,0,0,0,3,0,0,5,0,10,0,0,0,17,0,15,52,508,983,139,32,109,1829
507041175,3,7,142,1007,1210,347,60,121,2897,0,11,113,226,38,9,0,27,421,0,0,59,257,186,31,3,17,557,0,11,175,481,222,38,3,46,981,0,3,101,32,0,0,0,5,149,0,22,32,3,0,0,0,21,81,0,20,36,53,0,0,0,12,112,0,0,0,0,0,0,0,0,0,0,44,171,87,3,0,0,32,340,0,0,0,0,0,0,0,3,3,0,0,0,7,8,0,0,0,15,3,61,488,1583,1444,388,68,204,4232
507041176,0,6,22,249,628,126,24,44,1108,0,0,70,46,3,3,0,5,134,0,0,0,27,7,0,0,0,34,0,0,70,81,11,3,0,5,167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,13,94,326,640,132,24,53,1280
507041177,0,29,309,1645,1169,144,25,160,3481,6,34,867,809,65,0,3,140,1929,0,5,36,152,36,11,0,13,256,6,44,904,957,106,12,3,155,2185,3,65,93,12,0,0,0,19,195,0,17,12,0,0,0,0,8,37,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,87,110,13,0,0,0,29,239,0,0,0,0,0,0,0,0,0,0,3,0,3,4,0,0,0,18,7,160,1324,2621,1278,156,31,350,5923
507041178,0,23,202,1362,1755,399,70,169,3986,3,37,412,535,53,4,0,77,1126,0,3,32,126,121,25,0,9,322,3,46,449,658,173,29,0,90,1447,7,20,46,0,0,0,0,11,81,0,11,23,3,0,0,0,6,47,0,4,33,28,0,0,0,16,74,0,0,0,0,0,0,0,0,0,7,36,105,25,0,0,0,32,204,0,0,0,0,0,0,0,0,3,0,0,0,3,5,0,0,3,18,6,97,758,2054,1942,424,75,292,5654
507041179,0,6,30,549,1303,232,45,55,2219,0,33,78,170,12,0,0,10,312,0,0,3,7,3,0,0,0,12,0,33,84,177,14,0,0,10,322,0,86,72,0,0,0,0,25,189,0,0,0,0,0,0,0,0,0,0,3,77,6,0,0,0,9,93,0,0,0,0,0,0,0,0,0,0,90,147,10,0,0,0,35,278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,3,133,257,731,1309,235,46,108,2827
507041180,0,6,17,610,2332,413,59,94,3531,0,0,74,129,9,0,0,10,229,0,0,0,3,3,0,0,0,6,0,0,73,136,10,0,3,10,236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,8,0,6,97,749,2339,413,59,101,3772
507041181,0,61,384,1918,1756,354,68,173,4722,0,11,318,442,66,3,0,51,893,0,3,48,225,100,27,4,30,433,0,14,369,664,167,27,4,83,1329,0,0,33,3,0,0,0,15,52,0,15,31,5,0,0,0,14,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,63,11,0,0,0,25,114,0,0,0,0,3,0,0,0,6,0,0,0,4,11,0,0,0,20,0,96,818,2597,1940,386,73,278,6179
507041182,9,8,64,957,1971,316,91,143,3557,0,11,289,226,36,4,3,102,670,0,0,0,16,8,0,0,0,23,0,17,291,239,45,4,3,103,693,0,0,55,51,0,0,0,16,120,0,0,41,0,0,0,0,13,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,49,0,0,0,23,175,0,0,0,0,0,0,0,0,0,0,0,4,6,3,0,0,3,15,7,25,459,1252,2019,319,94,268,4447
507041183,4,16,247,740,375,48,7,96,1531,0,29,137,103,36,0,0,34,343,0,0,0,3,11,0,0,0,17,0,29,132,107,39,0,0,34,352,7,20,53,4,0,0,0,13,90,0,3,4,0,0,0,0,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,20,60,4,0,0,0,14,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,74,439,853,418,48,11,151,1986
507041184,0,3,7,162,1289,335,79,46,1923,0,0,9,4,8,0,0,3,21,0,0,0,0,0,0,0,0,3,0,0,7,4,6,0,0,3,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,15,163,1302,335,79,49,1950
507051185,14,120,376,1989,6742,494,80,782,10590,0,3,127,249,22,0,0,39,435,0,0,0,20,12,0,0,3,32,0,3,127,271,26,0,0,39,464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,3,26,14,0,6,0,0,13,70,0,0,3,6,10,6,0,3,31,20,152,513,2266,6791,498,79,839,11160
507051186,3,9,65,1470,1197,118,17,236,3121,0,20,55,105,0,0,0,18,206,0,0,0,0,0,0,0,0,0,0,20,55,105,0,0,0,18,206,0,4,3,0,0,0,0,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,3,12,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,35,127,1576,1204,118,17,258,3339
507051187,6,9,36,548,3010,259,40,270,4181,0,4,143,80,20,0,0,30,292,0,0,0,5,3,0,0,0,14,0,4,150,87,24,0,0,35,297,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,5,19,185,635,3037,263,40,305,4488
507051188,3,37,308,2023,1659,161,28,275,4486,0,91,414,313,11,0,0,100,931,0,31,173,183,36,0,0,57,483,0,117,591,494,46,3,0,158,1415,0,78,248,59,10,0,0,58,458,0,0,7,0,0,0,0,8,10,0,26,62,41,0,0,0,91,227,0,0,0,0,0,0,0,0,0,3,100,322,100,15,0,0,158,695,16,76,19,4,7,0,0,28,153,0,0,3,4,0,0,0,0,12,25,332,1237,2627,1725,161,30,618,6753
507051189,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
507051190,7,44,292,1660,1761,209,35,226,4226,0,4,80,55,3,0,0,18,156,0,4,10,3,3,0,0,3,23,0,3,83,59,9,0,0,21,174,0,42,234,77,4,0,0,46,390,0,0,8,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,240,77,4,0,0,46,398,0,0,0,7,5,0,0,6,21,0,0,0,0,0,0,0,3,5,7,84,619,1801,1773,215,35,292,4824
507051191,3,13,94,1036,4068,453,50,312,6026,0,0,0,124,37,0,0,6,169,0,0,0,4,3,0,0,0,14,0,0,0,127,44,0,0,10,183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,3,3,12,98,1165,4114,455,51,326,6222
507051192,8,30,95,1325,2395,230,26,257,4358,0,3,6,60,5,0,0,12,91,0,3,3,0,0,0,0,0,5,0,11,13,60,7,0,0,12,102,0,5,9,4,0,0,0,3,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,4,0,0,0,3,18,0,0,0,0,0,0,0,0,5,0,0,3,4,0,0,0,0,4,8,39,114,1392,2401,230,26,278,4492
507051193,0,15,76,1103,1988,210,41,296,3733,0,21,36,93,5,0,0,23,182,0,3,12,4,0,0,0,0,22,0,25,46,95,5,0,0,23,203,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,3,3,45,123,1204,1996,208,41,319,3943
509011225,5,63,644,2390,1430,170,40,321,5061,8,164,317,222,4,0,0,100,820,0,16,34,19,6,0,0,4,74,7,175,358,239,9,0,0,105,891,0,19,9,5,0,0,0,15,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,9,5,0,0,0,15,52,28,29,7,4,9,0,0,20,92,0,10,7,5,4,3,0,3,36,44,289,1026,2650,1450,173,42,455,6127
509011226,4,39,172,459,358,84,25,79,1220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,14,7,0,5,0,0,5,36,0,0,0,3,0,0,0,0,8,13,49,176,464,364,90,25,86,1258
509011227,3,20,100,741,724,62,21,76,1752,0,0,0,3,0,0,0,0,4,0,3,4,3,3,0,0,0,17,0,3,7,5,3,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,22,108,751,725,62,21,76,1774
509011228,5,74,405,1018,514,69,16,210,2307,0,22,29,21,12,0,0,3,84,0,0,0,0,0,0,0,0,0,0,22,31,21,12,0,0,3,90,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,8,4,6,0,0,0,9,30,0,0,3,11,7,0,0,0,19,13,105,440,1056,529,69,15,225,2453
509011229,0,16,96,435,321,74,12,149,1114,3,4,16,8,0,0,0,9,39,0,0,0,0,0,0,0,0,0,3,4,21,8,0,0,0,9,40,0,0,3,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,6,0,7,4,9,0,0,0,7,35,0,0,0,4,0,0,0,0,9,3,32,127,454,321,82,12,158,1192
509011230,0,20,195,688,411,77,11,207,1602,0,22,54,15,3,0,0,18,117,0,0,0,0,0,0,0,0,0,0,22,54,15,3,0,0,18,117,0,0,9,3,0,0,0,9,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,0,0,9,28,0,3,0,0,0,0,0,3,7,0,0,0,6,3,0,0,3,14,3,47,256,712,412,77,11,240,1761
509011231,3,22,153,674,425,89,24,161,1555,0,0,10,8,0,0,0,5,18,0,0,0,0,0,0,0,0,0,0,0,10,8,0,0,0,5,18,0,6,12,3,0,0,0,4,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,12,3,0,0,0,4,30,4,7,0,0,0,0,0,3,13,0,0,0,3,8,0,0,3,17,6,43,177,687,434,89,30,174,1638
509011232,6,26,108,506,382,61,19,41,1146,0,33,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,12,0,0,0,0,13,58,0,0,3,0,3,0,0,0,11,13,80,123,512,384,62,19,55,1244
509011233,4,34,271,1569,1292,144,29,233,3579,0,44,67,22,3,0,0,29,170,0,0,0,7,0,0,0,0,9,0,44,67,31,3,0,0,32,178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,3,10,42,38,24,5,0,0,20,146,0,0,0,11,5,0,0,0,20,17,128,378,1636,1303,147,29,284,3921
509011234,11,66,303,817,512,80,25,178,1985,0,0,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,0,3,4,0,0,0,0,5,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,5,13,0,8,6,3,0,0,0,7,33,0,0,6,15,3,0,0,0,28,8,76,316,840,514,85,27,191,2057
