SA2_MAINCODE_2016,Neg_Nil_Inc_CF_no_chldren,Neg_Nil_Inc_CFwith_chldren,Neg_Nil_Inc_OnePF,Neg_Nil_Inc_Oth_family,Neg_Nil_Inc_Total,Inc_1_149_CF_no_chldren,Inc_1_149_CFwith_chldren,Inc_1_149_One_PF,Inc_1_149_Oth_family,Inc_1_149_Total,Inc_150_299_CF_no_chldren,Inc_150_299_CFwith_chldren,Inc_150_299_OnePF,Inc_150_299_Oth_family,Inc_150_299_Total,Inc_300_399_CF_no_chldren,Inc_300_399_CFwith_chldren,Inc_300_399_OnePF,Inc_300_399_Oth_family,Inc_300_399_Total,Inc_400_499_CF_no_chldren,Inc_400_499_CFwith_chldren,Inc_400_499_OnePF,Inc_400_499_Oth_family,Inc_400_499_Total,Inc_500_649_CF_no_chldren,Inc_500_649_CFwith_chldren,Inc_500_649_OnePF,Inc_500_649_Oth_family,Inc_500_649_Total,Inc_650_799_CF_no_chldren,Inc_650_799_CFwith_chldren,Inc_650_799_OnePF,Inc_650_799_Oth_family,Inc_650_799_Total,Inc_800_999_CF_no_chldren,Inc_800_999_CFwith_chldren,Inc_800_999_OnePF,Inc_800_999_Oth_family,Inc_800_999_Total,Inc_1000_1249_CF_no_chldren,Inc_1000_1249_CFwith_chldren,Inc_1000_1249_OnePF,Inc_1000_1249_Oth_family,Inc_1000_1249_Total,Inc_1250_1499_CF_no_chldren,Inc_1250_1499_CFwith_chldren,Inc_1250_1499_OnePF,Inc_1250_1499_Oth_family,Inc_1250_1499_Total,Inc_1500_1749_CF_no_chldren,Inc_1500_1749_CFwith_chldren,Inc_1500_1749_OnePF,Inc_1500_1749_Oth_family,Inc_1500_1749_Total,Inc_1750_1999_CF_no_chldren,Inc_1750_1999_CFwith_chldren,Inc_1750_1999_OnePF,Inc_1750_1999_Oth_family,Inc_1750_1999_Total,Inc_2000_2499_CF_no_chldren,Inc_2000_2499_CFwith_chldren,Inc_2000_2499_OnePF,Inc_2000_2499_Oth_family,Inc_2000_2499_Total,Inc_2500_2999_CF_no_chldren,Inc_2500_2999_CFwith_chldren,Inc_2500_2999_OnePF,Inc_2500_2999_Oth_family,Inc_2500_2999_Total,Inc_3000_3499_CF_no_chldren,Inc_3000_3499_CFwith_chldren,Inc_3000_3499_OnePF,Inc_3000_3499_Oth_family,Inc_3000_3499_Total,Inc_3500_3999_CF_no_chldren,Inc_3500_3999_CFwith_chldren,Inc_3500_3999_OnePF,Inc_3500_3999_Oth_family,Inc_3500_3999_Total,Inc_4000orMore_CF_no_chldren,Inc_4000orMore_CFwith_chldren,Inc_4000orMore_OnePF,Inc_4000orMore_Oth_family,Inc_4000orMore_Total,Part_IncStated_CF_no_chldren,Part_IncStated_CFwith_chldren,Part_IncStated_OnePF,Part_IncStated_Oth_family,Part_IncStated_Total,All_Inc_NS_CF_no_chldren,All_Inc_NS_CFwith_chldren,All_Inc_NS_OnePF,All_Inc_NS_Oth_family,All_Inc_NS_Total,Total_CF_no_chldren,Total_CFwith_chldren,Total_OnePF,Total_Oth_family,Total_Total
506031128,25,7,14,0,52,13,7,4,0,22,15,0,12,4,33,11,10,12,0,35,63,10,30,8,110,43,27,54,3,130,184,50,53,3,288,110,59,64,11,239,136,99,69,15,325,98,146,59,10,307,64,134,45,0,252,84,132,26,14,260,194,262,34,10,503,122,192,22,7,340,66,112,12,6,193,41,69,9,0,116,49,127,10,3,185,104,200,55,3,357,30,15,10,3,55,1446,1664,605,83,3797
506031129,33,24,21,8,81,20,0,6,0,26,5,6,10,8,31,11,11,8,0,28,42,9,15,0,69,25,20,26,3,75,132,32,37,6,213,109,55,30,9,199,111,88,49,5,253,88,92,59,3,243,69,99,40,4,203,63,102,17,3,185,118,236,44,8,405,86,170,13,3,267,60,145,7,0,209,39,140,16,0,190,117,443,12,0,576,82,260,46,0,390,21,13,3,0,34,1219,1936,461,67,3680
506031130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
506031131,50,23,33,0,114,16,7,14,0,37,16,15,14,4,48,12,8,8,0,31,65,16,23,3,100,35,40,42,3,124,152,48,47,9,259,118,72,50,10,247,147,146,65,3,365,131,135,54,9,333,86,194,49,4,332,98,175,36,3,308,142,407,56,3,608,99,322,27,9,454,67,238,19,0,323,40,237,16,3,293,85,436,7,0,529,71,400,49,0,522,11,18,3,0,35,1449,2931,610,73,5053
506041132,37,18,31,4,98,13,5,7,3,32,18,11,29,0,56,15,15,32,0,59,68,50,51,3,167,47,41,84,5,183,220,91,84,9,403,138,140,99,15,388,169,210,110,17,511,152,214,57,16,443,105,195,54,8,367,114,168,50,13,346,193,334,55,15,600,93,196,25,11,330,43,111,12,3,177,20,62,11,0,101,34,78,9,3,121,106,281,77,4,473,32,21,17,0,69,1621,2255,891,148,4912
506041133,79,20,37,8,145,14,8,10,3,37,20,7,23,4,51,8,8,15,0,27,50,16,28,0,93,26,42,52,3,121,139,46,46,9,242,107,66,53,8,233,146,157,66,9,388,120,216,56,14,406,109,214,42,7,372,100,223,43,7,374,227,632,59,15,944,144,453,26,13,632,103,297,13,9,422,56,256,13,0,328,96,440,16,3,553,126,443,48,0,620,22,29,6,0,52,1677,3580,650,113,6027
506041134,25,23,22,3,70,11,4,13,0,27,16,14,42,4,78,11,7,48,0,64,83,48,83,4,213,44,38,123,3,216,295,67,126,9,499,134,111,122,12,383,155,171,115,12,455,173,242,87,11,513,98,219,57,3,383,113,192,41,15,353,215,298,61,12,582,97,199,30,4,325,49,95,7,6,163,22,57,4,0,79,18,84,4,3,111,130,232,80,8,446,43,17,30,3,94,1724,2119,1102,103,5053
506041135,32,19,31,3,87,11,4,10,0,26,10,14,20,0,43,4,10,26,0,38,51,25,29,3,109,30,25,56,3,113,144,39,57,4,251,89,90,62,0,241,106,139,62,3,308,106,211,65,4,387,74,207,37,0,321,99,228,36,7,368,231,510,64,16,817,162,360,24,10,555,79,226,14,3,321,57,186,12,6,257,64,267,8,0,340,116,398,47,6,564,23,26,17,0,62,1487,2979,675,78,5214
506041136,30,10,25,0,60,5,3,0,0,12,10,7,34,0,49,0,9,26,0,35,50,19,44,0,116,30,21,51,3,112,176,54,74,5,307,112,81,71,3,261,117,140,77,13,344,114,151,47,8,318,76,166,21,10,271,61,135,26,3,222,136,251,35,8,423,79,131,21,3,236,39,61,3,0,104,14,56,5,0,75,32,57,5,0,94,84,193,57,3,334,21,20,12,0,51,1180,1573,615,62,3433
506041137,33,22,31,3,93,18,8,7,0,32,16,8,29,0,57,14,9,20,0,38,88,40,65,3,196,57,45,84,7,196,339,75,91,4,503,175,112,96,10,392,255,203,124,19,601,181,239,83,8,510,122,240,58,14,426,133,242,52,5,429,274,509,91,10,889,169,334,28,5,539,93,219,18,4,331,52,130,9,3,191,58,198,10,0,262,163,413,79,0,658,39,33,14,0,85,2280,3058,983,105,6432
506051138,34,15,15,3,64,13,4,6,0,25,13,5,22,3,45,12,7,38,0,51,48,12,43,4,104,30,16,66,3,108,197,25,53,3,282,110,61,62,5,240,131,135,94,8,363,142,157,84,7,396,118,191,51,10,362,116,201,31,3,348,249,449,63,9,767,159,316,31,7,516,101,192,9,3,308,54,130,10,5,197,70,178,14,3,262,162,340,67,3,579,32,9,20,0,60,1787,2443,784,85,5092
506051139,20,6,8,0,32,5,0,3,0,7,3,0,14,0,21,3,0,22,0,25,32,11,31,0,78,24,14,48,7,90,147,13,52,0,210,77,39,55,0,182,97,86,82,3,265,100,97,46,3,248,75,98,44,4,217,73,123,30,3,231,186,263,53,6,511,114,179,25,6,316,73,117,11,0,206,36,78,10,4,123,33,96,6,0,143,111,211,63,0,391,30,10,8,0,48,1242,1449,602,46,3339
506051140,27,6,9,0,43,19,3,0,0,23,10,0,11,3,24,7,0,13,0,21,51,12,18,0,81,34,12,45,0,92,218,18,35,6,280,180,21,48,6,252,180,64,53,0,310,161,67,36,3,262,83,91,37,8,221,103,125,20,0,247,208,227,44,4,488,133,232,23,4,390,92,168,6,6,268,83,150,5,0,240,146,378,9,0,534,159,294,51,0,504,17,14,6,0,45,1921,1884,472,42,4322
506051141,18,3,5,0,28,7,3,7,0,20,19,0,3,0,22,5,0,7,0,17,56,3,11,0,74,19,5,18,0,44,148,13,20,3,182,92,35,32,4,160,140,54,50,0,237,87,64,33,5,185,46,92,33,0,174,69,89,22,5,182,116,198,26,3,342,74,195,27,3,300,52,140,8,0,196,44,124,10,0,176,102,258,11,0,372,96,240,46,0,381,21,16,9,0,45,1210,1522,379,25,3141
506061142,21,14,15,0,48,4,4,7,0,13,16,6,14,0,35,3,7,28,0,37,38,11,29,0,77,22,22,48,0,94,89,24,55,3,167,86,60,55,0,194,97,122,77,0,295,103,170,49,4,330,80,211,44,7,341,124,227,37,3,390,267,424,48,16,761,161,254,14,8,441,89,169,4,0,259,51,108,8,0,160,57,160,3,3,227,161,323,46,0,525,20,19,13,0,49,1486,2322,592,45,4448
506061143,18,3,9,3,34,9,3,0,0,12,10,7,8,0,21,3,3,5,0,14,12,0,5,0,18,15,4,12,0,27,71,6,9,0,90,42,30,10,0,84,53,45,14,3,110,53,39,14,0,107,48,47,9,0,105,52,58,8,0,118,72,138,19,0,226,56,113,8,0,180,30,74,6,0,104,23,57,0,0,85,46,146,3,0,198,44,151,22,0,220,8,11,0,0,29,656,937,171,18,1778
506061144,12,4,0,0,15,7,0,0,0,5,3,0,3,0,6,8,0,8,0,14,21,4,8,3,42,8,4,11,0,23,67,10,11,0,88,21,12,12,0,47,40,18,13,0,80,37,32,12,3,85,25,28,10,3,63,31,26,5,0,64,56,70,7,0,137,45,57,3,0,103,21,27,0,0,45,19,33,0,0,57,42,53,0,0,92,29,100,14,0,147,16,8,0,0,26,515,497,114,15,1143
506071145,17,15,16,3,54,9,0,7,3,13,11,3,10,13,41,4,4,23,3,30,38,11,17,5,69,25,12,26,16,80,92,14,44,16,163,92,26,37,15,171,126,31,55,8,226,107,41,45,13,207,68,59,28,9,163,86,57,27,16,180,223,129,46,22,412,182,102,22,12,319,119,97,8,3,226,102,114,11,3,232,217,357,15,4,590,159,133,52,11,349,11,13,4,3,34,1688,1216,493,170,3563
506071146,25,16,13,4,57,7,4,5,0,19,10,3,11,12,37,4,4,7,3,22,21,14,18,0,54,22,9,41,3,78,80,19,18,3,125,69,37,39,4,145,79,31,42,11,159,90,36,16,12,154,45,44,24,7,116,44,53,17,3,119,97,136,29,9,276,81,115,11,5,216,56,109,7,0,175,42,109,14,0,170,128,401,17,5,543,78,147,41,5,266,12,4,4,0,21,1002,1287,381,87,2755
506071147,36,10,14,4,71,18,4,9,6,32,7,7,20,8,38,9,0,12,0,17,28,10,15,0,54,21,12,30,7,66,77,9,33,5,126,85,19,38,10,155,115,28,44,6,200,115,38,30,14,200,93,51,22,3,172,108,59,17,5,198,216,156,45,14,428,184,128,17,5,333,138,130,7,9,279,111,175,11,0,297,361,660,19,0,1037,193,229,39,6,464,23,13,4,0,45,1938,1739,410,118,4211
507011148,30,8,15,3,60,10,3,3,3,20,9,12,13,4,34,0,0,19,0,21,27,7,27,4,60,26,21,35,4,90,90,29,37,0,166,57,43,51,3,158,88,94,70,5,250,87,148,42,3,277,72,149,34,4,263,81,172,34,3,284,170,484,60,9,720,154,416,14,0,581,81,307,8,4,397,66,234,13,0,312,100,386,9,10,502,134,386,42,6,565,15,15,6,0,35,1286,2908,538,61,4792
507011150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
507011151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
507011152,14,5,7,0,25,8,3,0,0,12,10,3,4,0,21,0,3,4,0,9,48,10,18,0,73,22,6,19,0,39,108,12,24,0,141,70,23,20,5,114,65,36,33,3,142,55,49,27,3,128,43,58,20,0,115,54,67,10,3,134,95,167,28,4,293,86,142,11,0,242,59,118,0,0,182,46,107,5,0,155,73,239,3,0,311,71,206,35,0,309,21,10,3,0,30,934,1260,275,26,2497
507011153,7,6,4,0,19,6,3,3,0,11,11,0,16,0,24,5,3,13,0,21,38,9,16,3,69,21,5,44,3,70,111,11,35,3,166,46,38,44,3,131,68,49,43,5,167,42,71,26,4,143,50,61,23,10,135,34,68,26,3,136,92,130,25,6,257,74,95,13,3,187,44,81,6,0,129,22,45,4,0,73,34,98,0,0,138,70,91,49,0,216,11,11,3,0,25,793,879,404,55,2126
507011154,15,5,14,0,33,13,7,0,0,18,5,5,20,0,33,8,0,17,0,25,53,7,44,4,112,26,14,49,3,96,159,17,60,11,241,67,37,65,4,171,96,65,60,6,225,65,62,46,3,172,51,61,33,0,140,52,67,27,6,152,115,134,40,4,291,74,114,20,3,204,62,71,0,0,139,30,56,4,3,93,44,70,4,3,130,75,136,67,0,283,25,5,12,0,41,1042,926,588,50,2607
507011155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
507011158,6,0,3,0,11,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,9,0,0,0,11,5,0,5,0,5,12,0,0,0,16,11,0,7,0,16,23,0,3,0,29,13,7,5,0,30,11,4,3,0,20,9,7,7,0,20,34,31,4,0,67,35,22,0,0,52,22,24,0,0,52,27,36,0,0,66,80,107,3,0,188,45,43,0,0,86,3,0,0,0,4,352,278,40,3,678
507011159,18,0,18,7,40,0,3,0,0,10,9,4,11,0,23,4,0,18,0,22,38,10,32,7,75,34,12,45,3,90,125,24,43,10,209,79,39,60,7,185,98,74,63,10,241,107,81,38,4,230,62,94,35,4,199,62,94,24,0,189,179,207,40,14,442,109,162,21,4,300,71,123,6,3,195,49,84,3,0,132,45,125,4,0,175,104,189,54,3,349,18,6,13,0,32,1211,1318,521,73,3127
507011160,21,0,10,4,38,9,3,3,0,16,7,3,15,0,30,3,0,12,0,21,63,4,31,0,95,23,20,45,3,92,184,32,50,3,268,69,32,58,4,166,87,65,53,7,208,75,74,28,6,185,55,104,26,3,191,67,71,23,3,161,114,177,30,11,330,82,135,16,0,233,44,63,3,5,120,31,57,4,0,93,43,86,7,0,137,100,174,37,3,314,30,7,14,0,51,1115,1116,467,57,2747
507011161,13,10,22,3,45,8,8,3,0,18,4,4,16,0,28,3,3,9,0,22,20,6,27,0,56,24,13,47,0,83,90,23,55,0,164,56,39,44,0,135,70,88,55,7,216,79,121,38,6,241,57,142,29,7,239,83,162,35,3,274,203,384,50,9,646,157,294,13,5,472,112,211,5,7,333,80,156,11,0,248,77,257,13,0,350,122,309,29,0,460,11,8,12,0,28,1280,2228,502,49,4061
507011163,10,3,3,0,14,3,3,3,0,4,7,3,5,0,17,7,0,9,0,14,15,8,21,4,45,16,3,34,0,53,61,13,27,0,99,31,26,38,3,88,41,52,42,0,134,62,71,25,4,159,34,59,11,3,105,42,79,20,0,149,101,170,28,0,296,72,159,17,0,244,48,74,0,0,128,13,54,3,0,71,29,89,3,0,126,70,141,30,3,247,17,6,3,0,25,679,1019,319,24,2030
507011259,3,6,3,0,10,6,0,7,0,9,0,6,7,0,13,5,0,12,0,18,22,6,23,3,52,13,3,30,0,45,53,18,32,0,103,37,24,29,3,93,44,56,36,0,139,42,57,27,4,120,34,77,20,0,130,43,86,18,0,150,106,193,30,4,327,111,140,9,3,258,57,92,3,0,153,39,96,0,0,135,52,153,9,0,218,65,168,21,0,252,11,19,6,0,32,722,1197,315,23,2272
507011260,10,0,0,0,10,5,0,0,0,7,5,0,3,0,11,0,0,3,0,8,9,0,0,0,11,10,0,0,0,5,16,0,3,0,25,14,7,11,0,33,30,9,6,0,45,16,16,5,0,41,12,7,4,0,26,19,23,4,4,45,34,45,7,0,89,31,31,6,0,68,17,31,0,0,49,11,39,3,0,54,21,71,0,0,97,28,62,8,0,99,6,0,3,0,12,302,351,73,6,739
507021164,3,7,7,0,21,3,3,3,0,7,5,0,4,0,8,3,0,7,0,6,21,3,15,0,33,3,3,12,0,20,58,7,23,0,90,26,7,19,0,50,54,15,15,3,82,62,23,10,3,102,36,29,17,3,74,39,33,19,0,96,64,75,30,7,172,71,59,7,3,137,51,88,3,0,146,44,89,9,0,145,122,366,10,0,502,74,140,23,3,247,11,6,3,0,14,755,949,231,27,1955
507021165,13,9,4,0,31,6,0,3,0,14,6,3,23,5,35,3,3,19,0,29,44,3,29,5,84,24,9,41,0,73,80,13,47,3,145,67,8,47,8,133,98,30,52,9,187,102,37,33,3,179,77,54,25,0,156,93,48,19,0,168,193,152,45,11,398,160,113,14,3,292,130,102,10,3,243,109,116,15,0,234,291,350,11,3,662,192,166,76,3,439,16,12,5,0,32,1710,1230,517,57,3518
507021166,18,9,10,0,33,3,0,3,0,15,7,11,16,3,38,6,5,31,0,41,60,12,41,7,111,25,8,59,3,99,161,22,51,5,235,99,26,56,6,185,116,50,65,5,240,124,60,63,4,252,65,89,50,3,202,69,93,24,5,197,153,182,54,6,395,129,187,28,4,350,88,148,6,7,248,69,105,11,0,187,158,261,14,3,436,141,227,81,3,448,15,15,13,0,37,1511,1511,662,59,3749
507021167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
507031169,24,5,20,0,50,3,0,0,0,7,8,4,15,0,30,8,4,25,0,35,30,8,38,0,74,14,12,53,6,95,62,28,54,0,144,39,69,64,4,178,84,132,64,3,281,72,173,43,3,300,91,175,29,4,298,82,186,18,3,294,222,363,46,3,631,145,257,21,10,428,79,137,6,3,224,31,103,4,0,141,46,109,6,0,162,111,261,39,0,414,3,7,3,0,25,1150,2048,551,61,3801
507031170,10,4,5,0,17,8,0,3,0,10,3,3,13,3,21,3,0,30,0,32,25,11,54,6,95,10,21,68,0,100,107,19,65,12,204,63,37,51,9,155,48,70,42,4,169,50,80,37,0,165,33,82,22,5,130,30,62,24,5,115,67,109,25,3,207,37,72,11,0,117,18,38,3,0,59,8,18,0,0,27,12,31,0,0,44,63,102,35,3,197,8,9,6,3,32,615,752,482,51,1893
507031172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,0,0,0,3,0,0,0,3,3,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,8,3,0,17
507031173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,7
507031174,11,4,10,0,28,8,3,3,0,18,9,5,30,0,38,3,0,35,0,44,64,14,50,3,133,29,26,87,5,148,159,33,71,4,271,85,61,77,3,229,93,99,57,7,259,66,96,51,3,215,67,114,28,3,209,53,89,31,3,185,113,194,38,6,345,54,112,11,4,182,29,53,3,3,89,11,26,0,0,35,13,23,3,4,43,75,170,47,3,299,20,22,12,0,55,962,1149,663,44,2818
