SA2_MAINCODE_2016,M_0_299_Separate_house,M_0_299_Sd_rw_tce_hse_th,M_0_299_Flat_apartment,M_0_299_Other_dwelling,M_0_299_Dwelling_structure_NS,M_0_299_Tot,M_300_449_Separate_house,M_300_449_Sd_rw_tce_hse_th,M_300_449_Flat_apartment,M_300_449_Other_dwelling,M_300_449_Dwg_structure_NS,M_300_449_Tot,M_450_599_Separate_house,M_450_599_Sd_rw_tce_hse_th,M_450_599_Flat_apartment,M_450_599_Other_dwelling,M_450_599_Dwg_structure_NS,M_450_599_Tot,M_600_799_Separate_house,M_600_799_Sd_rw_tce_hse_th,M_600_799_Flat_apartment,M_600_799_Other_dwelling,M_600_799_Dwg_structure_NS,M_600_799_Tot,M_800_999_Separate_house,M_800_999_Sd_rw_tce_hse_th,M_800_999_Flat_apartment,M_800_999_Other_dwelling,M_800_999_Dwg_structure_NS,M_800_999_Tot,M_1000_1399_Separate_house,M_1000_1399_Sd_rw_tce_hse_th,M_1000_1399_Flat_apartmnt,M_1000_1399_Other_dwelling,M_1000_1399_Dwg_structure_NS,M_1000_1399_Tot,M_1400_1799_Separate_house,M_1400_1799_Sd_rw_tce_hse_th,M_1400_1799_Flat_apartmnt,M_1400_1799_Other_dwelling,M_1400_1799_Dwg_structure_NS,M_1400_1799_Tot,M_1800_2399_Separate_house,M_1800_2399_Sd_rw_tce_hse_th,M_1800_2399_Flat_apartmnt,M_1800_2399_Other_dwelling,M_1800_2399_Dwg_structure_NS,M_1800_2399_Tot,M_2400_2999_Separate_house,M_2400_2999_Sd_rw_tce_hse_th,M_2400_2999_Flat_apartmnt,M_2400_2999_Other_dwelling,M_2400_2999_Dwg_structure_NS,M_2400_2999_Tot,M_3000_3999_Separate_house,M_3000_3999_Sd_rw_tce_hse_th,M_3000_3999_Flat_apartmnt,M_3000_3999_Other_dwelling,M_3000_3999_Dwg_structure_NS,M_3000_3999_Tot,M_4000_over_Separate_house,M_4000_over_Sd_rw_tce_hse_th,M_4000_over_Flat_apartmnt,M_4000_over_Other_dwelling,M_4000_over_Dwg_structure_NS,M_4000_over_Tot,M_rep_NS_Sep_house,M_rep_NS_Sd_rw_tce_hse_th,M_rep_NS_Flat_apart,M_rep_NS_Other_dwelling,M_rep_NS_Dwg_structu_ns,M_rep_NS_Tot,Tot_Sep_hse,Tot_Sd_row_tce_hse_th,Tot_Flat_apartment,Tot_Other_dwelling,Tot_Dwelling_structure_NS,Tot_Tot
505011070,84,8,0,0,0,86,42,0,0,0,0,40,38,4,0,0,0,36,61,5,0,0,0,60,73,8,0,0,0,78,192,19,0,0,0,215,268,33,0,0,0,303,464,42,0,0,0,505,260,8,0,0,0,269,116,7,0,0,0,121,44,3,0,0,0,41,64,3,0,0,0,69,1701,132,0,0,7,1834
505011071,90,3,0,0,0,87,54,0,0,0,0,49,45,0,0,0,0,46,67,0,0,0,0,68,96,5,0,0,0,99,265,16,3,0,0,282,322,13,16,0,0,356,561,23,3,0,0,585,416,10,3,0,0,428,281,4,0,0,0,288,85,0,3,0,0,89,81,0,0,0,0,81,2355,69,35,0,0,2462
505011072,150,9,0,0,0,159,56,3,0,0,0,56,27,0,0,0,0,27,72,4,0,0,0,70,87,0,0,0,0,92,207,3,0,0,0,212,210,13,0,0,0,224,425,12,0,0,0,437,338,10,0,0,0,351,435,5,0,0,0,442,170,0,0,0,0,175,87,6,0,0,0,89,2273,65,0,0,0,2340
505011073,111,7,0,0,0,115,43,4,0,0,0,44,33,3,0,0,0,40,57,0,0,0,0,56,77,6,0,0,0,80,236,16,0,0,0,249,281,20,0,0,0,296,470,33,0,0,0,500,357,16,0,0,0,374,259,10,0,0,0,268,79,4,0,0,0,83,75,3,0,0,0,74,2074,115,0,0,0,2183
505011074,83,8,0,0,0,89,50,3,0,0,0,48,25,3,0,0,0,28,56,4,0,0,0,65,79,10,0,0,0,90,205,15,0,0,0,224,235,15,0,0,0,250,393,29,3,0,0,423,272,14,0,0,0,287,177,9,0,0,0,189,73,3,0,0,0,73,78,5,0,0,0,86,1730,109,3,0,0,1841
505011075,81,12,0,0,0,91,36,0,0,0,0,39,22,0,0,0,0,22,40,7,0,0,0,51,44,3,0,0,0,50,127,8,0,0,0,137,102,8,0,0,0,110,229,14,0,0,0,252,170,14,0,0,0,184,277,16,0,0,0,294,237,6,0,0,0,241,58,9,3,0,0,70,1424,101,10,0,0,1537
505011076,55,3,0,0,0,62,14,0,0,0,0,14,24,0,0,0,0,24,19,0,0,0,0,19,31,0,0,0,0,31,97,0,0,0,0,100,124,4,0,0,0,128,259,3,0,0,3,271,231,7,0,0,0,239,405,9,0,0,0,417,325,7,0,0,0,329,60,4,0,0,0,61,1647,47,0,3,6,1694
505011077,81,10,0,0,0,94,45,10,0,0,0,55,21,0,6,0,0,27,51,10,0,0,0,61,80,9,7,0,0,90,203,32,12,0,0,248,220,36,25,3,0,284,377,18,37,0,0,435,254,18,6,0,0,279,198,19,6,0,0,220,71,4,0,0,0,77,70,5,7,0,0,82,1670,170,110,9,0,1956
505011078,86,9,0,0,0,94,52,0,0,0,0,51,46,0,0,0,0,46,69,4,0,0,0,78,85,3,0,0,0,94,210,18,0,0,0,232,240,23,0,0,0,264,400,44,0,0,0,445,336,21,0,0,0,352,257,5,0,0,0,260,73,0,0,0,0,76,58,8,0,0,0,61,1908,140,0,0,0,2053
505011079,89,0,0,0,0,89,30,3,0,0,0,30,15,0,0,0,0,22,48,0,0,0,0,51,51,8,0,0,0,51,174,4,0,0,0,178,158,5,0,0,0,164,286,28,0,0,0,310,212,11,0,0,0,225,285,3,0,0,0,294,201,0,0,0,0,201,66,0,0,0,0,66,1604,72,0,0,0,1676
505011080,59,0,0,0,0,67,24,0,0,0,0,23,14,0,0,0,0,15,38,0,0,0,0,33,38,0,0,0,0,38,103,6,0,0,0,110,107,0,0,0,0,111,195,3,0,0,0,201,163,4,0,0,0,161,218,0,0,0,0,221,147,0,0,0,0,147,53,0,0,0,0,53,1161,19,0,0,0,1180
505011081,65,3,0,0,0,75,26,3,0,0,0,33,33,3,0,0,0,33,49,3,0,0,0,55,49,3,0,0,0,51,158,8,0,0,0,169,164,13,0,0,0,182,303,28,0,0,0,332,250,3,0,0,0,256,156,5,0,0,0,159,52,0,0,0,0,50,37,0,0,0,0,38,1349,74,0,0,0,1428
505011082,67,6,0,0,0,76,27,3,0,0,0,30,23,3,0,0,0,24,40,5,0,0,0,39,29,6,0,0,0,42,98,12,0,0,0,114,99,12,3,0,0,108,137,26,0,0,0,159,113,13,0,0,0,127,184,22,0,0,0,205,246,24,0,0,3,270,59,9,0,0,0,67,1120,143,12,0,4,1273
505011083,89,4,0,0,0,95,29,0,0,0,0,30,25,0,0,0,0,25,47,0,0,0,0,47,58,0,0,0,0,54,162,3,0,0,0,171,146,13,0,0,0,160,268,11,0,0,0,279,213,15,0,0,0,224,269,4,0,0,0,277,93,3,0,0,0,91,55,4,0,0,0,59,1451,54,0,3,0,1506
505021084,80,23,0,0,0,106,22,8,0,0,0,34,26,9,0,0,0,36,53,25,0,0,0,74,45,35,0,0,0,83,155,89,0,0,0,245,190,136,0,0,5,328,275,209,3,0,0,495,191,101,0,0,0,287,184,43,0,0,0,225,63,14,0,0,0,83,66,22,0,0,0,80,1356,715,5,0,3,2080
505021085,97,27,0,0,0,125,51,22,0,0,0,72,33,6,0,0,0,42,64,17,0,0,0,81,94,20,0,0,0,117,235,132,6,0,3,377,320,249,8,0,0,581,413,273,15,0,4,706,133,44,0,0,0,170,55,20,0,0,0,75,33,17,0,0,0,48,75,27,0,0,0,105,1603,850,38,0,4,2497
505021086,157,45,3,0,0,208,41,7,0,0,0,47,44,10,0,0,0,54,60,27,10,0,0,89,80,32,3,0,0,117,244,95,15,0,0,356,257,140,14,0,0,404,448,172,5,0,0,626,312,71,0,0,0,379,356,52,3,0,0,404,237,26,0,0,0,263,96,22,0,0,0,121,2326,696,53,3,3,3082
505021087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
505021088,67,41,0,0,0,110,27,18,0,0,0,44,13,9,0,0,0,27,37,24,0,0,0,56,47,28,0,0,0,76,119,92,0,0,0,212,144,101,5,0,0,250,281,244,7,0,0,532,207,217,3,0,0,427,262,164,0,0,0,422,161,60,0,0,3,229,49,32,0,0,0,80,1406,1026,24,0,3,2463
505021089,174,16,0,0,0,196,39,3,0,0,0,47,44,5,0,0,0,50,52,10,0,0,0,61,80,12,0,0,0,84,257,33,0,0,0,292,211,36,0,0,0,245,418,59,0,0,0,474,308,54,0,0,0,371,540,55,0,0,0,595,397,27,0,0,0,427,88,8,0,0,0,99,2610,312,4,0,3,2931
505021090,49,52,0,0,0,98,15,20,0,0,0,40,7,20,0,0,0,23,21,33,3,0,0,56,34,50,4,0,0,90,111,160,3,0,0,277,110,347,17,0,0,483,198,573,6,0,3,785,67,209,0,0,0,274,40,94,0,0,0,128,12,42,0,0,0,56,26,46,0,0,0,79,693,1639,36,0,11,2380
505021091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
505021092,39,48,10,0,0,103,10,26,3,0,0,40,12,5,0,0,0,21,13,29,6,0,0,54,32,43,3,0,0,73,77,100,30,0,0,208,98,147,31,0,0,284,183,244,33,0,0,454,127,166,24,0,6,326,207,138,11,0,0,363,140,83,15,0,0,238,32,27,9,0,0,76,987,1058,174,0,8,2230
505021093,75,25,3,0,0,97,22,7,0,0,0,32,13,4,8,0,0,29,39,11,8,0,0,52,47,22,12,0,0,80,106,71,35,0,0,210,130,98,31,0,0,255,174,142,16,0,0,328,171,58,10,0,0,233,220,42,5,0,0,266,205,22,0,0,0,225,59,12,0,0,0,70,1258,515,118,0,3,1889
505021094,51,13,0,0,0,65,11,4,0,0,0,19,12,7,0,0,0,16,19,3,0,0,0,21,12,3,0,0,0,15,60,18,4,0,0,72,39,17,0,0,0,56,106,26,0,0,0,135,76,16,0,0,0,91,128,18,0,0,0,146,182,23,0,0,0,211,34,10,0,0,0,42,721,155,10,0,0,893
505021095,34,44,4,0,0,80,6,13,4,0,0,29,5,21,0,0,0,29,6,27,7,0,0,41,21,44,9,0,0,69,54,139,24,0,0,214,46,194,39,0,0,279,82,284,25,0,0,397,81,128,11,0,0,214,82,87,6,0,0,170,49,40,4,0,0,89,20,25,3,0,0,54,498,1036,124,0,5,1662
505021096,99,20,3,0,0,123,22,3,3,0,0,33,13,10,0,0,0,23,27,13,3,0,0,38,37,8,0,0,0,47,88,31,12,0,0,124,90,35,19,0,0,135,178,70,19,0,0,273,108,49,5,0,0,164,263,74,6,0,3,342,351,45,0,0,6,399,54,7,4,0,0,65,1339,354,73,0,9,1770
505021097,63,28,14,0,3,109,15,8,0,0,0,26,14,15,3,0,0,32,30,16,9,0,0,61,28,21,10,0,0,54,86,77,35,0,0,201,95,123,68,0,0,284,157,184,49,0,0,394,108,90,21,0,3,218,158,83,8,0,3,243,214,44,0,0,0,252,53,26,4,0,0,89,1013,715,220,0,10,1964
505031098,87,0,0,0,0,91,52,3,0,0,0,56,44,3,0,0,0,47,74,3,0,0,0,76,81,3,0,0,0,85,242,22,0,0,0,260,288,19,0,0,0,307,430,17,0,0,0,449,195,6,0,0,0,203,89,9,0,0,0,99,38,0,0,0,0,37,69,4,0,0,0,76,1683,92,0,0,0,1774
505031099,77,5,0,0,0,83,38,5,0,0,0,37,36,4,0,0,0,39,73,7,0,0,0,78,101,7,0,0,0,109,395,20,0,0,0,409,667,38,3,0,0,708,1380,51,0,0,0,1435,529,3,0,0,0,536,208,7,0,0,0,211,75,0,0,0,0,79,104,7,0,0,0,115,3680,154,4,0,5,3838
505031100,68,3,0,0,0,76,29,0,0,0,0,30,29,8,0,0,0,36,52,3,0,0,0,60,71,3,0,0,0,71,280,13,0,0,0,299,481,42,0,0,0,520,1179,44,0,0,0,1223,696,9,0,0,0,709,295,4,0,0,0,300,122,3,0,0,0,124,94,3,0,0,0,97,3400,139,0,6,0,3543
505031101,54,9,0,0,0,60,23,3,0,0,0,24,27,5,0,0,0,36,56,6,0,0,0,62,81,7,0,0,0,84,231,32,0,0,0,265,366,63,0,0,0,425,681,93,0,0,0,775,337,29,0,0,0,367,113,5,0,0,0,116,58,4,0,0,0,64,75,7,0,0,0,82,2100,268,0,0,0,2367
505031102,57,10,0,0,0,72,22,5,0,0,0,33,13,6,0,0,0,27,52,13,0,0,0,62,47,18,0,0,0,71,146,66,0,0,0,216,197,99,0,0,0,302,227,42,0,0,0,272,66,5,0,0,0,77,33,10,0,0,0,43,15,4,0,0,0,21,32,7,0,0,0,41,919,295,3,0,0,1216
505031103,163,8,0,0,0,178,50,6,0,0,0,56,56,7,0,0,0,61,80,10,0,0,0,83,125,4,0,0,0,136,393,43,0,0,0,433,494,47,0,0,0,542,1095,89,0,0,0,1187,941,44,0,0,4,985,745,33,0,0,3,786,256,10,0,0,0,270,150,6,0,0,0,160,4563,309,0,0,8,4883
505031104,78,9,0,0,0,90,42,0,0,0,0,46,23,3,0,0,0,27,55,5,0,0,0,60,67,0,0,0,0,69,215,8,0,0,0,221,240,14,0,0,0,259,384,28,0,0,0,411,199,5,0,0,0,208,102,6,0,0,0,103,29,0,0,0,0,34,45,8,0,0,0,54,1487,92,0,0,0,1578
505031105,119,5,0,0,0,123,35,0,0,0,0,33,37,3,0,0,0,37,64,3,0,0,0,70,80,4,0,0,0,85,289,15,0,0,0,307,329,3,0,0,0,332,700,13,0,0,0,709,576,4,0,0,0,584,544,7,0,0,0,558,326,3,0,0,0,331,128,3,0,0,0,131,3226,63,13,0,3,3305
505031106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
505031107,68,0,0,0,0,67,21,0,0,0,0,19,15,0,0,0,0,19,37,0,0,0,0,39,55,3,0,0,0,60,191,4,0,0,0,197,269,18,0,0,0,282,693,23,0,0,0,716,536,11,0,0,0,546,286,7,0,0,0,296,115,0,0,0,0,116,81,3,0,0,0,83,2360,76,0,0,0,2439
505031108,134,14,0,0,0,150,54,10,0,0,0,62,45,4,0,0,0,51,130,8,0,0,0,140,143,6,0,0,0,153,424,41,0,3,0,467,626,51,0,0,0,673,1155,104,0,0,0,1264,825,36,0,0,0,861,410,22,0,0,0,432,186,7,0,0,0,195,147,13,0,0,0,165,4289,312,0,3,3,4605
505031255,17,3,0,0,0,16,8,0,0,0,0,8,6,0,0,0,0,10,15,0,0,0,0,14,12,0,0,0,0,14,76,7,0,0,0,87,217,22,0,0,0,241,576,57,0,0,0,638,497,36,0,0,0,534,158,3,0,0,3,159,40,4,0,0,0,41,47,3,0,0,0,50,1661,138,0,0,5,1811
505031256,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,7,0,0,0,0,7,10,0,0,0,0,10,10,0,0,0,0,10,12,0,0,0,0,12,12,0,0,0,0,12,11,0,0,0,0,11,9,0,0,0,0,9,6,0,0,0,0,6,80,0,0,0,0,80
505031257,23,0,0,0,0,23,6,0,0,0,0,6,8,0,0,0,0,8,14,0,0,0,0,14,9,0,0,0,0,9,57,0,0,0,0,61,75,0,0,0,0,75,132,0,0,0,0,135,59,0,0,0,0,59,70,0,0,0,0,68,33,0,0,0,0,36,28,0,0,0,0,28,514,0,0,7,0,525
505031258,56,0,0,0,0,56,23,0,0,0,0,23,18,0,0,0,0,17,33,0,0,0,0,30,38,0,0,0,0,39,105,5,0,0,0,111,238,6,0,0,0,242,561,19,0,0,5,587,318,3,0,0,0,322,116,4,0,0,0,123,49,0,0,0,0,49,66,0,0,0,0,68,1607,47,3,0,4,1663
506011110,100,8,3,0,0,105,78,6,0,0,0,81,57,13,0,0,0,73,91,14,0,0,0,104,144,23,0,0,0,167,499,56,9,0,3,569,682,80,0,0,3,771,561,30,4,0,0,590,139,3,0,0,0,141,88,12,0,0,0,97,41,3,0,0,0,45,92,8,3,0,0,98,2565,248,28,0,8,2848
506011111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
506011112,59,3,0,0,0,64,18,3,0,0,0,20,22,0,0,0,0,25,35,0,0,0,0,43,56,3,0,0,0,58,176,8,0,0,0,184,214,12,0,0,0,229,216,7,0,0,0,224,64,0,0,0,0,62,18,0,0,0,0,21,18,0,0,0,0,16,45,0,0,0,0,42,939,41,0,0,0,982
506011113,79,12,0,0,0,89,28,3,0,0,0,31,14,7,0,0,0,21,40,3,0,0,0,45,66,3,0,0,0,65,194,26,0,0,0,223,396,79,0,0,0,474,1279,176,0,0,0,1462,1060,62,0,0,0,1121,544,44,0,0,0,590,197,15,0,0,0,213,106,14,0,0,0,119,4000,445,0,3,0,4454
506011114,63,4,0,0,0,69,40,3,0,0,0,41,42,0,0,0,0,44,59,3,0,0,0,61,79,11,0,0,0,93,220,33,0,0,0,259,264,46,0,0,0,309,360,17,3,0,0,388,130,3,0,0,0,128,77,0,0,0,0,79,34,0,0,0,0,36,54,3,0,0,0,59,1425,138,6,0,0,1569
506011115,59,0,0,0,0,59,28,0,0,0,0,32,30,0,0,0,0,30,47,0,0,0,0,50,56,0,0,0,0,56,133,0,0,0,0,133,161,0,0,0,0,164,334,3,0,0,0,331,187,0,0,0,0,191,184,0,0,0,0,184,97,0,0,0,0,97,51,0,0,0,0,51,1362,10,0,0,0,1376
506011116,59,0,0,0,0,59,19,0,0,0,0,19,23,0,0,0,0,23,26,0,0,0,0,26,47,0,0,0,0,47,141,0,0,0,0,142,159,0,0,0,0,157,283,0,0,0,0,281,216,0,0,0,0,216,168,0,0,0,0,168,82,0,0,0,0,82,43,0,0,0,0,43,1266,0,0,3,0,1270
506011117,56,0,0,0,0,54,25,0,0,0,0,26,17,4,0,0,0,18,61,4,0,0,0,62,73,3,0,0,0,77,227,30,0,0,0,258,461,22,0,0,0,479,638,10,0,0,0,642,175,0,0,0,0,176,76,3,0,0,0,74,29,0,0,0,0,29,63,4,0,0,0,64,1898,74,0,0,0,1974
506021118,74,8,0,0,0,91,28,3,0,0,0,28,19,0,0,0,0,20,50,7,0,0,0,59,70,14,0,0,0,81,179,27,7,0,0,205,199,43,7,0,0,252,372,86,11,0,3,468,210,32,9,0,0,255,175,21,3,0,0,197,83,14,0,0,0,97,52,12,0,0,0,66,1509,266,39,0,4,1820
506021119,83,18,0,0,0,101,29,12,3,0,0,38,34,3,4,0,0,40,38,12,9,0,0,61,51,16,8,0,0,74,133,46,25,0,0,204,193,58,26,3,0,275,348,116,56,0,3,523,237,46,24,0,0,314,243,40,23,7,0,300,116,16,14,0,0,146,46,13,3,0,0,59,1546,396,185,10,3,2145
506021120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
506021121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
506021122,120,25,13,0,3,160,40,4,0,0,0,48,33,13,3,0,0,48,59,9,9,0,0,73,90,21,7,0,0,116,199,67,47,0,0,305,291,121,77,0,0,483,454,156,95,0,3,699,279,89,30,0,0,401,195,62,20,0,0,277,82,23,7,0,0,111,60,12,11,0,0,81,1891,596,309,0,11,2807
506021123,59,20,6,0,0,82,15,9,4,0,0,29,13,7,3,0,0,17,28,10,4,0,0,41,38,16,11,0,0,68,92,40,38,0,0,171,88,70,54,0,0,213,189,106,56,0,0,354,155,68,14,0,3,242,165,37,31,0,0,236,94,29,22,0,0,152,26,18,9,0,0,49,975,427,245,3,3,1650
506031124,81,13,3,0,0,90,26,5,3,0,0,34,21,3,0,0,0,28,41,12,0,0,0,54,46,14,0,0,0,55,113,41,13,0,0,162,154,66,15,0,0,237,308,108,14,0,0,428,192,30,3,0,0,223,161,24,0,0,0,188,91,8,0,0,0,100,55,8,0,0,0,66,1275,339,54,0,0,1669
506031125,99,3,0,0,0,105,25,3,0,0,0,24,26,0,0,0,0,27,42,4,0,0,0,44,51,0,0,0,0,50,153,8,0,0,0,163,179,5,0,0,0,182,334,21,0,0,0,353,242,11,0,0,0,248,208,14,0,0,0,217,101,3,0,0,0,106,60,4,0,0,0,61,1522,71,0,0,0,1597
506031126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
506031127,90,24,3,0,0,114,33,7,0,0,0,42,25,0,0,0,0,29,39,13,3,0,0,53,55,15,0,0,0,72,171,63,3,0,0,236,255,108,15,0,0,375,491,131,15,0,0,638,212,39,3,0,0,257,120,17,0,0,0,147,60,5,0,0,0,65,59,12,0,0,0,74,1605,441,46,3,8,2098
506031128,98,17,3,0,0,113,46,9,0,0,0,56,41,3,0,0,0,49,75,9,3,0,0,87,84,11,0,0,0,97,238,28,8,0,0,274,297,54,3,0,0,355,473,43,11,0,0,529,248,10,0,0,0,263,119,8,0,0,0,130,44,4,0,0,0,50,54,5,3,0,0,56,1817,193,33,0,0,2051
506031129,98,14,0,0,0,114,29,3,0,0,0,33,20,6,0,0,0,31,44,4,0,0,0,46,47,3,0,0,0,56,124,11,0,0,0,136,119,23,0,0,0,146,236,37,0,0,0,274,153,20,0,0,0,174,196,15,0,0,0,214,202,6,0,0,0,215,50,5,0,0,0,60,1321,157,6,0,0,1488
506031130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
506031131,151,3,6,0,0,162,48,0,0,0,0,51,59,3,3,0,0,67,72,3,0,0,0,72,80,0,3,0,0,77,226,8,16,0,0,247,245,7,6,0,0,266,408,27,23,0,0,458,265,12,11,0,0,286,348,8,3,0,0,358,149,4,5,0,0,154,77,0,0,0,0,82,2127,73,79,0,0,2281
506041132,127,4,3,0,0,134,63,0,0,0,0,63,57,3,0,0,0,62,101,4,0,0,0,111,123,7,0,0,0,130,326,30,3,0,0,357,503,56,6,0,0,568,571,45,7,0,0,622,255,13,0,0,0,274,112,10,0,0,0,128,63,4,5,0,0,70,101,11,0,0,0,111,2409,198,26,3,3,2634
506041133,140,11,3,0,0,157,49,6,0,0,0,54,40,0,0,0,0,40,72,7,0,0,0,79,101,3,0,0,0,103,342,41,0,0,0,381,448,48,0,0,0,500,854,95,4,0,0,953,586,36,0,0,0,628,448,24,0,0,0,472,158,13,0,0,0,171,116,3,0,0,0,121,3361,288,12,0,3,3664
506041134,106,8,0,0,0,114,66,13,0,0,0,81,70,8,0,0,0,81,94,16,3,0,0,105,127,15,0,0,0,149,406,46,3,0,0,456,634,97,13,0,0,747,724,48,4,0,0,788,203,4,0,0,0,212,85,5,0,0,0,87,39,0,0,0,0,41,87,18,0,0,0,103,2644,268,31,0,9,2954
506041135,147,0,0,0,0,149,56,0,0,0,0,56,51,0,0,0,0,51,72,0,0,0,0,70,104,3,0,0,0,107,336,11,0,0,0,352,543,13,0,0,0,561,955,32,0,0,0,986,643,10,0,0,0,654,423,0,0,0,0,420,152,0,0,0,0,152,128,4,0,0,0,130,3604,84,0,0,0,3690
506041136,77,8,3,0,0,89,44,4,5,3,0,53,38,0,0,0,0,36,68,3,0,0,0,71,101,3,0,0,0,105,291,13,5,3,0,308,398,13,11,0,4,428,463,16,3,3,0,489,192,3,0,0,0,198,78,0,0,0,0,84,60,0,0,4,0,67,73,3,0,0,0,77,1874,76,33,20,11,2006
506041137,163,7,0,0,0,173,74,6,0,0,0,84,68,6,0,0,0,74,124,4,3,0,0,130,165,7,0,0,0,171,468,30,3,0,0,505,633,40,3,0,0,679,919,24,3,0,0,948,395,12,0,0,0,410,167,6,0,0,0,181,112,7,0,0,0,111,132,0,0,0,0,135,3421,159,17,4,0,3592
506051138,106,3,0,0,0,105,34,0,0,0,0,34,46,0,0,0,0,42,77,3,0,0,0,83,99,0,0,0,0,101,369,18,0,0,0,384,494,21,0,0,0,518,944,33,0,0,0,979,547,7,0,0,0,557,251,0,0,0,0,257,87,0,0,0,0,90,130,3,0,0,0,133,3182,94,0,4,0,3279
506051139,77,0,0,0,0,77,30,0,0,0,0,30,38,0,0,0,0,38,77,0,0,0,0,77,86,0,0,0,0,88,259,6,0,0,0,266,331,5,0,0,0,334,581,22,0,0,0,600,296,4,0,0,0,298,150,0,0,0,0,152,56,0,0,0,0,56,73,3,0,0,0,74,2051,41,0,0,0,2094
506051140,120,5,0,0,0,127,42,0,0,0,0,42,29,0,0,0,0,24,58,0,0,0,0,58,75,3,0,0,0,78,256,6,0,0,0,265,236,7,0,0,0,247,424,6,0,0,0,430,318,3,0,0,0,320,332,3,0,0,0,334,191,3,0,0,0,190,90,0,0,0,0,93,2175,36,3,3,0,2217
506051141,90,0,0,0,0,93,31,0,0,0,0,31,31,0,0,0,0,36,61,0,0,0,0,61,58,0,0,0,0,59,188,0,0,3,0,191,185,4,0,0,0,186,350,3,0,0,0,361,229,0,0,0,3,233,236,0,0,4,5,242,124,0,0,3,0,126,68,0,0,0,0,75,1656,10,3,7,10,1690
506061142,75,0,0,0,0,80,24,0,0,0,0,24,22,0,0,0,0,22,55,0,0,0,0,55,62,0,0,0,0,65,237,4,0,0,0,247,566,17,0,0,0,582,1347,5,0,0,0,1362,635,4,0,0,0,639,271,0,0,0,0,267,101,0,0,0,0,101,97,0,0,0,0,98,3487,43,4,0,3,3533
506061143,27,0,0,0,0,27,11,0,0,0,0,11,17,0,0,0,0,17,28,0,0,0,0,28,48,0,0,0,0,48,89,0,0,0,0,91,106,0,0,0,0,106,246,0,0,3,0,249,134,0,0,0,0,135,212,0,0,3,0,215,113,0,0,0,0,112,50,0,0,0,0,56,1083,3,0,4,3,1099
506061144,24,0,0,0,0,24,9,0,0,0,0,9,9,0,0,0,0,9,21,0,0,0,0,19,19,0,0,0,0,19,70,0,0,0,0,74,84,0,0,0,0,92,144,0,0,0,0,141,89,0,0,0,0,89,97,0,0,0,0,97,53,0,0,0,0,53,37,0,0,0,0,37,650,0,0,3,3,657
